surah,ayah,arabic,translation
2,,إِنَّ ٱلَّذِينَ كَفَرُواْ سَوَآءٌ عَلَيۡهِمۡ ءَأَنذَرۡتَهُمۡ أَمۡ لَمۡ تُنذِرۡهُمۡ لَا يُؤۡمِنُونَ,"Dhugumatti, isaannan kafaran isaan akeekkachiiftes isaan akeekkachiisuu baattes [lamaanuu] isaan irratti wal qixa; hin amanan."
2,,خَتَمَ ٱللَّهُ عَلَىٰ قُلُوبِهِمۡ وَعَلَىٰ سَمۡعِهِمۡۖ وَعَلَىٰٓ أَبۡصَٰرِهِمۡ غِشَٰوَةٞۖ وَلَهُمۡ عَذَابٌ عَظِيمٞ,Rabbiin onneewwan isaaniirrattiifi dhageettuu isaanii irratti cufe; agartuu isaanii irras haguuggiitu jira. Isaaniif azaaba guddaatu jira.
2,,وَمِنَ ٱلنَّاسِ مَن يَقُولُ ءَامَنَّا بِٱللَّهِ وَبِٱلۡيَوۡمِ ٱلۡأٓخِرِ وَمَا هُم بِمُؤۡمِنِينَ,"Namoota irraa nama ""Rabbiifi Guyyaa Aakhiraatti amanne"" jedhutu jira. ammoo isaan warra amanee miti."
2,,يُخَٰدِعُونَ ٱللَّهَ وَٱلَّذِينَ ءَامَنُواْ وَمَا يَخۡدَعُونَ إِلَّآ أَنفُسَهُمۡ وَمَا يَشۡعُرُونَ,Rabbiifi warra amanan gowwoomsan [isaanitti fakkaata]; garuu lubbuu isaanii malee homaa hin gowwoomsanu. ammoo hinbeekan.
2,,فِي قُلُوبِهِم مَّرَضٞ فَزَادَهُمُ ٱللَّهُ مَرَضٗاۖ وَلَهُمۡ عَذَابٌ أَلِيمُۢ بِمَا كَانُواْ يَكۡذِبُونَ,Onneewwan isaanii keessa dhukkuba [shakkiifi nifaaqaatu] jira. Rabbiinis dhukkuba isaaniif dabale. Waan kijibaa turaniif jechas adabbii laalessaa ta’etu isaaniif jira.
2,,وَإِذَا قِيلَ لَهُمۡ لَا تُفۡسِدُواْ فِي ٱلۡأَرۡضِ قَالُوٓاْ إِنَّمَا نَحۡنُ مُصۡلِحُونَ,"Yeroo ""Dachii keessatti badii hin raawwatinaa"" isaaniin jedhame ""nuti warra tolchu qofa"" jedhan."
2,,أَلَآ إِنَّهُمۡ هُمُ ٱلۡمُفۡسِدُونَ وَلَٰكِن لَّا يَشۡعُرُونَ,Dhagayaa! Dhugumatti isaan isaanumatu warra badiiti. Garuu [haala gadhee isaanii kana] hin beekanu.
2,,وَإِذَا قِيلَ لَهُمۡ ءَامِنُواْ كَمَآ ءَامَنَ ٱلنَّاسُ قَالُوٓاْ أَنُؤۡمِنُ كَمَآ ءَامَنَ ٱلسُّفَهَآءُۗ أَلَآ إِنَّهُمۡ هُمُ ٱلسُّفَهَآءُ وَلَٰكِن لَّا يَعۡلَمُونَ,"Yeroo ""akka namoonni amananitti amanaa"" isaaniin jedhame ""sila nuti akka warri gowwaan amananitti amannaa?"" jedhu. Dhagayaa! dhugumatti isaan isaanumatu gowwoota Garuu isaan hin beekan."
2,,وَإِذَا لَقُواْ ٱلَّذِينَ ءَامَنُواْ قَالُوٓاْ ءَامَنَّا وَإِذَا خَلَوۡاْ إِلَىٰ شَيَٰطِينِهِمۡ قَالُوٓاْ إِنَّا مَعَكُمۡ إِنَّمَا نَحۡنُ مُسۡتَهۡزِءُونَ,"Yeroo warra amanan qunnaman ""nuti amanneerra"" jedhuYeroo sheyxaanota (hoggantoota) isaanii waliin kophaa ba’an immoo "" nuti isin waliin jirra; dhugumatti nuti isaanitti qishnuma (qoosaa) godhuuf [akkas goone]"" jedhu."
2,,ٱللَّهُ يَسۡتَهۡزِئُ بِهِمۡ وَيَمُدُّهُمۡ فِي طُغۡيَٰنِهِمۡ يَعۡمَهُونَ,Rabbiin [mindaa qishnaa isaaniitiif] isaanitti qishnaa godha; jallina isaanii keessatti isaan dhiisa odoo isaan dhama’anuu .
2,,أُوْلَٰٓئِكَ ٱلَّذِينَ ٱشۡتَرَوُاْ ٱلضَّلَٰلَةَ بِٱلۡهُدَىٰ فَمَا رَبِحَت تِّجَٰرَتُهُمۡ وَمَا كَانُواْ مُهۡتَدِينَ,Isaan warra jallina qajeelumaan bitataniidha. Daldalli isaaniis bu’aa dhabe. Isaanis warra qajeelan hin turre.
2,,مَثَلُهُمۡ كَمَثَلِ ٱلَّذِي ٱسۡتَوۡقَدَ نَارٗا فَلَمَّآ أَضَآءَتۡ مَا حَوۡلَهُۥ ذَهَبَ ٱللَّهُ بِنُورِهِمۡ وَتَرَكَهُمۡ فِي ظُلُمَٰتٖ لَّا يُبۡصِرُونَ,"Fakkeenyi isaanii akka fakkii isa ibidda qabsiifatee, yeroma isheen waan naannoo isaa ibsitu Rabbiin ifaa isaanii adeemsisee dukkana keessatti haala hin argineen isaan dhiiseeti"
2,,صُمُّۢ بُكۡمٌ عُمۡيٞ فَهُمۡ لَا يَرۡجِعُونَ,"[Isaan] duudaa, arraba qabamaafi jaamaadha. Kanaafuu [gara karaa qajeelaa] hin deebi’anu."
2,,أَوۡ كَصَيِّبٖ مِّنَ ٱلسَّمَآءِ فِيهِ ظُلُمَٰتٞ وَرَعۡدٞ وَبَرۡقٞ يَجۡعَلُونَ أَصَٰبِعَهُمۡ فِيٓ ءَاذَانِهِم مِّنَ ٱلصَّوَٰعِقِ حَذَرَ ٱلۡمَوۡتِۚ وَٱللَّهُ مُحِيطُۢ بِٱلۡكَٰفِرِينَ,"Yookiin akka rooba cimaa samii irraa ta’ee kan isa keessa dukkanoonni, mandiisuufi hangaasuun jirtu, bakakkaa irraa quba gurra isaanii keessa kaa’atu, du'a sodaaf. Rabbiin kaafirootatti marsaadha."
2,,يَكَادُ ٱلۡبَرۡقُ يَخۡطَفُ أَبۡصَٰرَهُمۡۖ كُلَّمَآ أَضَآءَ لَهُم مَّشَوۡاْ فِيهِ وَإِذَآ أَظۡلَمَ عَلَيۡهِمۡ قَامُواْۚ وَلَوۡ شَآءَ ٱللَّهُ لَذَهَبَ بِسَمۡعِهِمۡ وَأَبۡصَٰرِهِمۡۚ إِنَّ ٱللَّهَ عَلَىٰ كُلِّ شَيۡءٖ قَدِيرٞ,"Calanqichi ija isaanii butuutti dhiyaata. Dhawaata isaaniif ifuun isa keessa deemu, Yeroo isaan irratti dukkanaa’e immoo ni dhaabatu. Rabbiin odoo fedhee dhageettiifi agartuu isaanii ni deemsisa ture. Dhugumatti, Rabbiin waan hunda irratti danda’aadha."
2,,يَٰٓأَيُّهَا ٱلنَّاسُ ٱعۡبُدُواْ رَبَّكُمُ ٱلَّذِي خَلَقَكُمۡ وَٱلَّذِينَ مِن قَبۡلِكُمۡ لَعَلَّكُمۡ تَتَّقُونَ,Isin Yaa namootaa! gooftaa keessan isa isiniifi warra isiniin duraa uume qofa gabbaraa! Akka Rabbiin sodaattaniif jecha.
2,,ٱلَّذِي جَعَلَ لَكُمُ ٱلۡأَرۡضَ فِرَٰشٗا وَٱلسَّمَآءَ بِنَآءٗ وَأَنزَلَ مِنَ ٱلسَّمَآءِ مَآءٗ فَأَخۡرَجَ بِهِۦ مِنَ ٱلثَّمَرَٰتِ رِزۡقٗا لَّكُمۡۖ فَلَا تَجۡعَلُواْ لِلَّهِ أَندَادٗا وَأَنتُمۡ تَعۡلَمُونَ,"[Rabbiin] Isa dachii afata, samii immoo ijaarsa (gubbaa) isiniif taasisee, kan samii irraa bishaan buusee, ergasii isaan fuduraa irraa soorata isiniif baaseedha. Kanaafuu odoo [kan gabbaramuun malu Rabbiin qofa ta’uu] beektanuu Rabbiif shariikota hin godhinaa."
2,,وَإِن كُنتُمۡ فِي رَيۡبٖ مِّمَّا نَزَّلۡنَا عَلَىٰ عَبۡدِنَا فَأۡتُواْ بِسُورَةٖ مِّن مِّثۡلِهِۦ وَٱدۡعُواْ شُهَدَآءَكُم مِّن دُونِ ٱللَّهِ إِن كُنتُمۡ صَٰدِقِينَ,"Yoo waan Nuti gabricha keenya irratti buufne (Qur’aana) irraa mamii keessatti taatan, suuraa akka isaa [tokko] fidaatii ragoota (gargaartotaafi deeggartoota) keessan kan Rabbiin ala jiranis waamadhaa.yoo kan dhugaa dubbattan taatan."
2,,فَإِن لَّمۡ تَفۡعَلُواْ وَلَن تَفۡعَلُواْ فَٱتَّقُواْ ٱلنَّارَ ٱلَّتِي وَقُودُهَا ٱلنَّاسُ وَٱلۡحِجَارَةُۖ أُعِدَّتۡ لِلۡكَٰفِرِينَ,Yoo [amma] hin dalagin; fuuldurattis hin dalagdanu; kanaafuu ibidda qabsiisaan ishee namaafi dhagaa ta’e kan kaafirootaaf qopheeffamte sodaadhaa.
2,,وَبَشِّرِ ٱلَّذِينَ ءَامَنُواْ وَعَمِلُواْ ٱلصَّٰلِحَٰتِ أَنَّ لَهُمۡ جَنَّٰتٖ تَجۡرِي مِن تَحۡتِهَا ٱلۡأَنۡهَٰرُۖ كُلَّمَا رُزِقُواْ مِنۡهَا مِن ثَمَرَةٖ رِّزۡقٗا قَالُواْ هَٰذَا ٱلَّذِي رُزِقۡنَا مِن قَبۡلُۖ وَأُتُواْ بِهِۦ مُتَشَٰبِهٗاۖ وَلَهُمۡ فِيهَآ أَزۡوَٰجٞ مُّطَهَّرَةٞۖ وَهُمۡ فِيهَا خَٰلِدُونَ,"Isaan amananii, gaggaarii hojjatan, jannatoonni laggeen jala ishee yaatu isaaniif jira jechuun [isaan] gammachiisi. Dhawaatuma firii ishee irraa sooramaniin ""kun soorata kana dura sooramneedha"" jedhu. Wal fakkaataa ta'ee isaaniif kenname. Isaaniif ishee keessa haadholeen manaa qulqulleeffaman jiru. Isaan ishee keessatti hafoodha."
2,,۞ إِنَّ ٱللَّهَ لَا يَسۡتَحۡيِۦٓ أَن يَضۡرِبَ مَثَلٗا مَّا بَعُوضَةٗ فَمَا فَوۡقَهَاۚ فَأَمَّا ٱلَّذِينَ ءَامَنُواْ فَيَعۡلَمُونَ أَنَّهُ ٱلۡحَقُّ مِن رَّبِّهِمۡۖ وَأَمَّا ٱلَّذِينَ كَفَرُواْ فَيَقُولُونَ مَاذَآ أَرَادَ ٱللَّهُ بِهَٰذَا مَثَلٗاۘ يُضِلُّ بِهِۦ كَثِيرٗا وَيَهۡدِي بِهِۦ كَثِيرٗاۚ وَمَا يُضِلُّ بِهِۦٓ إِلَّا ٱلۡفَٰسِقِينَ,"Dhugumatti Rabbiin bookees taatee waan ishee irra guddaa (yookiin xiqqaa) fakkeenya taasisuu hin saalfatu. Warri amanan akka inni dhugaa Gooftaa isaanii irraa ta’e ni beeku. Isaan kafaran immoo ""Rabbiin fakkeenya kanatti maal fedhe?"" jedhu. [Rabbiin] kanaan (namoota) baay’ee jallisee, (namoota) baay’ees qajeelcha. Finciltoota malees (kan biraa) ittiin hin jallisu."
2,,ٱلَّذِينَ يَنقُضُونَ عَهۡدَ ٱللَّهِ مِنۢ بَعۡدِ مِيثَٰقِهِۦ وَيَقۡطَعُونَ مَآ أَمَرَ ٱللَّهُ بِهِۦٓ أَن يُوصَلَ وَيُفۡسِدُونَ فِي ٱلۡأَرۡضِۚ أُوْلَٰٓئِكَ هُمُ ٱلۡخَٰسِرُونَ,"[Isaan] warra waadaa Rabbii erga kakuun jabeessanii booda diiganii, waan (firummaa) Rabbiin fufamuu isaatti ajaje muranii, dachii keessatti badii raawwataniidha. Warri sun hoonga’oon isaanuma."
2,,كَيۡفَ تَكۡفُرُونَ بِٱللَّهِ وَكُنتُمۡ أَمۡوَٰتٗا فَأَحۡيَٰكُمۡۖ ثُمَّ يُمِيتُكُمۡ ثُمَّ يُحۡيِيكُمۡ ثُمَّ إِلَيۡهِ تُرۡجَعُونَ,"Sila akkamitti Rabbitti kafartan? ka isinii du’oo turtan isin jiraachisee, ergasii isin ajjeesee, ergasii isin jiraachisu. ergasii gara Isaatti kan deebifamtan."
2,,هُوَ ٱلَّذِي خَلَقَ لَكُم مَّا فِي ٱلۡأَرۡضِ جَمِيعٗا ثُمَّ ٱسۡتَوَىٰٓ إِلَى ٱلسَّمَآءِ فَسَوَّىٰهُنَّ سَبۡعَ سَمَٰوَٰتٖۚ وَهُوَ بِكُلِّ شَيۡءٍ عَلِيمٞ,"Inni (Rabbiin) Isa waan dachii keessa jiru hunda isiniif uumee, ergasii gara samii ol ta’ee, samii torba isaan taasiseedha. Inni waan hunda akkaan beekaadha."
2,,وَإِذۡ قَالَ رَبُّكَ لِلۡمَلَٰٓئِكَةِ إِنِّي جَاعِلٞ فِي ٱلۡأَرۡضِ خَلِيفَةٗۖ قَالُوٓاْ أَتَجۡعَلُ فِيهَا مَن يُفۡسِدُ فِيهَا وَيَسۡفِكُ ٱلدِّمَآءَ وَنَحۡنُ نُسَبِّحُ بِحَمۡدِكَ وَنُقَدِّسُ لَكَۖ قَالَ إِنِّيٓ أَعۡلَمُ مَا لَا تَعۡلَمُونَ,"Yeroo Gooftaan kee malaa’ikootaan ""dhugumatti, Ani (ilmaan namaa) dachii keessatti bakka bu’aa (khaliifaa) taasisuufan jira"" jedhes [yaadadhu]. Isaanis ni jedhan: ""Sila  namoota ishee (dachii) keessatti badii dalagan, kan dhiiga (walii) dhangalaasan ishee keessatti taasiftaa?"" odoo nuti galata keetiin si faarsinuufi si qulqulleessinuu"". [Innis] ni jedhe: ""Dhugumatti, Ani akkaan beekaa waan isin hin beekneti."""
2,,وَعَلَّمَ ءَادَمَ ٱلۡأَسۡمَآءَ كُلَّهَا ثُمَّ عَرَضَهُمۡ عَلَى ٱلۡمَلَٰٓئِكَةِ فَقَالَ أَنۢبِـُٔونِي بِأَسۡمَآءِ هَٰٓؤُلَآءِ إِن كُنتُمۡ صَٰدِقِينَ,"Aadamiin maqoota hundaa isii isa barsiise. Ergasii malaa’ikoota irra isaan fideetiin ""yoo kan dhugaa dubbattan taataniif maqoota wantoota kanneenii naaf odeessaa” jedhe"
2,,قَالُواْ سُبۡحَٰنَكَ لَا عِلۡمَ لَنَآ إِلَّا مَا عَلَّمۡتَنَآۖ إِنَّكَ أَنتَ ٱلۡعَلِيمُ ٱلۡحَكِيمُ,"[Malaa’ikoonnis] ni jedhan: ""Ati qulqulloofte. Nu waan Ati nu barsiifte malee beekumsa hin qabnu; dhugumatti, Ati Simatu akkaan beekaa ogeessa."""
2,,قَالَ يَٰٓـَٔادَمُ أَنۢبِئۡهُم بِأَسۡمَآئِهِمۡۖ فَلَمَّآ أَنۢبَأَهُم بِأَسۡمَآئِهِمۡ قَالَ أَلَمۡ أَقُل لَّكُمۡ إِنِّيٓ أَعۡلَمُ غَيۡبَ ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِ وَأَعۡلَمُ مَا تُبۡدُونَ وَمَا كُنتُمۡ تَكۡتُمُونَ,"[Rabbiin] ni jedhe: ""Yaa Aadam! maqoota isaanii isaanitti himi."" Yeroma inni maqoota isaanii isaanitti himu [Rabbiin] ni jedhe: ""Sila Ani akkaan beekaa wantoota fagoo kan samiifi dachiiti; ammas Ani akkaan beekaa waan isin ifa taasiftaniifi waan isin dhoksaa turtaniiti’ isiniin hin jennee?"""
2,,وَإِذۡ قُلۡنَا لِلۡمَلَٰٓئِكَةِ ٱسۡجُدُواْ لِأٓدَمَ فَسَجَدُوٓاْ إِلَّآ إِبۡلِيسَ أَبَىٰ وَٱسۡتَكۡبَرَ وَكَانَ مِنَ ٱلۡكَٰفِرِينَ,"Yeroo Nuti malaa’ikootaan ""Aadamiif sujuuda godhaa"" jenne [yaadadhu]. Ibliis malee Isaan sujuuda godhan; [Inni] ni dide; ni boones, Kaafiroota irraa ta’e."
2,,وَقُلۡنَا يَٰٓـَٔادَمُ ٱسۡكُنۡ أَنتَ وَزَوۡجُكَ ٱلۡجَنَّةَ وَكُلَا مِنۡهَا رَغَدًا حَيۡثُ شِئۡتُمَا وَلَا تَقۡرَبَا هَٰذِهِ ٱلشَّجَرَةَ فَتَكُونَا مِنَ ٱلظَّٰلِمِينَ,"Ni jennes: ""Yaa Aadam! Atiifi haati manaa kee jannata keessa jiraadhaa. Ishee irraa bal'oo haala taateen iddoo feetanii nyaadhaa. Mukattii tanatti immoo hin dhiyaatinaa, Yoos miidhaa hojjattoota irraa taatu."""
2,,فَأَزَلَّهُمَا ٱلشَّيۡطَٰنُ عَنۡهَا فَأَخۡرَجَهُمَا مِمَّا كَانَا فِيهِۖ وَقُلۡنَا ٱهۡبِطُواْ بَعۡضُكُمۡ لِبَعۡضٍ عَدُوّٞۖ وَلَكُمۡ فِي ٱلۡأَرۡضِ مُسۡتَقَرّٞ وَمَتَٰعٌ إِلَىٰ حِينٖ,"Shayxaannis ishee (jannata) irraa isaan mucucaachise. Waan isaan isa keessa turan irraas isaan baase. Nutis ni jenne: ""gariin keessan gariif diina ta’aa gadi bu’aa. Isiniifis dachii keessa iddoo jireenyaatiifi waan itti fayyadamtan kan yeroo murtaa’eetu jira."""
2,,فَتَلَقَّىٰٓ ءَادَمُ مِن رَّبِّهِۦ كَلِمَٰتٖ فَتَابَ عَلَيۡهِۚ إِنَّهُۥ هُوَ ٱلتَّوَّابُ ٱلرَّحِيمُ,"Aadamis Gooftaa isaa irraa jechoota fudhatee, sana booda [Rabbiin] dhiifama isaaf godhe. Dhugumatti, Inni (Rabbiin) Isatu akkaan tawbaa qeebalaa, akkaan rahmata godhaadha."
2,,قُلۡنَا ٱهۡبِطُواْ مِنۡهَا جَمِيعٗاۖ فَإِمَّا يَأۡتِيَنَّكُم مِّنِّي هُدٗى فَمَن تَبِعَ هُدَايَ فَلَا خَوۡفٌ عَلَيۡهِمۡ وَلَا هُمۡ يَحۡزَنُونَ,"Nuti ni jenne: ""Hundi keessanuu ishee (jannata) irraa gadi bu’aa. Ergasii yoo Ana irraa qajeelfamni isiniif dhufe, namni qajeelfama kiyya hordofe, sodaan isaan irra hin jiru; isaan hin gaddanus."""
2,,وَٱلَّذِينَ كَفَرُواْ وَكَذَّبُواْ بِـَٔايَٰتِنَآ أُوْلَٰٓئِكَ أَصۡحَٰبُ ٱلنَّارِۖ هُمۡ فِيهَا خَٰلِدُونَ,"Warri kafaranii aayatoota keenya kijibsiisan, isaan sun warra ibiddaati, Isaan ishee keessatti hafoodha."
2,,يَٰبَنِيٓ إِسۡرَٰٓءِيلَ ٱذۡكُرُواْ نِعۡمَتِيَ ٱلَّتِيٓ أَنۡعَمۡتُ عَلَيۡكُمۡ وَأَوۡفُواْ بِعَهۡدِيٓ أُوفِ بِعَهۡدِكُمۡ وَإِيَّٰيَ فَٱرۡهَبُونِ,Yaa Ilmaan Israa’iil! qananii tiyya tan Ani ittiin isin qanansiise yaadadhaa. Waadaa kiyyas guutaa; Anis waadaa keessan nan guuta. Ana qofa sodaadhaa!
2,,وَءَامِنُواْ بِمَآ أَنزَلۡتُ مُصَدِّقٗا لِّمَا مَعَكُمۡ وَلَا تَكُونُوٓاْ أَوَّلَ كَافِرِۭ بِهِۦۖ وَلَا تَشۡتَرُواْ بِـَٔايَٰتِي ثَمَنٗا قَلِيلٗا وَإِيَّٰيَ فَٱتَّقُونِ,Waan Ani buuse kan mirkaneessaa waan isin bira jiruu (Tawraatiifi Injiil) ta’etti amanaa. Jalqaba warra isatti kafaruu hin ta’inaa. aayatoota kiyyaan maallaqa xiqqaa hin bitatinaa. Ana qofa sodaadhaa.
2,,وَلَا تَلۡبِسُواْ ٱلۡحَقَّ بِٱلۡبَٰطِلِ وَتَكۡتُمُواْ ٱلۡحَقَّ وَأَنتُمۡ تَعۡلَمُونَ,Dhugaa sobaan [walitti] hin makinaa; osoo beeytanuu haqa hin dhoksinaas.
2,,وَأَقِيمُواْ ٱلصَّلَوٰةَ وَءَاتُواْ ٱلزَّكَوٰةَ وَٱرۡكَعُواْ مَعَ ٱلرَّٰكِعِينَ,Salaata seeraan salaataa; zakaas kennaa; warra rukuu’a godhan wajjinis rukuu’a godhaa.
2,,۞ أَتَأۡمُرُونَ ٱلنَّاسَ بِٱلۡبِرِّ وَتَنسَوۡنَ أَنفُسَكُمۡ وَأَنتُمۡ تَتۡلُونَ ٱلۡكِتَٰبَۚ أَفَلَا تَعۡقِلُونَ,Sila  gaariitti nama ajajaa lubbuu keessan dagattanii! odoo kitaaba dubbiftanuu. hin xiinxaltanii!
2,,وَٱسۡتَعِينُواْ بِٱلصَّبۡرِ وَٱلصَّلَوٰةِۚ وَإِنَّهَا لَكَبِيرَةٌ إِلَّا عَلَى ٱلۡخَٰشِعِينَ,"Obsaafi salaataan gargaarsa barbaadaa. Dhugumatti, isheen warra [Rabbiin] sodaatan irratti malee ulfaattuudha."
2,,ٱلَّذِينَ يَظُنُّونَ أَنَّهُم مُّلَٰقُواْ رَبِّهِمۡ وَأَنَّهُمۡ إِلَيۡهِ رَٰجِعُونَ,[Isaan] warra Gooftaa isaanii qunnamuufi gara Isaatti deebi’uu mirkaneeffataniidha.
2,,يَٰبَنِيٓ إِسۡرَٰٓءِيلَ ٱذۡكُرُواْ نِعۡمَتِيَ ٱلَّتِيٓ أَنۡعَمۡتُ عَلَيۡكُمۡ وَأَنِّي فَضَّلۡتُكُمۡ عَلَى ٱلۡعَٰلَمِينَ,Yaa Ilmaan Israa’iil! qananii tiyya kan Ani isiniin qananiise yaadadhaa. ani aalama hunda irra isin caalchiseera.
2,,وَٱتَّقُواْ يَوۡمٗا لَّا تَجۡزِي نَفۡسٌ عَن نَّفۡسٖ شَيۡـٔٗا وَلَا يُقۡبَلُ مِنۡهَا شَفَٰعَةٞ وَلَا يُؤۡخَذُ مِنۡهَا عَدۡلٞ وَلَا هُمۡ يُنصَرُونَ,"Guyyaa lubbuun [takka] lubbuu (biraa) homaa hin fayyadne, kan jaarsummaan (araarsi) ishee irraa hin fudhatamneefi gumaanis ishee irraa hin fuudhamne, kan isaanis hin tumsamne san sodaadhaa."
2,,وَإِذۡ نَجَّيۡنَٰكُم مِّنۡ ءَالِ فِرۡعَوۡنَ يَسُومُونَكُمۡ سُوٓءَ ٱلۡعَذَابِ يُذَبِّحُونَ أَبۡنَآءَكُمۡ وَيَسۡتَحۡيُونَ نِسَآءَكُمۡۚ وَفِي ذَٰلِكُم بَلَآءٞ مِّن رَّبِّكُمۡ عَظِيمٞ,"Ammas yeroo Nuti ummata fir’awn jalaa nagaya isin baafne san (yaadadhaa). kan hamtuu adabbii isin dhandhamsiisaa turan, kan ilmaan dhiiraa keessan gorra’aniifi dubartoota keessan dhiisan.Sana keessa balaa guddaa Gooftaa keessan irraa ta’etu jira."
2,,وَإِذۡ فَرَقۡنَا بِكُمُ ٱلۡبَحۡرَ فَأَنجَيۡنَٰكُمۡ وَأَغۡرَقۡنَآ ءَالَ فِرۡعَوۡنَ وَأَنتُمۡ تَنظُرُونَ,"Yeroo bahra isiniif addaan baqaysine, ergasii nagaya isin baafnee, ummata fir’awnaa odoo isin argitanuu bishaaniin dhidhimsine sanis [yaadadhaa]."
2,,وَإِذۡ وَٰعَدۡنَا مُوسَىٰٓ أَرۡبَعِينَ لَيۡلَةٗ ثُمَّ ٱتَّخَذۡتُمُ ٱلۡعِجۡلَ مِنۢ بَعۡدِهِۦ وَأَنتُمۡ ظَٰلِمُونَ,Yeroo Muusaaf halkan afurtama beellamne [yaadadhaa]. Ergasii isin isa boodaa jibicha [gabbaramaa] taasifattanii warra of miidhe taatan .
2,,ثُمَّ عَفَوۡنَا عَنكُم مِّنۢ بَعۡدِ ذَٰلِكَ لَعَلَّكُمۡ تَشۡكُرُونَ,Ergasii sana booda dhiifama isiniif goone akka isin (Rabbi) galateeffataniif jecha .
2,,وَإِذۡ ءَاتَيۡنَا مُوسَى ٱلۡكِتَٰبَ وَٱلۡفُرۡقَانَ لَعَلَّكُمۡ تَهۡتَدُونَ,|Yeroo Muusaaf kitaaba (Tawraatii)fi seera adda babaasaa dhugaafi kijibaa akka isin qajeeltaniif jecha kennines [yaadadhaa].
2,,وَإِذۡ قَالَ مُوسَىٰ لِقَوۡمِهِۦ يَٰقَوۡمِ إِنَّكُمۡ ظَلَمۡتُمۡ أَنفُسَكُم بِٱتِّخَاذِكُمُ ٱلۡعِجۡلَ فَتُوبُوٓاْ إِلَىٰ بَارِئِكُمۡ فَٱقۡتُلُوٓاْ أَنفُسَكُمۡ ذَٰلِكُمۡ خَيۡرٞ لَّكُمۡ عِندَ بَارِئِكُمۡ فَتَابَ عَلَيۡكُمۡۚ إِنَّهُۥ هُوَ ٱلتَّوَّابُ ٱلرَّحِيمُ,"Yeroo Muusaan ummata isaatiin  jedhes [yaadadhaa]  ""yaa ummata kiyya! isin mirgoo [gabbaramaa] taasifachuun lubbuu keessan miitanii jirtan. Kanaaf gara [Rabbii] isin uumeetti deebi’aa, Lubbuu teessanis ajjeesaa, Sanatu Uumaa keessan biratti isiniif caala"" (yaadadhaa). Ergasii [Rabbiin] dhiifama isinii godhe (tawbaa keessan qeebale) Dhugumatti, Inni akkaan tawbaa qeebalaa akkaan rahmata godhaadha."
