surah,ayah,arabic,translation
2,,مَثَلُهُمۡ كَمَثَلِ ٱلَّذِي ٱسۡتَوۡقَدَ نَارٗا فَلَمَّآ أَضَآءَتۡ مَا حَوۡلَهُۥ ذَهَبَ ٱللَّهُ بِنُورِهِمۡ وَتَرَكَهُمۡ فِي ظُلُمَٰتٖ لَّا يُبۡصِرُونَ,"उनका[7]  उदाहरण उस व्यक्ति के उदाहरण जैसा है, जिसने एक आग भड़काई, फिर जब उसने उसके आस-पास की चीज़ों को प्रकाशित कर दिया, तो अल्लाह ने उनका प्रकाश छीन लिया और उन्हें कई तरह के अँधेरों में छोड़ दिया कि वे नहीं देखते।"
2,,صُمُّۢ بُكۡمٌ عُمۡيٞ فَهُمۡ لَا يَرۡجِعُونَ,"(वे) बहरे हैं, गूँगे हैं, अंधे हैं। अतः वे नहीं लौटते।"
2,,أَوۡ كَصَيِّبٖ مِّنَ ٱلسَّمَآءِ فِيهِ ظُلُمَٰتٞ وَرَعۡدٞ وَبَرۡقٞ يَجۡعَلُونَ أَصَٰبِعَهُمۡ فِيٓ ءَاذَانِهِم مِّنَ ٱلصَّوَٰعِقِ حَذَرَ ٱلۡمَوۡتِۚ وَٱللَّهُ مُحِيطُۢ بِٱلۡكَٰفِرِينَ,"या[8]  आकाश से होने वाली वर्षा के समान, जिसमें कई अँधेरे हैं, तथा गरज और चमक है। वे कड़कने वाली बिजलियों के कारण मृत्यु के भय से अपनी उंगलियाँ अपने कानों में डाल लेते हैं और अल्लाह काफ़िरों को घेरे हुए है।"
2,,يَكَادُ ٱلۡبَرۡقُ يَخۡطَفُ أَبۡصَٰرَهُمۡۖ كُلَّمَآ أَضَآءَ لَهُم مَّشَوۡاْ فِيهِ وَإِذَآ أَظۡلَمَ عَلَيۡهِمۡ قَامُواْۚ وَلَوۡ شَآءَ ٱللَّهُ لَذَهَبَ بِسَمۡعِهِمۡ وَأَبۡصَٰرِهِمۡۚ إِنَّ ٱللَّهَ عَلَىٰ كُلِّ شَيۡءٖ قَدِيرٞ,"निकट है कि बिजली उनकी आँखों को उचक ले जाए। जब भी वह उनके लिए रोशनी करती है, तो उसमें चल पड़ते हैं और जब वह उनपर अँधेरा कर देती है, तो खड़े हो जाते हैं। और यदि अल्लाह चाहता, तो अवश्य उनके कान और उनकी आँखों को ले जाता। निःसंदेह अल्लाह हर चीज़ पर सर्वशक्तिमान है।"
2,,يَٰٓأَيُّهَا ٱلنَّاسُ ٱعۡبُدُواْ رَبَّكُمُ ٱلَّذِي خَلَقَكُمۡ وَٱلَّذِينَ مِن قَبۡلِكُمۡ لَعَلَّكُمۡ تَتَّقُونَ,"ऐ लोगो! अपने उस पालनहार की इबादत करो, जिसने तुम्हें तथा तुमसे पहले के लोगों को पैदा किया, ताकि तुम बच[9] जाओ।"
2,,ٱلَّذِي جَعَلَ لَكُمُ ٱلۡأَرۡضَ فِرَٰشٗا وَٱلسَّمَآءَ بِنَآءٗ وَأَنزَلَ مِنَ ٱلسَّمَآءِ مَآءٗ فَأَخۡرَجَ بِهِۦ مِنَ ٱلثَّمَرَٰتِ رِزۡقٗا لَّكُمۡۖ فَلَا تَجۡعَلُواْ لِلَّهِ أَندَادٗا وَأَنتُمۡ تَعۡلَمُونَ,"जिसने तुम्हारे लिए धरती को एक बिछौना तथा आकाश को एक छत बनाया और आकाश से कुछ पानी उतारा, फिर उससे कई प्रकार के फल तुम्हारी जीविका के लिए पैदा किए। अतः अल्लाह के लिए किसी प्रकार के साझी न बनाओ, जबकि तुम जानते हो।[10]"
2,,وَإِن كُنتُمۡ فِي رَيۡبٖ مِّمَّا نَزَّلۡنَا عَلَىٰ عَبۡدِنَا فَأۡتُواْ بِسُورَةٖ مِّن مِّثۡلِهِۦ وَٱدۡعُواْ شُهَدَآءَكُم مِّن دُونِ ٱللَّهِ إِن كُنتُمۡ صَٰدِقِينَ,"और यदि तुम उस (पुस्तक) के बारे में किसी संदेह में हो, जो हमने अपने बंदे पर उतारा है, तो उसके समान एक सूरत ले आओ और अल्लाह के सिवा अपने समर्थकों को भी बुला लो, यदि तुम सच्चे[11]  हो।"
2,,فَإِن لَّمۡ تَفۡعَلُواْ وَلَن تَفۡعَلُواْ فَٱتَّقُواْ ٱلنَّارَ ٱلَّتِي وَقُودُهَا ٱلنَّاسُ وَٱلۡحِجَارَةُۖ أُعِدَّتۡ لِلۡكَٰفِرِينَ,"फिर यदि तुमने ऐसा न किया और तुम ऐसा कभी नहीं कर पाओगे, तो उस आग से बचो, जिसका ईंधन मानव तथा पत्थर हैं, जो काफ़िरों के लिए तैयार की गई है।"
2,,وَبَشِّرِ ٱلَّذِينَ ءَامَنُواْ وَعَمِلُواْ ٱلصَّٰلِحَٰتِ أَنَّ لَهُمۡ جَنَّٰتٖ تَجۡرِي مِن تَحۡتِهَا ٱلۡأَنۡهَٰرُۖ كُلَّمَا رُزِقُواْ مِنۡهَا مِن ثَمَرَةٖ رِّزۡقٗا قَالُواْ هَٰذَا ٱلَّذِي رُزِقۡنَا مِن قَبۡلُۖ وَأُتُواْ بِهِۦ مُتَشَٰبِهٗاۖ وَلَهُمۡ فِيهَآ أَزۡوَٰجٞ مُّطَهَّرَةٞۖ وَهُمۡ فِيهَا خَٰلِدُونَ,"और (ऐ नबी!) उन लोगों को शुभ सूचना दे दो, जो ईमान लाए तथा उन्होंने अच्छे काम किए कि निःसंदेह उनके लिए ऐसे स्वर्ग हैं, जिनके नीचे से नहरें बहती हैं। जब कभी उनमें से कोई फल उन्हें खाने के लिए दिया जाएगा, तो कहेंगे : यह तो वही है, जो इससे पहले हमें दिया गया था, तथा उन्हें एक-दूसरे से मिलता-जुलता फल दिया जाएगा तथा उनके लिए उनमें पवित्र पत्नियाँ होंगी और वे उनमें हमेशा रहने वाले हैं।"
2,,۞ إِنَّ ٱللَّهَ لَا يَسۡتَحۡيِۦٓ أَن يَضۡرِبَ مَثَلٗا مَّا بَعُوضَةٗ فَمَا فَوۡقَهَاۚ فَأَمَّا ٱلَّذِينَ ءَامَنُواْ فَيَعۡلَمُونَ أَنَّهُ ٱلۡحَقُّ مِن رَّبِّهِمۡۖ وَأَمَّا ٱلَّذِينَ كَفَرُواْ فَيَقُولُونَ مَاذَآ أَرَادَ ٱللَّهُ بِهَٰذَا مَثَلٗاۘ يُضِلُّ بِهِۦ كَثِيرٗا وَيَهۡدِي بِهِۦ كَثِيرٗاۚ وَمَا يُضِلُّ بِهِۦٓ إِلَّا ٱلۡفَٰسِقِينَ,"निःसंदेह अल्लाह[12]  मच्छर अथवा उससे तुच्छ चीज़ की मिसाल देने से नहीं शरमाता। फिर जो ईमान लाए, वे जानते हैं कि यह उनके पालनहार की ओर से सत्य है और रहे वे जिन्होंने कुफ़्र किया, तो वे कहते हैं : अल्लाह ने इसके साथ उदाहरण देकर क्या इरादा किया है? वह इसके साथ बहुतों को गुमराह करता है और इसके साथ बहुतों को हिदायत देता है तथा वह इसके साथ केवल अवज्ञाकारियों को गुमराह करता है।"
2,,ٱلَّذِينَ يَنقُضُونَ عَهۡدَ ٱللَّهِ مِنۢ بَعۡدِ مِيثَٰقِهِۦ وَيَقۡطَعُونَ مَآ أَمَرَ ٱللَّهُ بِهِۦٓ أَن يُوصَلَ وَيُفۡسِدُونَ فِي ٱلۡأَرۡضِۚ أُوْلَٰٓئِكَ هُمُ ٱلۡخَٰسِرُونَ,"जो अल्लाह से पक्का वचन करने के बाद उसे भंग कर देते हैं तथा जिसे अल्लाह ने जोड़ने का आदेश दिया है, उसे तोड़ते हैं और धरती में उपद्रव करते हैं, यही लोग घाटा उठाने वाले हैं।"
2,,كَيۡفَ تَكۡفُرُونَ بِٱللَّهِ وَكُنتُمۡ أَمۡوَٰتٗا فَأَحۡيَٰكُمۡۖ ثُمَّ يُمِيتُكُمۡ ثُمَّ يُحۡيِيكُمۡ ثُمَّ إِلَيۡهِ تُرۡجَعُونَ,"तुम अल्लाह का इनकार कैसे करते हो? जबकि तुम निर्जीव थे, तो उसने तुम्हें जीवन दिया, फिर वह तुम्हें मौत देगा, फिर तुम्हें (परलोक में) जीवित करेगा, फिर तुम उसी की ओर लौटाए[13]  जाओगे।"
2,,هُوَ ٱلَّذِي خَلَقَ لَكُم مَّا فِي ٱلۡأَرۡضِ جَمِيعٗا ثُمَّ ٱسۡتَوَىٰٓ إِلَى ٱلسَّمَآءِ فَسَوَّىٰهُنَّ سَبۡعَ سَمَٰوَٰتٖۚ وَهُوَ بِكُلِّ شَيۡءٍ عَلِيمٞ,"वही है, जिसने धरती में जो कुछ है, सब तुम्हारे लिए पैदा किया, फिर आकाश की ओर रुख़ किया, तो उन्हें ठीक करके सात आकाश बना दिया और वह प्रत्येक चीज़ को ख़ूब जानने वाला है।"
2,,وَإِذۡ قَالَ رَبُّكَ لِلۡمَلَٰٓئِكَةِ إِنِّي جَاعِلٞ فِي ٱلۡأَرۡضِ خَلِيفَةٗۖ قَالُوٓاْ أَتَجۡعَلُ فِيهَا مَن يُفۡسِدُ فِيهَا وَيَسۡفِكُ ٱلدِّمَآءَ وَنَحۡنُ نُسَبِّحُ بِحَمۡدِكَ وَنُقَدِّسُ لَكَۖ قَالَ إِنِّيٓ أَعۡلَمُ مَا لَا تَعۡلَمُونَ,"और (ऐ नबी! याद कीजिए) जब आपके पालनहार ने फ़रिश्तों से कहा कि मैं धरती में एक ख़लीफ़ा[14] बनाने वाला हूँ। उन्होंने कहा : क्या तू उसमें उसको बनाएगा, जो उसमें उपद्रव करेगा तथा बहुत रक्तपात करेगा, जबकि हम तेरी प्रशंसा के साथ तेरा गुणगान करते और तेरी पवित्रता का वर्णन करते हैं। (अल्लाह ने) फरमाया : निःसंदेह मैं जानता हूँ जो तुम नहीं जानते।"
2,,وَعَلَّمَ ءَادَمَ ٱلۡأَسۡمَآءَ كُلَّهَا ثُمَّ عَرَضَهُمۡ عَلَى ٱلۡمَلَٰٓئِكَةِ فَقَالَ أَنۢبِـُٔونِي بِأَسۡمَآءِ هَٰٓؤُلَآءِ إِن كُنتُمۡ صَٰدِقِينَ,"और उस (अल्लाह) ने आदम[15]  को सभी नाम सिखा दिए, फिर उन्हें फ़रिश्तों के समक्ष प्रस्तुत किया, फिर फरमाया : मुझे इनके नाम बताओ, यदि तुम सच्चे हो।"
2,,قَالُواْ سُبۡحَٰنَكَ لَا عِلۡمَ لَنَآ إِلَّا مَا عَلَّمۡتَنَآۖ إِنَّكَ أَنتَ ٱلۡعَلِيمُ ٱلۡحَكِيمُ,"उन्होंने कहा : तू पवित्र है। हमें कुछ ज्ञान नहीं परंतु जो तूने हमें सिखाया। निःसंदेह तू ही सब कुछ जानने वाला, पूर्ण हिकमत[16] वाला है।"
2,,قَالَ يَٰٓـَٔادَمُ أَنۢبِئۡهُم بِأَسۡمَآئِهِمۡۖ فَلَمَّآ أَنۢبَأَهُم بِأَسۡمَآئِهِمۡ قَالَ أَلَمۡ أَقُل لَّكُمۡ إِنِّيٓ أَعۡلَمُ غَيۡبَ ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِ وَأَعۡلَمُ مَا تُبۡدُونَ وَمَا كُنتُمۡ تَكۡتُمُونَ,"(अल्लाह ने) फरमाया : ऐ आदम! उन्हें इनके नाम बताओ। तो जब उस (आदम) ने उन्हें उनके नाम बता दिए, तो अल्लाह ने कहा : क्या मैंने तुमसे नहीं कहा था कि निःसंदेह मैं ही आकाशों तथा धरती की छिपी बातों को जानता हूँ तथा जानता हूँ जो कुछ तुम ज़ाहिर करते हो और जो कुछ तुम छिपाते हो।"
2,,وَإِذۡ قُلۡنَا لِلۡمَلَٰٓئِكَةِ ٱسۡجُدُواْ لِأٓدَمَ فَسَجَدُوٓاْ إِلَّآ إِبۡلِيسَ أَبَىٰ وَٱسۡتَكۡبَرَ وَكَانَ مِنَ ٱلۡكَٰفِرِينَ,"और जब हमने फ़रिश्तों से कहा : आदम को सजदा करो, तो उन्होंने सजदा किया सिवाय इबलीस के। उसने इनकार किया और अभिमान किया और काफ़िरों में से हो गया।"
2,,وَقُلۡنَا يَٰٓـَٔادَمُ ٱسۡكُنۡ أَنتَ وَزَوۡجُكَ ٱلۡجَنَّةَ وَكُلَا مِنۡهَا رَغَدًا حَيۡثُ شِئۡتُمَا وَلَا تَقۡرَبَا هَٰذِهِ ٱلشَّجَرَةَ فَتَكُونَا مِنَ ٱلظَّٰلِمِينَ,"और हमने कहा : ऐ आदम! तुम और तुम्हारी पत्नी जन्नत में निवास करो और दोनों उसमें से जहाँ से चाहो वहाँ से (आराम और) बहुतायत से खाओ। और तुम दोनों इस वृक्ष के क़रीब न जाना, अन्यथा तुम दोनों अत्याचारियों में से हो जाओगे।"
2,,فَأَزَلَّهُمَا ٱلشَّيۡطَٰنُ عَنۡهَا فَأَخۡرَجَهُمَا مِمَّا كَانَا فِيهِۖ وَقُلۡنَا ٱهۡبِطُواْ بَعۡضُكُمۡ لِبَعۡضٍ عَدُوّٞۖ وَلَكُمۡ فِي ٱلۡأَرۡضِ مُسۡتَقَرّٞ وَمَتَٰعٌ إِلَىٰ حِينٖ,"तो शैतान ने दोनों को उससे फिसला दिया, चुनाँचे उन्हें उससे निकाल दिया, जिसमें वे दोनों थे और हमने कहा : उतर जाओ, तुम एक-दूसरे के शत्रु हो और तुम्हारे लिए धरती में एक समय[17] तक ठहरना तथा लाभ उठाना है।"
2,,فَتَلَقَّىٰٓ ءَادَمُ مِن رَّبِّهِۦ كَلِمَٰتٖ فَتَابَ عَلَيۡهِۚ إِنَّهُۥ هُوَ ٱلتَّوَّابُ ٱلرَّحِيمُ,"फिर आदम ने अपने पालनहार से कुछ शब्द सीख लिए, तो उसने उसकी तौबा क़बूल कर ली। निश्चय वही है जो बहुत तौबा क़बूल करने वाला, अत्यंत दयावान्[18] है।"
2,,قُلۡنَا ٱهۡبِطُواْ مِنۡهَا جَمِيعٗاۖ فَإِمَّا يَأۡتِيَنَّكُم مِّنِّي هُدٗى فَمَن تَبِعَ هُدَايَ فَلَا خَوۡفٌ عَلَيۡهِمۡ وَلَا هُمۡ يَحۡزَنُونَ,"हमने कहा : सब के सब इससे उतर जाओ। फिर यदि तुम्हारे पास मेरी ओर से कोई मार्गदर्शन आए, तो जिसने मेरे मार्गदर्शन का पालन किया, तो उनपर न कोई डर है और न वे शोकाकुल होंगे।"
2,,وَٱلَّذِينَ كَفَرُواْ وَكَذَّبُواْ بِـَٔايَٰتِنَآ أُوْلَٰٓئِكَ أَصۡحَٰبُ ٱلنَّارِۖ هُمۡ فِيهَا خَٰلِدُونَ,"तथा जिन्होंने कुफ़्र किया और हमारी आयतों को झुठलाया, वही लोग आग (नरक) वाले हैं, वे उसमें हमेशा रहने वाले हैं।"
2,,يَٰبَنِيٓ إِسۡرَٰٓءِيلَ ٱذۡكُرُواْ نِعۡمَتِيَ ٱلَّتِيٓ أَنۡعَمۡتُ عَلَيۡكُمۡ وَأَوۡفُواْ بِعَهۡدِيٓ أُوفِ بِعَهۡدِكُمۡ وَإِيَّٰيَ فَٱرۡهَبُونِ,"ऐ बनी इसराईल![19] मेरी वह नेमत याद करो, जो मैंने तुम्हें प्रदान की, तथा तुम मेरी प्रतिज्ञा को पूरा करो, मैं तुम्हारी प्रतिज्ञा को पूरा करूँगा, तथा केवल मुझी से डरो।[20]"
2,,وَءَامِنُواْ بِمَآ أَنزَلۡتُ مُصَدِّقٗا لِّمَا مَعَكُمۡ وَلَا تَكُونُوٓاْ أَوَّلَ كَافِرِۭ بِهِۦۖ وَلَا تَشۡتَرُواْ بِـَٔايَٰتِي ثَمَنٗا قَلِيلٗا وَإِيَّٰيَ فَٱتَّقُونِ,"तथा उस (क़ुरआन) पर ईमान लाओ, जो मैंने उतारा है, उसकी पुष्टि करने वाला है जो तुम्हारे पास[21] है और तुम सबसे पहले इससे कुफ़्र करने वाले न बनो तथा मेरी आयतों के बदले थोड़ा मूल्य न लो और केवल मुझी से डरो।"
2,,وَلَا تَلۡبِسُواْ ٱلۡحَقَّ بِٱلۡبَٰطِلِ وَتَكۡتُمُواْ ٱلۡحَقَّ وَأَنتُمۡ تَعۡلَمُونَ,तथा सत्य को असत्य से न मिलाओ और न सत्य को जानते हुए छिपाओ।[22]
2,,وَأَقِيمُواْ ٱلصَّلَوٰةَ وَءَاتُواْ ٱلزَّكَوٰةَ وَٱرۡكَعُواْ مَعَ ٱلرَّٰكِعِينَ,तथा नमाज़ क़ायम करो और ज़कात दो और झुकने वालों के साथ झुक जाओ।
2,,۞ أَتَأۡمُرُونَ ٱلنَّاسَ بِٱلۡبِرِّ وَتَنسَوۡنَ أَنفُسَكُمۡ وَأَنتُمۡ تَتۡلُونَ ٱلۡكِتَٰبَۚ أَفَلَا تَعۡقِلُونَ,"क्या तुम लोगों को सत्कर्म का आदेश देते हो और अपने आपको भूल जाते हो, हालाँकि तुम पुस्तक पढ़ते हो! तो क्या तुम नहीं समझते?[23]"
2,,وَٱسۡتَعِينُواْ بِٱلصَّبۡرِ وَٱلصَّلَوٰةِۚ وَإِنَّهَا لَكَبِيرَةٌ إِلَّا عَلَى ٱلۡخَٰشِعِينَ,"तथा सब्र और नमाज़ से मदद माँगो और निःसंदेह वह (नमाज़) निश्चय बहुत भारी है, परंतु अल्लाह के प्रति पूर्ण समर्पण करने वालों पर (नहीं)।[24]"
2,,ٱلَّذِينَ يَظُنُّونَ أَنَّهُم مُّلَٰقُواْ رَبِّهِمۡ وَأَنَّهُمۡ إِلَيۡهِ رَٰجِعُونَ,जो विश्वास रखते हैं कि निःसंदेह वे अपने पालनहार से मिलने वाले हैं और यह कि निःसंदेह वे उसी की ओर लौटने वाले हैं।
2,,يَٰبَنِيٓ إِسۡرَٰٓءِيلَ ٱذۡكُرُواْ نِعۡمَتِيَ ٱلَّتِيٓ أَنۡعَمۡتُ عَلَيۡكُمۡ وَأَنِّي فَضَّلۡتُكُمۡ عَلَى ٱلۡعَٰلَمِينَ,"ऐ इसराईल की संतान! मेरे उस अनुग्रह को याद करो, जो मैंने तुमपर किया और यह कि निःसंदेह मैंने ही तुम्हें संसार वालों पर श्रेष्ठता प्रदान की।"
2,,وَٱتَّقُواْ يَوۡمٗا لَّا تَجۡزِي نَفۡسٌ عَن نَّفۡسٖ شَيۡـٔٗا وَلَا يُقۡبَلُ مِنۡهَا شَفَٰعَةٞ وَلَا يُؤۡخَذُ مِنۡهَا عَدۡلٞ وَلَا هُمۡ يُنصَرُونَ,"तथा उस दिन से डरो, जब कोई किसी के कुछ काम न आएगा, और न उससे कोई अनुशंसा (सिफ़ारिश) स्वीकार की जाएगी, और न उससे कोई फ़िदया (दंड राशि) लिया जाएगा और न उनकी मदद की जाएगी।"
2,,وَإِذۡ نَجَّيۡنَٰكُم مِّنۡ ءَالِ فِرۡعَوۡنَ يَسُومُونَكُمۡ سُوٓءَ ٱلۡعَذَابِ يُذَبِّحُونَ أَبۡنَآءَكُمۡ وَيَسۡتَحۡيُونَ نِسَآءَكُمۡۚ وَفِي ذَٰلِكُم بَلَآءٞ مِّن رَّبِّكُمۡ عَظِيمٞ,"तथा (वह समय याद करो) जब हमने तुम्हें फ़िरऔनियों[25] से मुक्ति दिलाई, जो तुम्हें बुरी यातना देते थे; तुम्हारे बेटों को बुरी तरह ज़बह कर देते थे तथा तुम्हारी स्त्रियों को जीवित छोड़ देते थे। इसमें तुम्हारे पालनहार की ओर से बड़ी परीक्षा थी।"
2,,وَإِذۡ فَرَقۡنَا بِكُمُ ٱلۡبَحۡرَ فَأَنجَيۡنَٰكُمۡ وَأَغۡرَقۡنَآ ءَالَ فِرۡعَوۡنَ وَأَنتُمۡ تَنظُرُونَ,"तथा (उस समय को याद करो) जब हमने तुम्हारे लिए सागर को फाड़ दिया, फिर हमने तुम्हें बचा लिया और फ़िरऔनियों को डुबो दिया और तुम देख रहे थे।"
2,,وَإِذۡ وَٰعَدۡنَا مُوسَىٰٓ أَرۡبَعِينَ لَيۡلَةٗ ثُمَّ ٱتَّخَذۡتُمُ ٱلۡعِجۡلَ مِنۢ بَعۡدِهِۦ وَأَنتُمۡ ظَٰلِمُونَ,"तथा (याद करो) जब हमने मूसा को (तौरात प्रदान करने के लिए) चालीस रातों का वादा किया, फिर उसके बाद तुमने बछड़े को (पूज्य) बना लिया और तुम अत्याचारी थे।"
