surah,ayah,arabic,translation
2,,وَلَا تَلۡبِسُواْ ٱلۡحَقَّ بِٱلۡبَٰطِلِ وَتَكۡتُمُواْ ٱلۡحَقَّ وَأَنتُمۡ تَعۡلَمُونَ,また、知っていながら、真理に虚妄を紛れさせたり、真理を隠蔽したりしてはならない。
2,,وَأَقِيمُواْ ٱلصَّلَوٰةَ وَءَاتُواْ ٱلزَّكَوٰةَ وَٱرۡكَعُواْ مَعَ ٱلرَّٰكِعِينَ,そして礼拝を遵守*し、浄財*を支払い、ルクーゥ*する者たちと一緒にルクーゥ*するのだ。
2,,۞ أَتَأۡمُرُونَ ٱلنَّاسَ بِٱلۡبِرِّ وَتَنسَوۡنَ أَنفُسَكُمۡ وَأَنتُمۡ تَتۡلُونَ ٱلۡكِتَٰبَۚ أَفَلَا تَعۡقِلُونَ,一体（イスラーイールの子ら*と、その学者たちよ）、あなた方は啓典を読誦しているというのに、人々には善を命じながら、自分たちのことは忘れているのか？一体、あなた方は分別しないのか？
2,,وَٱسۡتَعِينُواْ بِٱلصَّبۡرِ وَٱلصَّلَوٰةِۚ وَإِنَّهَا لَكَبِيرَةٌ إِلَّا عَلَى ٱلۡخَٰشِعِينَ,また、忍耐*と礼拝を助力とせよ。それは、（アッラー*に）恭順な者[1]たち以外には困難なことであるが。
2,,ٱلَّذِينَ يَظُنُّونَ أَنَّهُم مُّلَٰقُواْ رَبِّهِمۡ وَأَنَّهُمۡ إِلَيۡهِ رَٰجِعُونَ,（彼らは復活の日*に、）自分たちの主*に拝謁することを、そして自分たちがかれの御許に戻っていくということを、確信する者たち。
2,,يَٰبَنِيٓ إِسۡرَٰٓءِيلَ ٱذۡكُرُواْ نِعۡمَتِيَ ٱلَّتِيٓ أَنۡعَمۡتُ عَلَيۡكُمۡ وَأَنِّي فَضَّلۡتُكُمۡ عَلَى ٱلۡعَٰلَمِينَ,イスラーイールの子ら*よ、われがあなた方⁴に授けた、わが恩恵を思い起こすのだ。またわれがあなた方を、外のいかなる者よりも引き立ててやったことを[1]。
2,,وَٱتَّقُواْ يَوۡمٗا لَّا تَجۡزِي نَفۡسٌ عَن نَّفۡسٖ شَيۡـٔٗا وَلَا يُقۡبَلُ مِنۡهَا شَفَٰعَةٞ وَلَا يُؤۡخَذُ مِنۡهَا عَدۡلٞ وَلَا هُمۡ يُنصَرُونَ,そして誰も他人を益することもなければ、いかなる執り成しも受理されず[1]、またどんな代償も受け入れられなければ、彼らが（誰にも）助けられることもない（復活の）日を、恐れよ。
2,,وَإِذۡ نَجَّيۡنَٰكُم مِّنۡ ءَالِ فِرۡعَوۡنَ يَسُومُونَكُمۡ سُوٓءَ ٱلۡعَذَابِ يُذَبِّحُونَ أَبۡنَآءَكُمۡ وَيَسۡتَحۡيُونَ نِسَآءَكُمۡۚ وَفِي ذَٰلِكُم بَلَآءٞ مِّن رَّبِّكُمۡ عَظِيمٞ,また、われら*があなた方[1]を、フィルアウン*の一族から救い出した時のこと（を思い起こすがよい）。彼らはあなた方に過酷な懲罰を味わわせ、男児は殺しまくり、女児は生かしておいた[2]。そこには、あなた方の主*からの偉大な試練があったのだ。
2,,وَإِذۡ فَرَقۡنَا بِكُمُ ٱلۡبَحۡرَ فَأَنجَيۡنَٰكُمۡ وَأَغۡرَقۡنَآ ءَالَ فِرۡعَوۡنَ وَأَنتُمۡ تَنظُرُونَ,また、われら*があなた方のために海を分けてあなた方を救い、あなた方の見ている前でフィルアウン*の一族を溺れさせた時[1]のこと（を思い起こせ）。
2,,وَإِذۡ وَٰعَدۡنَا مُوسَىٰٓ أَرۡبَعِينَ لَيۡلَةٗ ثُمَّ ٱتَّخَذۡتُمُ ٱلۡعِجۡلَ مِنۢ بَعۡدِهِۦ وَأَنتُمۡ ظَٰلِمُونَ,また、われら*がムーサー*と四十夜を約束した時[1]のこと（を思い起こすのだ）。その後あなた方はあ彼の（立ち去った）後に、不正*にも仔牛を（崇拝*の対象と）なした。[2]
2,,ثُمَّ عَفَوۡنَا عَنكُم مِّنۢ بَعۡدِ ذَٰلِكَ لَعَلَّكُمۡ تَشۡكُرُونَ,そしてその後、われら*はあなた方が感謝するようにと、あなた方を大目に見てやった。
2,,وَإِذۡ ءَاتَيۡنَا مُوسَى ٱلۡكِتَٰبَ وَٱلۡفُرۡقَانَ لَعَلَّكُمۡ تَهۡتَدُونَ,また、あなた方が導かれるようにと、われら*がムーサー*に識別の啓典[1]を授けた時のこと（を思い起こすのだ）。
2,,وَإِذۡ قَالَ مُوسَىٰ لِقَوۡمِهِۦ يَٰقَوۡمِ إِنَّكُمۡ ظَلَمۡتُمۡ أَنفُسَكُم بِٱتِّخَاذِكُمُ ٱلۡعِجۡلَ فَتُوبُوٓاْ إِلَىٰ بَارِئِكُمۡ فَٱقۡتُلُوٓاْ أَنفُسَكُمۡ ذَٰلِكُمۡ خَيۡرٞ لَّكُمۡ عِندَ بَارِئِكُمۡ فَتَابَ عَلَيۡكُمۡۚ إِنَّهُۥ هُوَ ٱلتَّوَّابُ ٱلرَّحِيمُ,そして、ムーサー*が彼の民に（こう）言った時のこと（を思い起こすがよい）。「我が民よ、本当にあなた方は仔牛を（崇拝*の対象と）なしたことで、自分自身に不正*を働いた。ならば、あなた方の創生者*に悔悟し、あなた方自身を殺すのだ[1]。それがあなた方にとって、あなた方の創生者の御許でより善いことなのである」。こうして、かれはあなた方から悔悟をお受け入れになった。本当にかれこそは、よく悔悟をお受け入れになる*お方、慈愛深い*お方なのだから。
2,,وَإِذۡ قُلۡتُمۡ يَٰمُوسَىٰ لَن نُّؤۡمِنَ لَكَ حَتَّىٰ نَرَى ٱللَّهَ جَهۡرَةٗ فَأَخَذَتۡكُمُ ٱلصَّٰعِقَةُ وَأَنتُمۡ تَنظُرُونَ,また、あなた方が（こう）言った時のこと（を思い起こすのだ）。「ムーサー*よ、私たちはアッラー*をこの眼でみるまで、あなたを信じない」。それであなた方の見ている前で、稲妻があなた方を捕らえ（、あなた方は死んでしまっ）た。
2,,ثُمَّ بَعَثۡنَٰكُم مِّنۢ بَعۡدِ مَوۡتِكُمۡ لَعَلَّكُمۡ تَشۡكُرُونَ,それから、われら*はあなた方が感謝するようにと、あなた方が死んだ後に生き返した。
