surah,ayah,arabic,translation
2,,وَٱلَّذِينَ يُؤۡمِنُونَ بِمَآ أُنزِلَ إِلَيۡكَ وَمَآ أُنزِلَ مِن قَبۡلِكَ وَبِٱلۡأٓخِرَةِ هُمۡ يُوقِنُونَ,4. Улар сизга нозил қилинган ва сиздан илгари туширилган нарсаларга (динларга) иймон келтирадилар ва Охират кунига аниқ ишонадилар.
2,,أُوْلَٰٓئِكَ عَلَىٰ هُدٗى مِّن رَّبِّهِمۡۖ وَأُوْلَٰٓئِكَ هُمُ ٱلۡمُفۡلِحُونَ,5. Парвардигорлари тарафидан ҳидоят топганлар ана ўшалардир ва нажот топгувчилар ҳам уларнинг ўзидир.
2,,إِنَّ ٱلَّذِينَ كَفَرُواْ سَوَآءٌ عَلَيۡهِمۡ ءَأَنذَرۡتَهُمۡ أَمۡ لَمۡ تُنذِرۡهُمۡ لَا يُؤۡمِنُونَ,"6. Куфр йўлини тутган кимсалар эса хоҳ (Аллоҳ азобидан) қўрқитинг, хоҳ қўрқитманг, уларга баробардир — иймон келтирмайдилар."
2,,خَتَمَ ٱللَّهُ عَلَىٰ قُلُوبِهِمۡ وَعَلَىٰ سَمۡعِهِمۡۖ وَعَلَىٰٓ أَبۡصَٰرِهِمۡ غِشَٰوَةٞۖ وَلَهُمۡ عَذَابٌ عَظِيمٞ,7. Аллоҳ уларнинг дилларини ва қулоқларини муҳрлаб қўйган. Кўзларини эса парда қоплаб олган. Улар учун буюк азоб бордир.
2,,وَمِنَ ٱلنَّاسِ مَن يَقُولُ ءَامَنَّا بِٱللَّهِ وَبِٱلۡيَوۡمِ ٱلۡأٓخِرِ وَمَا هُم بِمُؤۡمِنِينَ,"8. Одамлар орасида шундай кимсалар ҳам борки, ўзлари мўмин бўлмаганлари ҳолда «Аллоҳга ва Охират кунига иймон келтирдик», дейдилар."
2,,يُخَٰدِعُونَ ٱللَّهَ وَٱلَّذِينَ ءَامَنُواْ وَمَا يَخۡدَعُونَ إِلَّآ أَنفُسَهُمۡ وَمَا يَشۡعُرُونَ,9. Улар Аллоҳни ва иймонли кишиларни алдамоқчи бўладилар ва ўзлари сезмаганлари ҳолда фақат ўзларинигина алдайдилар.
2,,فِي قُلُوبِهِم مَّرَضٞ فَزَادَهُمُ ٱللَّهُ مَرَضٗاۖ وَلَهُمۡ عَذَابٌ أَلِيمُۢ بِمَا كَانُواْ يَكۡذِبُونَ,"10. Уларнинг дилларида мараз бор эди, бас Аллоҳ маразларини янада зиёда қилди. Улар учун қилган ёлғонлари сабаб аламли азоб бордир."
2,,وَإِذَا قِيلَ لَهُمۡ لَا تُفۡسِدُواْ فِي ٱلۡأَرۡضِ قَالُوٓاْ إِنَّمَا نَحۡنُ مُصۡلِحُونَ,"11. Уларга: «Ер юзида бузғунчилик қилманглар», дейилса, «Биз ислоҳ қилувчилармиз», дейдилар."
2,,أَلَآ إِنَّهُمۡ هُمُ ٱلۡمُفۡسِدُونَ وَلَٰكِن لَّا يَشۡعُرُونَ,"12. Огоҳ бўлингизким, улар албатта бузғунчилардир, лекин ўзлари буни сезмайдилар."
2,,وَإِذَا قِيلَ لَهُمۡ ءَامِنُواْ كَمَآ ءَامَنَ ٱلنَّاسُ قَالُوٓاْ أَنُؤۡمِنُ كَمَآ ءَامَنَ ٱلسُّفَهَآءُۗ أَلَآ إِنَّهُمۡ هُمُ ٱلسُّفَهَآءُ وَلَٰكِن لَّا يَعۡلَمُونَ,"13. Уларга: «Мана бу кишилардек иймон келтиринглар», дейилса, «Шу пасткашларга ўхшаб мўмин бўламизми?», дейдилар. Огоҳ бўлингизким, уларнинг ўзлари тубан кимсалардир, лекин буни билмайдилар."
2,,وَإِذَا لَقُواْ ٱلَّذِينَ ءَامَنُواْ قَالُوٓاْ ءَامَنَّا وَإِذَا خَلَوۡاْ إِلَىٰ شَيَٰطِينِهِمۡ قَالُوٓاْ إِنَّا مَعَكُمۡ إِنَّمَا نَحۡنُ مُسۡتَهۡزِءُونَ,"14. Иймон келтирган зотларга йўлиққанларида: «Биз ҳам иймон келтирдик», дейдилар. Ўзларининг шайтонлари (бошлиқлари) билан холи қолганда эса: «Биз албатта сизлар билан биргамиз, фақат (уларнинг устидан) кулмоқдамиз, холос», дейишади."
2,,ٱللَّهُ يَسۡتَهۡزِئُ بِهِمۡ وَيَمُدُّهُمۡ فِي طُغۡيَٰنِهِمۡ يَعۡمَهُونَ,15. Аллоҳ уларнинг устидан кулади ва ўз туғёнларида адашиб-улоқиб юришларини давомли қилади.
2,,أُوْلَٰٓئِكَ ٱلَّذِينَ ٱشۡتَرَوُاْ ٱلضَّلَٰلَةَ بِٱلۡهُدَىٰ فَمَا رَبِحَت تِّجَٰرَتُهُمۡ وَمَا كَانُواْ مُهۡتَدِينَ,"16. Улар ҳақ йўлнинг ўрнига залолатни сотиб олган кимсалар бўлиб, бу савдоларида фойда қилмадилар ва Тўғри Йўлга юрувчилардан бўлмадилар."
2,,مَثَلُهُمۡ كَمَثَلِ ٱلَّذِي ٱسۡتَوۡقَدَ نَارٗا فَلَمَّآ أَضَآءَتۡ مَا حَوۡلَهُۥ ذَهَبَ ٱللَّهُ بِنُورِهِمۡ وَتَرَكَهُمۡ فِي ظُلُمَٰتٖ لَّا يُبۡصِرُونَ,"17. Улар мисоли бир ўт (машъала) ёқувчига ўхшайдилар. Энди олов атрофини ёритганида Аллоҳ ёруғликни кетказиб, уларни ҳеч нарсани кўролмайдиган ҳолда зулматларда қолдиради."
2,,صُمُّۢ بُكۡمٌ عُمۡيٞ فَهُمۡ لَا يَرۡجِعُونَ,"18. (Улар) кар, соқов, кўрдурлар, демак (йўлларидан) қайтмайдилар."
2,,أَوۡ كَصَيِّبٖ مِّنَ ٱلسَّمَآءِ فِيهِ ظُلُمَٰتٞ وَرَعۡدٞ وَبَرۡقٞ يَجۡعَلُونَ أَصَٰبِعَهُمۡ فِيٓ ءَاذَانِهِم مِّنَ ٱلصَّوَٰعِقِ حَذَرَ ٱلۡمَوۡتِۚ وَٱللَّهُ مُحِيطُۢ بِٱلۡكَٰفِرِينَ,"19. Ёки улар чақмоқ, момогулдурак, қоронғуликлар билан осмондан қуяётган ёмғир остида яшиндан қўрққанларидан панжаларини қулоқларига тиқиб олган ҳолларида ўлим — ҳалокатдан қочмоқчи бўлиб турган кимсалар кабидирлар. Аллоҳ эса кофирларни ўраб олгувчидир."
2,,يَكَادُ ٱلۡبَرۡقُ يَخۡطَفُ أَبۡصَٰرَهُمۡۖ كُلَّمَآ أَضَآءَ لَهُم مَّشَوۡاْ فِيهِ وَإِذَآ أَظۡلَمَ عَلَيۡهِمۡ قَامُواْۚ وَلَوۡ شَآءَ ٱللَّهُ لَذَهَبَ بِسَمۡعِهِمۡ وَأَبۡصَٰرِهِمۡۚ إِنَّ ٱللَّهَ عَلَىٰ كُلِّ شَيۡءٖ قَدِيرٞ,"20. Яшин кўзларини кўр қилгудек бўлади. У (атрофини) ёритганида юриб оладилар, ўчганида туриб қоладилар. Агар Аллоҳ хоҳласа қулоқ ва кўзларини йўқ қилган бўлур эди. Шубҳасиз, Аллоҳ ҳар нарсага қодирдир."
2,,يَٰٓأَيُّهَا ٱلنَّاسُ ٱعۡبُدُواْ رَبَّكُمُ ٱلَّذِي خَلَقَكُمۡ وَٱلَّذِينَ مِن قَبۡلِكُمۡ لَعَلَّكُمۡ تَتَّقُونَ,"21. Эй инсонлар, сизларни ва сизлардан илгари ўтганларни тақво эгалари бўлишингиз учун яратган Парвардигорингизга ибодат қилингиз."
2,,ٱلَّذِي جَعَلَ لَكُمُ ٱلۡأَرۡضَ فِرَٰشٗا وَٱلسَّمَآءَ بِنَآءٗ وَأَنزَلَ مِنَ ٱلسَّمَآءِ مَآءٗ فَأَخۡرَجَ بِهِۦ مِنَ ٱلثَّمَرَٰتِ رِزۡقٗا لَّكُمۡۖ فَلَا تَجۡعَلُواْ لِلَّهِ أَندَادٗا وَأَنتُمۡ تَعۡلَمُونَ,"22. У зот сизлар учун Ерни қароргоҳ, осмонни том қилиб қўйди ва осмондан сув тушириб, унинг ёрдамида сизларга ризқ бўлсин, деб мевалар чиқарди. Бас, билиб туриб ўзгаларни Аллоҳга тенглаштирманг."
2,,وَإِن كُنتُمۡ فِي رَيۡبٖ مِّمَّا نَزَّلۡنَا عَلَىٰ عَبۡدِنَا فَأۡتُواْ بِسُورَةٖ مِّن مِّثۡلِهِۦ وَٱدۡعُواْ شُهَدَآءَكُم مِّن دُونِ ٱللَّهِ إِن كُنتُمۡ صَٰدِقِينَ,"23. Агар биз бандамизга туширган нарсадан (Қуръондан) шак-шубҳада бўлсангиз, у ҳолда шунга ўхшаган биргина сура келтиринг ва Аллоҳдан ўзга гувоҳларингизни чақиринг – агар ростгўй бўлсангиз."
2,,فَإِن لَّمۡ تَفۡعَلُواْ وَلَن تَفۡعَلُواْ فَٱتَّقُواْ ٱلنَّارَ ٱلَّتِي وَقُودُهَا ٱلنَّاسُ وَٱلۡحِجَارَةُۖ أُعِدَّتۡ لِلۡكَٰفِرِينَ,"24. Энди агар бундай қилолмасангиз — ҳаргиз қилолмайсиз ҳам — у ҳолда одамлар ва тошлар ўтин бўладиган, кофирлар учун тайёрлаб қўйилган дўзахдан қўрқинг."
2,,وَبَشِّرِ ٱلَّذِينَ ءَامَنُواْ وَعَمِلُواْ ٱلصَّٰلِحَٰتِ أَنَّ لَهُمۡ جَنَّٰتٖ تَجۡرِي مِن تَحۡتِهَا ٱلۡأَنۡهَٰرُۖ كُلَّمَا رُزِقُواْ مِنۡهَا مِن ثَمَرَةٖ رِّزۡقٗا قَالُواْ هَٰذَا ٱلَّذِي رُزِقۡنَا مِن قَبۡلُۖ وَأُتُواْ بِهِۦ مُتَشَٰبِهٗاۖ وَلَهُمۡ فِيهَآ أَزۡوَٰجٞ مُّطَهَّرَةٞۖ وَهُمۡ فِيهَا خَٰلِدُونَ,"25. Иймон келтириб, яхши амаллар қилган зотларга хушхабар берингки, улар учун остларидан дарёлар оқиб турувчи боғлар бор. Қачон ўша боғларнинг бирор мевасидан баҳраманд бўлсалар, «Илгари татиб кўрган нарсамиз-ку», дейишади. Зеро уларга сурати бир-бирига ўхшаш мевалар берилади. Ва улар учун жаннатда покиза жуфтлар бордир. У зотлар жаннатда абадий қолажаклар."
2,,۞ إِنَّ ٱللَّهَ لَا يَسۡتَحۡيِۦٓ أَن يَضۡرِبَ مَثَلٗا مَّا بَعُوضَةٗ فَمَا فَوۡقَهَاۚ فَأَمَّا ٱلَّذِينَ ءَامَنُواْ فَيَعۡلَمُونَ أَنَّهُ ٱلۡحَقُّ مِن رَّبِّهِمۡۖ وَأَمَّا ٱلَّذِينَ كَفَرُواْ فَيَقُولُونَ مَاذَآ أَرَادَ ٱللَّهُ بِهَٰذَا مَثَلٗاۘ يُضِلُّ بِهِۦ كَثِيرٗا وَيَهۡدِي بِهِۦ كَثِيرٗاۚ وَمَا يُضِلُّ بِهِۦٓ إِلَّا ٱلۡفَٰسِقِينَ,"26. Аллоҳ чивин ёки ундан-да ҳақир нарсалар ҳақида масал айтишдан ҳеч тортинмайди. Иймонли кишилар унинг (масалнинг) ҳақиқатан Парвардигорлари тарафидан эканини биладилар. Кофирлар эса: «Буни мисол қилиш билан Аллоҳ нима демоқчи?», дейдилар. Бу масал сабаб (Аллоҳ) кўпларни адаштиради ва кўпларни ҳақ йўлга ҳидоят қилади. Бу масал сабаб фақат фосиқ кимсаларнигина адаштиради. "
2,,ٱلَّذِينَ يَنقُضُونَ عَهۡدَ ٱللَّهِ مِنۢ بَعۡدِ مِيثَٰقِهِۦ وَيَقۡطَعُونَ مَآ أَمَرَ ٱللَّهُ بِهِۦٓ أَن يُوصَلَ وَيُفۡسِدُونَ فِي ٱلۡأَرۡضِۚ أُوْلَٰٓئِكَ هُمُ ٱلۡخَٰسِرُونَ,"27. Улар Аллоҳга берган аҳдни мустаҳкам боғлангандан сўнг бузадиган, Аллоҳ муҳофаза қилишни буюрган боғларни узадиган кимсалардир. Ана ўшалар, ҳақиқий зиён кўргувчилардир."
2,,كَيۡفَ تَكۡفُرُونَ بِٱللَّهِ وَكُنتُمۡ أَمۡوَٰتٗا فَأَحۡيَٰكُمۡۖ ثُمَّ يُمِيتُكُمۡ ثُمَّ يُحۡيِيكُمۡ ثُمَّ إِلَيۡهِ تُرۡجَعُونَ,"28. Аллоҳни қандай инкор қиласиз? Ҳолбуки, У (дунёга келмасингиздан олдин) жонсиз эдингиз сизга жон ато этди, сўнгра сизни ўлдириб, яна қайта тирилтиради ва ниҳоят яна Унга қайтажаксизлар. "
2,,هُوَ ٱلَّذِي خَلَقَ لَكُم مَّا فِي ٱلۡأَرۡضِ جَمِيعٗا ثُمَّ ٱسۡتَوَىٰٓ إِلَى ٱلسَّمَآءِ فَسَوَّىٰهُنَّ سَبۡعَ سَمَٰوَٰتٖۚ وَهُوَ بِكُلِّ شَيۡءٍ عَلِيمٞ,"29. У шундай зотки, сиз учун Ердаги барча нарсани яратди. Сўнгра самога юзланди-да, уларни етти осмон қилиб тиклади. У ҳамма нарсани билгувчидир."
2,,وَإِذۡ قَالَ رَبُّكَ لِلۡمَلَٰٓئِكَةِ إِنِّي جَاعِلٞ فِي ٱلۡأَرۡضِ خَلِيفَةٗۖ قَالُوٓاْ أَتَجۡعَلُ فِيهَا مَن يُفۡسِدُ فِيهَا وَيَسۡفِكُ ٱلدِّمَآءَ وَنَحۡنُ نُسَبِّحُ بِحَمۡدِكَ وَنُقَدِّسُ لَكَۖ قَالَ إِنِّيٓ أَعۡلَمُ مَا لَا تَعۡلَمُونَ,"30. Эсланг, (эй Муҳаммад алайҳис-салоту вас-салом), Парвардигорингиз фаришталарга: «Мен Ерда (Одамни) халифа қилмоқчиман», деганида улар айтдилар: «У Ерда бузғунчилик қиладиган, қонлар тўкадиган кимсани (халифа) қиласанми? Ҳолбуки, биз ҳамду сано айтиш билан Сени улуғлаймиз ва Сенинг номингни мудом пок тутамиз». (Аллоҳ) айтди: «Албатта Мен сизлар билмаган нарсаларни биламан»."
2,,وَعَلَّمَ ءَادَمَ ٱلۡأَسۡمَآءَ كُلَّهَا ثُمَّ عَرَضَهُمۡ عَلَى ٱلۡمَلَٰٓئِكَةِ فَقَالَ أَنۢبِـُٔونِي بِأَسۡمَآءِ هَٰٓؤُلَآءِ إِن كُنتُمۡ صَٰدِقِينَ,"31. Ва У зот Одамга барча нарсаларнинг исмларини ўргатди. Сўнгра уларни фаришталарга рўбарў қилиб деди: «Агар халифаликка биз ҳақдормиз, деган сўзларингиз рост бўлса, мана бу нарсаларнинг исмларини Менга билдиринг!»"
2,,قَالُواْ سُبۡحَٰنَكَ لَا عِلۡمَ لَنَآ إِلَّا مَا عَلَّمۡتَنَآۖ إِنَّكَ أَنتَ ٱلۡعَلِيمُ ٱلۡحَكِيمُ,"32. Улар айтдилар: «Эй пок Парвардигор, биз фақат Сен билдирган нарсаларнигина биламиз. Албатта, Сен ўзинг илму ҳикмат соҳибисан»."
2,,قَالَ يَٰٓـَٔادَمُ أَنۢبِئۡهُم بِأَسۡمَآئِهِمۡۖ فَلَمَّآ أَنۢبَأَهُم بِأَسۡمَآئِهِمۡ قَالَ أَلَمۡ أَقُل لَّكُمۡ إِنِّيٓ أَعۡلَمُ غَيۡبَ ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِ وَأَعۡلَمُ مَا تُبۡدُونَ وَمَا كُنتُمۡ تَكۡتُمُونَ,"33. (Аллоҳ); «Эй Одам, буларга у нарсаларнинг исмларини билдир», деди. (Одам) уларга барча нарсаларнинг исмларини билдирганидан кейин (Аллоҳ) айтди: «Сизларга, Мен Еру-осмонларнинг сирларини ва сизлар ошкор қилган ва яширган нарсаларни биламан, демаганмидим?»"
2,,وَإِذۡ قُلۡنَا لِلۡمَلَٰٓئِكَةِ ٱسۡجُدُواْ لِأٓدَمَ فَسَجَدُوٓاْ إِلَّآ إِبۡلِيسَ أَبَىٰ وَٱسۡتَكۡبَرَ وَكَانَ مِنَ ٱلۡكَٰفِرِينَ,"34. Эсланг, (эй Муҳаммад алайҳис-салоту вас-салом), Биз фаришталарга Одамга таъзим қилинг дейишимиз билан саждага эгилдилар. Фақат Иблис кибр ва ор қилиб — кофирлардан бўлди."
2,,وَقُلۡنَا يَٰٓـَٔادَمُ ٱسۡكُنۡ أَنتَ وَزَوۡجُكَ ٱلۡجَنَّةَ وَكُلَا مِنۡهَا رَغَدًا حَيۡثُ شِئۡتُمَا وَلَا تَقۡرَبَا هَٰذِهِ ٱلشَّجَرَةَ فَتَكُونَا مِنَ ٱلظَّٰلِمِينَ,"35. Ва айтдик: «Эй Одам, сиз жуфтингиз билан жаннатни маскан тутинг ва ундан хоҳлаган жойларингизда бемалол таомланинг. Фақат мана бу дарахтга яқинлашмангки, у ҳолда золимлардан бўлиб қоласиз»."
2,,فَأَزَلَّهُمَا ٱلشَّيۡطَٰنُ عَنۡهَا فَأَخۡرَجَهُمَا مِمَّا كَانَا فِيهِۖ وَقُلۡنَا ٱهۡبِطُواْ بَعۡضُكُمۡ لِبَعۡضٍ عَدُوّٞۖ وَلَكُمۡ فِي ٱلۡأَرۡضِ مُسۡتَقَرّٞ وَمَتَٰعٌ إِلَىٰ حِينٖ,"36. Бас, уларни шайтон йўлдан оздириб, масканларидан чиқарди ва айтдик: «Тушингиз (жаннатдан Ерга)! (Сизлар) бир-бирингизга душмансиз. Энди маълум вақтгача (ажалларингиз етгунча) Ерда маскан тутиб яшайсиз»."
2,,فَتَلَقَّىٰٓ ءَادَمُ مِن رَّبِّهِۦ كَلِمَٰتٖ فَتَابَ عَلَيۡهِۚ إِنَّهُۥ هُوَ ٱلتَّوَّابُ ٱلرَّحِيمُ,"37. Кейин, Одам Парвардигори тарафидан бир неча сўзлар (фармонлар) қабул қилиб олганидан сўнг, Аллоҳ унинг тавбасини қабул қилди. Албатта У тавбаларни қабул қилгувчи меҳрибон зотдир."
2,,قُلۡنَا ٱهۡبِطُواْ مِنۡهَا جَمِيعٗاۖ فَإِمَّا يَأۡتِيَنَّكُم مِّنِّي هُدٗى فَمَن تَبِعَ هُدَايَ فَلَا خَوۡفٌ عَلَيۡهِمۡ وَلَا هُمۡ يَحۡزَنُونَ,"38. «У жойдан (жаннатдан) ҳаммангиз тушинг», дедик. «Бас, сизларга Мен тарафдан ҳидоят келганида, шу ҳақ йўлга эргашган кишиларга хавфу хатар йўқ ва улар ғамгин бўлмайдилар»."
2,,وَٱلَّذِينَ كَفَرُواْ وَكَذَّبُواْ بِـَٔايَٰتِنَآ أُوْلَٰٓئِكَ أَصۡحَٰبُ ٱلنَّارِۖ هُمۡ فِيهَا خَٰلِدُونَ,"39. Оятларимизни инкор қилиб, ёлғон деган кимсалар эса дўзах эгалари бўлиб, унда абадий қолажаклар."
2,,يَٰبَنِيٓ إِسۡرَٰٓءِيلَ ٱذۡكُرُواْ نِعۡمَتِيَ ٱلَّتِيٓ أَنۡعَمۡتُ عَلَيۡكُمۡ وَأَوۡفُواْ بِعَهۡدِيٓ أُوفِ بِعَهۡدِكُمۡ وَإِيَّٰيَ فَٱرۡهَبُونِ,"40. Эй Бани Исроил, сизларга инъом қилган неъматимни эсланг ва Менга берган ваъда — аҳдга вафо қилинг. Шунда Мен ҳам аҳдга вафо қиламан. Ва Мендангина қўрқинглар."
2,,وَءَامِنُواْ بِمَآ أَنزَلۡتُ مُصَدِّقٗا لِّمَا مَعَكُمۡ وَلَا تَكُونُوٓاْ أَوَّلَ كَافِرِۭ بِهِۦۖ وَلَا تَشۡتَرُواْ بِـَٔايَٰتِي ثَمَنٗا قَلِيلٗا وَإِيَّٰيَ فَٱتَّقُونِ,41. Сизлардаги нарсани (Тавротни) тасдиқ этган ҳолда нозил қилган нарсам (Қуръонга) иймон келтирингиз. Уни биринчи инкор қилувчилардан бўлмангиз. Ва оятларимни қиймати оз нарсаларга алмаштирманглар ва Мендангина қўрқинглар.
2,,وَلَا تَلۡبِسُواْ ٱلۡحَقَّ بِٱلۡبَٰطِلِ وَتَكۡتُمُواْ ٱلۡحَقَّ وَأَنتُمۡ تَعۡلَمُونَ,42. Ҳақни ботилга аралаштирманглар ва билган ҳолингизда ҳақни беркитманглар.
2,,وَأَقِيمُواْ ٱلصَّلَوٰةَ وَءَاتُواْ ٱلزَّكَوٰةَ وَٱرۡكَعُواْ مَعَ ٱلرَّٰكِعِينَ,"43. Намозни тўкис адо қилинг, закотни беринг ва руку қилгувчилар билан бирга руку қилинг."
2,,۞ أَتَأۡمُرُونَ ٱلنَّاسَ بِٱلۡبِرِّ وَتَنسَوۡنَ أَنفُسَكُمۡ وَأَنتُمۡ تَتۡلُونَ ٱلۡكِتَٰبَۚ أَفَلَا تَعۡقِلُونَ,"44. Одамларни яхшиликка чорлаб, ўзларингизни унутасизларми? Ҳолбуки, ўзларингиз китоб (Таврот) тиловат қиласизлар. Ақлингизни юргизмайсизларми?"
2,,وَٱسۡتَعِينُواْ بِٱلصَّبۡرِ وَٱلصَّلَوٰةِۚ وَإِنَّهَا لَكَبِيرَةٌ إِلَّا عَلَى ٱلۡخَٰشِعِينَ,45. Сабр ва намоз ўқиш билан мадад сўранглар. Албатта у (намоз ўқиш) оғир ишдир. Магар шикастанафс зотларга (оғир эмасдир).
2,,ٱلَّذِينَ يَظُنُّونَ أَنَّهُم مُّلَٰقُواْ رَبِّهِمۡ وَأَنَّهُمۡ إِلَيۡهِ رَٰجِعُونَ,"46. Улар ўзларининг Парвардигорларига рўбарў бўлишларини ва шубҳасиз, Унга қайтажакларини биладиган зотлардир."
2,,يَٰبَنِيٓ إِسۡرَٰٓءِيلَ ٱذۡكُرُواْ نِعۡمَتِيَ ٱلَّتِيٓ أَنۡعَمۡتُ عَلَيۡكُمۡ وَأَنِّي فَضَّلۡتُكُمۡ عَلَى ٱلۡعَٰلَمِينَ,"47. Эй Бани Исроил, сизларга инъом қилган неъматимни ва сизларни бутун оламдан афзал қилган пайтимни эсланглар!"
2,,وَٱتَّقُواْ يَوۡمٗا لَّا تَجۡزِي نَفۡسٌ عَن نَّفۡسٖ شَيۡـٔٗا وَلَا يُقۡبَلُ مِنۡهَا شَفَٰعَةٞ وَلَا يُؤۡخَذُ مِنۡهَا عَدۡلٞ وَلَا هُمۡ يُنصَرُونَ,"48. Биров биров томонидан ҳеч нарса ўтай олмайдиган, ҳеч кимдан оқлов қабул қилинмайдиган ва (гуноҳлари учун) эваз ҳам олинмайдиган – ёрдам берилмайдиган Кундан қўрқинглар!"
2,,وَإِذۡ نَجَّيۡنَٰكُم مِّنۡ ءَالِ فِرۡعَوۡنَ يَسُومُونَكُمۡ سُوٓءَ ٱلۡعَذَابِ يُذَبِّحُونَ أَبۡنَآءَكُمۡ وَيَسۡتَحۡيُونَ نِسَآءَكُمۡۚ وَفِي ذَٰلِكُم بَلَآءٞ مِّن رَّبِّكُمۡ عَظِيمٞ,"49. Сизларни оғир азоблар билан қийнаган, ўғилларингизни сўйиб, хотинларингизни тирик қолдираётган Фиръавн одамларидан қутқарганимизни эсланглар. Ана ўша ишларда Парвардигорингиз томонидан буюк синов бўлганди."
2,,وَإِذۡ فَرَقۡنَا بِكُمُ ٱلۡبَحۡرَ فَأَنجَيۡنَٰكُمۡ وَأَغۡرَقۡنَآ ءَالَ فِرۡعَوۡنَ وَأَنتُمۡ تَنظُرُونَ,"50. Денгизни ўртасидан бўлиб сизларни қутқариб, кўз ўнгингизда Фиръавн одамларини ғарқ қилганимизни эсланглар."
2,,وَإِذۡ وَٰعَدۡنَا مُوسَىٰٓ أَرۡبَعِينَ لَيۡلَةٗ ثُمَّ ٱتَّخَذۡتُمُ ٱلۡعِجۡلَ مِنۢ بَعۡدِهِۦ وَأَنتُمۡ ظَٰلِمُونَ,"51. Мусо билан қирқ кечага ваъдалашганимиз, у (бизнинг ҳузуримизга) кетганидан кейин сизлар ўзингизга зулм қилган ҳолингизда бузоққа ибодат қилганингизни эсланглар."
2,,ثُمَّ عَفَوۡنَا عَنكُم مِّنۢ بَعۡدِ ذَٰلِكَ لَعَلَّكُمۡ تَشۡكُرُونَ,"52. Сўнгра, ўша ишлардан кейин ҳам шукр қилишингиз учун сизларни афв этгандик."
2,,وَإِذۡ ءَاتَيۡنَا مُوسَى ٱلۡكِتَٰبَ وَٱلۡفُرۡقَانَ لَعَلَّكُمۡ تَهۡتَدُونَ,53. Сизлар ҳақ йўлни топишингиз учун Мусога китоб ва Фурқонни (яъни Тавротни) берганимизни эсланглар.
2,,وَإِذۡ قَالَ مُوسَىٰ لِقَوۡمِهِۦ يَٰقَوۡمِ إِنَّكُمۡ ظَلَمۡتُمۡ أَنفُسَكُم بِٱتِّخَاذِكُمُ ٱلۡعِجۡلَ فَتُوبُوٓاْ إِلَىٰ بَارِئِكُمۡ فَٱقۡتُلُوٓاْ أَنفُسَكُمۡ ذَٰلِكُمۡ خَيۡرٞ لَّكُمۡ عِندَ بَارِئِكُمۡ فَتَابَ عَلَيۡكُمۡۚ إِنَّهُۥ هُوَ ٱلتَّوَّابُ ٱلرَّحِيمُ,"54. Мусонинг ўз қавмига айтган гапларини эсланг: «Қавмим, сизлар бузоққа ибодат қилиш билан ўзингизга зулм қилдингиз. Энди ўзингизни (бир-бирингизни) ўлдириш билан сизни бор қилган Зотга тавба қиласиз. Бор қилгувчи Зот наздида мана шу (қатл) сизлар учун хайрлироқдир». Бас, Аллоҳ таоло тавбангизни қабул қилди, албатта У кечиримли, меҳрибондир."
