surah,ayah,arabic,translation
2,,وَٱلَّذِينَ يُؤۡمِنُونَ بِمَآ أُنزِلَ إِلَيۡكَ وَمَآ أُنزِلَ مِن قَبۡلِكَ وَبِٱلۡأٓخِرَةِ هُمۡ يُوقِنُونَ,ನಿಮಗೆ ಅವತೀರ್ಣವಾದ ಗ್ರಂಥದಲ್ಲಿ ಮತ್ತು ನಿಮಗಿಂತ ಮೊದಲು ಅವತೀರ್ಣವಾದ ಗ್ರಂಥಗಳಲ್ಲಿ ಅವರು ವಿಶ್ವಾಸವಿಡುತ್ತಾರೆ. ಪರಲೋಕದಲ್ಲಿ ಅವರು ದೃಢವಾಗಿ ವಿಶ್ವಾಸವಿಡುತ್ತಾರೆ.
2,,أُوْلَٰٓئِكَ عَلَىٰ هُدٗى مِّن رَّبِّهِمۡۖ وَأُوْلَٰٓئِكَ هُمُ ٱلۡمُفۡلِحُونَ,ಅವರು ಅವರ ಪರಿಪಾಲಕನ (ಅಲ್ಲಾಹನ) ಕಡೆಯ ಸನ್ಮಾರ್ಗದಲ್ಲಿದ್ದಾರೆ. ಅವರೇ ಯಶಸ್ವಿಯಾದವರು.
2,,إِنَّ ٱلَّذِينَ كَفَرُواْ سَوَآءٌ عَلَيۡهِمۡ ءَأَنذَرۡتَهُمۡ أَمۡ لَمۡ تُنذِرۡهُمۡ لَا يُؤۡمِنُونَ,"ನಿಶ್ಚಯವಾಗಿಯೂ ಸತ್ಯನಿಷೇಧಿಗಳು ಯಾರೋ—ಅವರಿಗೆ ನೀವು ಎಚ್ಚರಿಕೆ ನೀಡಿದರೂ, ನೀಡದಿದ್ದರೂ ಅವರಿಗೆ ಅದು ಸಮಾನವಾಗಿದೆ; ಅವರು ವಿಶ್ವಾಸವಿಡುವುದಿಲ್ಲ."
2,,خَتَمَ ٱللَّهُ عَلَىٰ قُلُوبِهِمۡ وَعَلَىٰ سَمۡعِهِمۡۖ وَعَلَىٰٓ أَبۡصَٰرِهِمۡ غِشَٰوَةٞۖ وَلَهُمۡ عَذَابٌ عَظِيمٞ,ಅಲ್ಲಾಹು ಅವರ ಹೃದಯಗಳಿಗೆ ಮತ್ತು ಅವರ ಶ್ರವಣಗಳಿಗೆ ಮೊಹರು ಹಾಕಿದ್ದಾನೆ. ಅವರ ದೃಷ್ಟಿಗಳ ಮೇಲೆ ಪರದೆಯಿದೆ.[1] ಅವರಿಗೆ ಘೋರ ಶಿಕ್ಷೆಯಿದೆ.
2,,وَمِنَ ٱلنَّاسِ مَن يَقُولُ ءَامَنَّا بِٱللَّهِ وَبِٱلۡيَوۡمِ ٱلۡأٓخِرِ وَمَا هُم بِمُؤۡمِنِينَ,“ನಾವು ಅಲ್ಲಾಹನಲ್ಲಿ ಮತ್ತು ಅಂತ್ಯದಿನದಲ್ಲಿ ವಿಶ್ವಾಸವಿಟ್ಟಿದ್ದೇವೆ” ಎಂದು ಹೇಳುವ ಕೆಲವು ಜನರಿದ್ದಾರೆ. ಆದರೆ ವಾಸ್ತವವಾಗಿ ಅವರು ಸತ್ಯವಿಶ್ವಾಸಿಗಳಲ್ಲ.
2,,يُخَٰدِعُونَ ٱللَّهَ وَٱلَّذِينَ ءَامَنُواْ وَمَا يَخۡدَعُونَ إِلَّآ أَنفُسَهُمۡ وَمَا يَشۡعُرُونَ,"ಅವರು (ತಮ್ಮ ಡಾಂಭಿಕತೆಯ ಮೂಲಕ) ಅಲ್ಲಾಹನನ್ನು ಮತ್ತು ಸತ್ಯವಿಶ್ವಾಸಿಗಳನ್ನು ಮೋಸಗೊಳಿಸಬಹುದೆಂದು (ಭಾವಿಸುತ್ತಾರೆ). ಆದರೆ, ವಾಸ್ತವವಾಗಿ ಅವರು ಅವರನ್ನೇ ಮೋಸಗೊಳಿಸುತ್ತಿದ್ದಾರೆ. ಆದರೆ, ಅವರು ಅದನ್ನು ಅರ್ಥಮಾಡಿಕೊಳ್ಳುವುದಿಲ್ಲ."
2,,فِي قُلُوبِهِم مَّرَضٞ فَزَادَهُمُ ٱللَّهُ مَرَضٗاۖ وَلَهُمۡ عَذَابٌ أَلِيمُۢ بِمَا كَانُواْ يَكۡذِبُونَ,ಅವರ ಹೃದಯಗಳಲ್ಲಿ ರೋಗವಿದೆ. ಅಲ್ಲಾಹು ಅವರಿಗೆ ಆ ರೋಗವನ್ನು ಇನ್ನಷ್ಟು ಉಲ್ಬಣಗೊಳಿಸಿದ್ದಾನೆ.[1] ಅವರು (ನಿರಂತರ) ಸುಳ್ಳು ಹೇಳುವ ಕಾರಣ ಅವರಿಗೆ ಯಾತನಾಮಯ ಶಿಕ್ಷೆಯೂ ಇದೆ.
2,,وَإِذَا قِيلَ لَهُمۡ لَا تُفۡسِدُواْ فِي ٱلۡأَرۡضِ قَالُوٓاْ إِنَّمَا نَحۡنُ مُصۡلِحُونَ,"ನೀವು ಭೂಮಿಯಲ್ಲಿ ಕಿಡಿಗೇಡಿತನ ಮಾಡಬೇಡಿ ಎಂದು ಅವರೊಡನೆ ಹೇಳಲಾದರೆ, ಅವರು ಹೇಳುತ್ತಾರೆ: “ನಾವು ಕೇವಲ ಸುಧಾರಣೆ ಮಾಡುವವರು.”"
2,,أَلَآ إِنَّهُمۡ هُمُ ٱلۡمُفۡسِدُونَ وَلَٰكِن لَّا يَشۡعُرُونَ,ತಿಳಿಯಿರಿ! ಸತ್ಯವಾಗಿಯೂ ಅವರೇ ಕಿಡಿಗೇಡಿತನ ಮಾಡುವವರು. ಆದರೆ ಅವರು ಅರ್ಥಮಾಡಿಕೊಳ್ಳುವುದಿಲ್ಲ.
2,,وَإِذَا قِيلَ لَهُمۡ ءَامِنُواْ كَمَآ ءَامَنَ ٱلنَّاسُ قَالُوٓاْ أَنُؤۡمِنُ كَمَآ ءَامَنَ ٱلسُّفَهَآءُۗ أَلَآ إِنَّهُمۡ هُمُ ٱلسُّفَهَآءُ وَلَٰكِن لَّا يَعۡلَمُونَ,"“ಸಹಾಬಿಗಳು (ಪ್ರವಾದಿಯ ಸಂಗಡಿಗರು) ವಿಶ್ವಾಸವಿಟ್ಟಂತೆ ನೀವೂ ವಿಶ್ವಾಸವಿಡಿ” ಎಂದು ಅವರೊಡನೆ ಹೇಳಲಾದರೆ, ಅವರು ಕೇಳುತ್ತಾರೆ: “ಆ ಅವಿವೇಕಿಗಳು ವಿಶ್ವಾಸವಿಟ್ಟಂತೆ ನಾವು ವಿಶ್ವಾಸವಿಡಬೇಕೇ?” ತಿಳಿಯಿರಿ! ನಿಶ್ಚಯವಾಗಿಯೂ ಅವರೇ ಅವಿವೇಕಿಗಳು. ಆದರೆ ಅವರು ಅದನ್ನು  ತಿಳಿಯುವುದಿಲ್ಲ."
2,,وَإِذَا لَقُواْ ٱلَّذِينَ ءَامَنُواْ قَالُوٓاْ ءَامَنَّا وَإِذَا خَلَوۡاْ إِلَىٰ شَيَٰطِينِهِمۡ قَالُوٓاْ إِنَّا مَعَكُمۡ إِنَّمَا نَحۡنُ مُسۡتَهۡزِءُونَ,"ಸತ್ಯವಿಶ್ವಾಸಿಗಳನ್ನು ಭೇಟಿಯಾದಾಗ ಅವರು ಹೇಳುತ್ತಾರೆ: “ನಾವು ವಿಶ್ವಾಸವಿಟ್ಟಿದ್ದೇವೆ.” ಆದರೆ, ಅವರು ತಮ್ಮ ಶೈತಾನರ (ಮುಖಂಡರ) ಬಳಿ ಒಂಟಿಯಾಗಿರುವಾಗ ಹೇಳುತ್ತಾರೆ: “ನಿಜವಾಗಿಯೂ ನಾವು ನಿಮ್ಮ ಜೊತೆಯಲ್ಲೇ ಇದ್ದೇವೆ. ನಾವು ಕೇವಲ ತಮಾಷೆ ಮಾಡುತ್ತಿದ್ದೆವು.”"
2,,ٱللَّهُ يَسۡتَهۡزِئُ بِهِمۡ وَيَمُدُّهُمۡ فِي طُغۡيَٰنِهِمۡ يَعۡمَهُونَ,ಅಲ್ಲಾಹು ಕೂಡ ಅವರನ್ನು ತಮಾಷೆ ಮಾಡುತ್ತಾನೆ ಮತ್ತು ಅವರ ಅತಿರೇಕಗಳಲ್ಲಿ ಅಂಧವಾಗಿ ವಿಹರಿಸುವಂತೆ ಅವರನ್ನು ಬಿಟ್ಟುಬಿಡುತ್ತಾನೆ.[1]
2,,أُوْلَٰٓئِكَ ٱلَّذِينَ ٱشۡتَرَوُاْ ٱلضَّلَٰلَةَ بِٱلۡهُدَىٰ فَمَا رَبِحَت تِّجَٰرَتُهُمۡ وَمَا كَانُواْ مُهۡتَدِينَ,"ಅವರೇ ಸನ್ಮಾರ್ಗದ ಬದಲಿಗೆ ದುರ್ಮಾರ್ಗವನ್ನು ಖರೀದಿಸಿದವರು. ಆದ್ದರಿಂದ, ಅವರ ವ್ಯಾಪಾರವು ಲಾಭಕರವಾಗಲಿಲ್ಲ; ಅವರು ಸನ್ಮಾರ್ಗಿಗಳಾಗಲೂ ಇಲ್ಲ."
2,,مَثَلُهُمۡ كَمَثَلِ ٱلَّذِي ٱسۡتَوۡقَدَ نَارٗا فَلَمَّآ أَضَآءَتۡ مَا حَوۡلَهُۥ ذَهَبَ ٱللَّهُ بِنُورِهِمۡ وَتَرَكَهُمۡ فِي ظُلُمَٰتٖ لَّا يُبۡصِرُونَ,"ಅವರ ಉದಾಹರಣೆಯು ಬೆಂಕಿಯುರಿಸಿದ ಒಬ್ಬ ವ್ಯಕ್ತಿಯಂತೆ. ಅದು ಅವನ ಪರಿಸರವನ್ನು ಬೆಳಗಿದಾಗ, ಅಲ್ಲಾಹು ಅವರ ಬೆಳಕನ್ನು ನಿವಾರಿಸಿ ಏನೂ ಕಾಣದಂತಹ ಅಂಧಕಾರದಲ್ಲಿ ಅವರನ್ನು ಬಿಟ್ಟುಬಿಟ್ಟನು."
2,,صُمُّۢ بُكۡمٌ عُمۡيٞ فَهُمۡ لَا يَرۡجِعُونَ,"ಅವರು ಕಿವುಡರು, ಮೂಕರು ಮತ್ತು ಕುರುಡರು. ಆದ್ದರಿಂದ ಅವರು (ಸತ್ಯಮಾರ್ಗಕ್ಕೆ) ಮರಳಿ ಬರುವುದಿಲ್ಲ."
2,,أَوۡ كَصَيِّبٖ مِّنَ ٱلسَّمَآءِ فِيهِ ظُلُمَٰتٞ وَرَعۡدٞ وَبَرۡقٞ يَجۡعَلُونَ أَصَٰبِعَهُمۡ فِيٓ ءَاذَانِهِم مِّنَ ٱلصَّوَٰعِقِ حَذَرَ ٱلۡمَوۡتِۚ وَٱللَّهُ مُحِيطُۢ بِٱلۡكَٰفِرِينَ,"ಅಥವಾ (ಅವರ ಉದಾಹರಣೆಯು) ಆಕಾಶದಿಂದ ಸುರಿಯುವ ಜಡಿಮಳೆಯಂತೆ; ಅದರಲ್ಲಿ ಅಂಧಕಾರಗಳು, ಸಿಡಿಲು ಮತ್ತು ಮಿಂಚುಗಳಿವೆ. ಸಿಡಿಲಿನ ಆರ್ಭಟದಿಂದ ಸಾವಿಗೆ ಹೆದರಿ ಅವರು ತಮ್ಮ ಬೆರಳುಗಳನ್ನು ಕಿವಿಗಳಲ್ಲಿಡುತ್ತಾರೆ. ಅಲ್ಲಾಹು ಸತ್ಯನಿಷೇಧಿಗಳನ್ನು ಸುತ್ತುವರಿದಿದ್ದಾನೆ."
2,,يَكَادُ ٱلۡبَرۡقُ يَخۡطَفُ أَبۡصَٰرَهُمۡۖ كُلَّمَآ أَضَآءَ لَهُم مَّشَوۡاْ فِيهِ وَإِذَآ أَظۡلَمَ عَلَيۡهِمۡ قَامُواْۚ وَلَوۡ شَآءَ ٱللَّهُ لَذَهَبَ بِسَمۡعِهِمۡ وَأَبۡصَٰرِهِمۡۚ إِنَّ ٱللَّهَ عَلَىٰ كُلِّ شَيۡءٖ قَدِيرٞ,ಮಿಂಚು ಇನ್ನೇನು ಅವರ ದೃಷ್ಟಿಗಳನ್ನು ಕಸಿಯುವುದರಲ್ಲಿದೆ. ಅದು ಅವರಿಗೆ ಬೆಳಕು ನೀಡಿದಾಗಲೆಲ್ಲಾ ಅವರು ಅದರಲ್ಲಿ ನಡೆಯುತ್ತಾರೆ. ಕತ್ತಲೆ ಆವರಿಸಿದಾಗ ಅವರು ನಿಂತುಬಿಡುತ್ತಾರೆ. ಅಲ್ಲಾಹು ಇಚ್ಛಿಸಿದರೆ ಅವರ ಶ್ರವಣ ಮತ್ತು ದೃಷ್ಟಿಯನ್ನು ತೆಗೆದುಬಿಡುತ್ತಿದ್ದನು. ನಿಶ್ಚಯವಾಗಿಯೂ ಅಲ್ಲಾಹು ಎಲ್ಲಾ ವಿಷಯಗಳಲ್ಲೂ ಸಾಮರ್ಥ್ಯವುಳ್ಳವನು.
2,,يَٰٓأَيُّهَا ٱلنَّاسُ ٱعۡبُدُواْ رَبَّكُمُ ٱلَّذِي خَلَقَكُمۡ وَٱلَّذِينَ مِن قَبۡلِكُمۡ لَعَلَّكُمۡ تَتَّقُونَ,ಓ ಮನುಷ್ಯರೇ! ನಿಮ್ಮನ್ನು ಮತ್ತು ನಿಮ್ಮ ಪೂರ್ವಜರನ್ನು ಸೃಷ್ಟಿಸಿದ ನಿಮ್ಮ ಪರಿಪಾಲಕನನ್ನು (ಅಲ್ಲಾಹನನ್ನು) ಆರಾಧಿಸಿರಿ. ನೀವು ದೇವಭಯವುಳ್ಳವರಾಗುವುದಕ್ಕಾಗಿ.
2,,ٱلَّذِي جَعَلَ لَكُمُ ٱلۡأَرۡضَ فِرَٰشٗا وَٱلسَّمَآءَ بِنَآءٗ وَأَنزَلَ مِنَ ٱلسَّمَآءِ مَآءٗ فَأَخۡرَجَ بِهِۦ مِنَ ٱلثَّمَرَٰتِ رِزۡقٗا لَّكُمۡۖ فَلَا تَجۡعَلُواْ لِلَّهِ أَندَادٗا وَأَنتُمۡ تَعۡلَمُونَ,"(ಅವನು ಯಾರೆಂದರೆ) ನಿಮಗೋಸ್ಕರ ಭೂಮಿಯನ್ನು ಹಾಸನ್ನಾಗಿ ಮತ್ತು ಆಕಾಶವನ್ನು ಛಾವಣಿಯನ್ನಾಗಿ ಮಾಡಿಕೊಟ್ಟವನು. ಆಕಾಶದಿಂದ ಮಳೆಯನ್ನು ಸುರಿಸಿ ಅದರಿಂದ ನಿಮ್ಮ ಆಹಾರಕ್ಕಾಗಿ ಹಣ್ಣು-ಹಂಪಲುಗಳನ್ನು ಉತ್ಪಾದಿಸಿಕೊಟ್ಟವನು. ಆದ್ದರಿಂದ, ಇವೆಲ್ಲವನ್ನೂ ತಿಳಿದೂ ಸಹ ನೀವು ಅಲ್ಲಾಹನಿಗೆ ಸರಿಸಾಟಿಗಳನ್ನು ನಿಶ್ಚಯಿಸಬೇಡಿ."
2,,وَإِن كُنتُمۡ فِي رَيۡبٖ مِّمَّا نَزَّلۡنَا عَلَىٰ عَبۡدِنَا فَأۡتُواْ بِسُورَةٖ مِّن مِّثۡلِهِۦ وَٱدۡعُواْ شُهَدَآءَكُم مِّن دُونِ ٱللَّهِ إِن كُنتُمۡ صَٰدِقِينَ,"ನಾವು ನಮ್ಮ ದಾಸನಿಗೆ ಅವತೀರ್ಣಗೊಳಿಸಿದ (ಕುರ್‌ಆನ್) ಬಗ್ಗೆ ನಿಮಗೇನಾದರೂ ಸಂದೇಹವಿದ್ದರೆ, ಅದರಂತಿರುವ ಒಂದು ಸೂರವನ್ನು (ಅಧ್ಯಾಯವನ್ನು) ರಚಿಸಿ ತನ್ನಿರಿ; ಅಲ್ಲಾಹನ ಹೊರತು ನಿಮ್ಮ ಎಲ್ಲಾ ಸಹಾಯಕರನ್ನು ಕರೆಯಿರಿ; ನೀವು ಸತ್ಯವಂತರಾಗಿದ್ದರೆ."
2,,فَإِن لَّمۡ تَفۡعَلُواْ وَلَن تَفۡعَلُواْ فَٱتَّقُواْ ٱلنَّارَ ٱلَّتِي وَقُودُهَا ٱلنَّاسُ وَٱلۡحِجَارَةُۖ أُعِدَّتۡ لِلۡكَٰفِرِينَ,ನಿಮಗೆ ಅದನ್ನು ಮಾಡಲು ಸಾಧ್ಯವಾಗದಿದ್ದರೆ—ಅದನ್ನು ಮಾಡಲು ನಿಮಗೆ ಎಂದಿಗೂ ಸಾಧ್ಯವಾಗುವುದಿಲ್ಲ. ಆದ್ದರಿಂದ ನೀವು ಆ ನರಕವನ್ನು ಭಯಪಡಿರಿ; ಅದರ ಇಂಧನವು ಮನುಷ್ಯರು ಮತ್ತು ಕಲ್ಲುಗಳಾಗಿದ್ದಾರೆ. ಅದನ್ನು ಸತ್ಯನಿಷೇಧಿಗಳಿಗಾಗಿ ಸಿದ್ಧಗೊಳಿಸಲಾಗಿದೆ.
2,,وَبَشِّرِ ٱلَّذِينَ ءَامَنُواْ وَعَمِلُواْ ٱلصَّٰلِحَٰتِ أَنَّ لَهُمۡ جَنَّٰتٖ تَجۡرِي مِن تَحۡتِهَا ٱلۡأَنۡهَٰرُۖ كُلَّمَا رُزِقُواْ مِنۡهَا مِن ثَمَرَةٖ رِّزۡقٗا قَالُواْ هَٰذَا ٱلَّذِي رُزِقۡنَا مِن قَبۡلُۖ وَأُتُواْ بِهِۦ مُتَشَٰبِهٗاۖ وَلَهُمۡ فِيهَآ أَزۡوَٰجٞ مُّطَهَّرَةٞۖ وَهُمۡ فِيهَا خَٰلِدُونَ,"ಸತ್ಯವಿಶ್ವಾಸಿಗಳು ಹಾಗೂ ಸತ್ಕರ್ಮವೆಸಗಿದವರಿಗೆ ತಳಭಾಗದಿಂದ ನದಿಗಳು ಹರಿಯುವ ಸ್ವರ್ಗೋದ್ಯಾನಗಳಿವೆಯೆಂಬ ಸುವಾರ್ತೆಯನ್ನು ತಿಳಿಸಿರಿ. ಅವರಿಗೆ ಅದರ ಒಂದೊಂದು ಹಣ್ಣನ್ನು ಆಹಾರವಾಗಿ ನೀಡಲಾಗುವಾಗಲೆಲ್ಲಾ ಅವರು ಹೇಳುವರು: “ಇದು ನಮಗೆ ಮುಂಚೆ ನೀಡಲಾದದ್ದೇ ಅಲ್ಲವೇ!” ವಾಸ್ತವವಾಗಿ, ಅವರಿಗೆ ಅದನ್ನು ಹೋಲಿಕೆಯಿರುವ ರೂಪದಲ್ಲಿ ನೀಡಲಾಗಿದೆ.[1] ಅವರಿಗೆ ಅಲ್ಲಿ ಪರಿಶುದ್ಧ ಸಂಗಾತಿಗಳಿದ್ದಾರೆ; ಅವರು ಅಲ್ಲಿ ಶಾಶ್ವತವಾಗಿ ವಾಸಿಸುವರು."
2,,۞ إِنَّ ٱللَّهَ لَا يَسۡتَحۡيِۦٓ أَن يَضۡرِبَ مَثَلٗا مَّا بَعُوضَةٗ فَمَا فَوۡقَهَاۚ فَأَمَّا ٱلَّذِينَ ءَامَنُواْ فَيَعۡلَمُونَ أَنَّهُ ٱلۡحَقُّ مِن رَّبِّهِمۡۖ وَأَمَّا ٱلَّذِينَ كَفَرُواْ فَيَقُولُونَ مَاذَآ أَرَادَ ٱللَّهُ بِهَٰذَا مَثَلٗاۘ يُضِلُّ بِهِۦ كَثِيرٗا وَيَهۡدِي بِهِۦ كَثِيرٗاۚ وَمَا يُضِلُّ بِهِۦٓ إِلَّا ٱلۡفَٰسِقِينَ,"ನಿಶ್ಚಯವಾಗಿಯೂ ಅಲ್ಲಾಹು ಒಂದು ಸೊಳ್ಳೆಯನ್ನು ಅಥವಾ ಅದಕ್ಕಿಂತ ಕೀಳಾದುದನ್ನು ಉದಾಹರಣೆಯಾಗಿ ತೋರಿಸಲು ಸಂಕೋಚಪಡುವುದಿಲ್ಲ. ಸತ್ಯವಿಶ್ವಾಸಿಗಳು ಅದು ತಮ್ಮ ಪರಿಪಾಲಕನ (ಅಲ್ಲಾಹನ) ಕಡೆಯ ಸತ್ಯವೆಂದು ತಿಳಿಯುತ್ತಾರೆ. ಆದರೆ, ಸತ್ಯನಿಷೇಧಿಗಳು ಕೇಳುತ್ತಾರೆ: “ಈ ಹೋಲಿಕೆಯಿಂದ ಅಲ್ಲಾಹು ಉದ್ದೇಶಿಸುವುದೇನು?” ಇದರ ಮೂಲಕ ಅಲ್ಲಾಹು ಅನೇಕ ಜನರನ್ನು ದಾರಿತಪ್ಪಿಸುತ್ತಾನೆ ಮತ್ತು ಅನೇಕ ಜನರಿಗೆ ಸನ್ಮಾರ್ಗವನ್ನು ತೋರಿಸುತ್ತಾನೆ. ಅವನು ಇದರ ಮೂಲಕ ದುಷ್ಕರ್ಮಿಗಳನ್ನಲ್ಲದೆ ಇನ್ನಾರನ್ನೂ ದಾರಿತಪ್ಪಿಸುವುದಿಲ್ಲ."
2,,ٱلَّذِينَ يَنقُضُونَ عَهۡدَ ٱللَّهِ مِنۢ بَعۡدِ مِيثَٰقِهِۦ وَيَقۡطَعُونَ مَآ أَمَرَ ٱللَّهُ بِهِۦٓ أَن يُوصَلَ وَيُفۡسِدُونَ فِي ٱلۡأَرۡضِۚ أُوْلَٰٓئِكَ هُمُ ٱلۡخَٰسِرُونَ,"ಅವರು (ದುಷ್ಕರ್ಮಿಗಳು) ಯಾರೆಂದರೆ, ಅಲ್ಲಾಹನ ಕರಾರನ್ನು—ಅದು ಸದೃಢವಾದ ಬಳಿಕವೂ—ಮುರಿಯುವವರು, ಅಲ್ಲಾಹು ಜೋಡಿಸಲು ಆದೇಶಿಸಿದ್ದನ್ನು ಕಡಿಯುವವರು, ಮತ್ತು ಭೂಮಿಯಲ್ಲಿ ಕಿಡಿಗೇಡಿತನ ಮಾಡುವವರು. ಅವರೇ ನಷ್ಟ ಹೊಂದಿದವರು."
2,,كَيۡفَ تَكۡفُرُونَ بِٱللَّهِ وَكُنتُمۡ أَمۡوَٰتٗا فَأَحۡيَٰكُمۡۖ ثُمَّ يُمِيتُكُمۡ ثُمَّ يُحۡيِيكُمۡ ثُمَّ إِلَيۡهِ تُرۡجَعُونَ,"ನೀವು ಅಲ್ಲಾಹನನ್ನು ಹೇಗೆ ನಿಷೇಧಿಸುತ್ತೀರಿ? ವಾಸ್ತವವಾಗಿ, ನೀವು ನಿರ್ಜೀವಿಗಳಾಗಿದ್ದಿರಿ ಮತ್ತು ಅವನು ನಿಮಗೆ ಜೀವವನ್ನು ನೀಡಿದನು; ನಂತರ ಅವನು ನಿಮಗೆ ಸಾವನ್ನು ನೀಡುತ್ತಾನೆ. ನಂತರ ಅವನು ನಿಮಗೆ (ಪುನಃ) ಜೀವವನ್ನು ನೀಡುತ್ತಾನೆ. ನಂತರ ನಿಮ್ಮನ್ನು ಅವನ ಬಳಿಗೇ ಮರಳಿಸಲಾಗುತ್ತದೆ."
2,,هُوَ ٱلَّذِي خَلَقَ لَكُم مَّا فِي ٱلۡأَرۡضِ جَمِيعٗا ثُمَّ ٱسۡتَوَىٰٓ إِلَى ٱلسَّمَآءِ فَسَوَّىٰهُنَّ سَبۡعَ سَمَٰوَٰتٖۚ وَهُوَ بِكُلِّ شَيۡءٍ عَلِيمٞ,"ಭೂಮಿಯಲ್ಲಿರುವ ಎಲ್ಲಾ ವಸ್ತುಗಳನ್ನೂ ನಿಮಗಾಗಿ ಸೃಷ್ಟಿಸಿದವನು ಅವನೇ. ನಂತರ ಅವನು ಆಕಾಶಕ್ಕೇರಿ, ಅದನ್ನು ಏಳಾಕಾಶಗಳಾಗಿ ಸರಿಪಡಿಸಿದನು. ಅವನು ಎಲ್ಲಾ ವಿಷಯಗಳನ್ನೂ ತಿಳಿದವನಾಗಿದ್ದಾನೆ."
