surah,ayah,arabic,translation
2,,وَإِذَا قِيلَ لَهُمۡ ءَامِنُواْ كَمَآ ءَامَنَ ٱلنَّاسُ قَالُوٓاْ أَنُؤۡمِنُ كَمَآ ءَامَنَ ٱلسُّفَهَآءُۗ أَلَآ إِنَّهُمۡ هُمُ ٱلسُّفَهَآءُ وَلَٰكِن لَّا يَعۡلَمُونَ,ለነሱም «ሰዎቹ እንዳመኑ እመኑ» በተባሉ ጊዜ «ቂሎቹ እንዳመኑ እናምናለን?» ይላሉ፡፡ አዋጅ ንቁ እነርሱ ቂሎቹ እነርሱው ናቸው፤ ግን አያውቁም፡፡
2,,وَإِذَا لَقُواْ ٱلَّذِينَ ءَامَنُواْ قَالُوٓاْ ءَامَنَّا وَإِذَا خَلَوۡاْ إِلَىٰ شَيَٰطِينِهِمۡ قَالُوٓاْ إِنَّا مَعَكُمۡ إِنَّمَا نَحۡنُ مُسۡتَهۡزِءُونَ,እነዚያንም ያመኑትን በተገናኙ ጊዜ «አምነናል» ይላሉ፡፡ ወደ ሰይጣኖቻቸውም ባገለሉ ጊዜ «እኛ ከናንተ ጋር ነን፤ እኛ (በነሱ) ተሳላቂዎች ብቻ ነን» ይላሉ፡፡
2,,ٱللَّهُ يَسۡتَهۡزِئُ بِهِمۡ وَيَمُدُّهُمۡ فِي طُغۡيَٰنِهِمۡ يَعۡمَهُونَ,አላህ በነሱ ይሳለቅባቸዋል፤ በጥመታቸውም ውስጥ የሚዋልሉ ሲኾኑ ያዘገያቸዋል፡፡
2,,أُوْلَٰٓئِكَ ٱلَّذِينَ ٱشۡتَرَوُاْ ٱلضَّلَٰلَةَ بِٱلۡهُدَىٰ فَمَا رَبِحَت تِّجَٰرَتُهُمۡ وَمَا كَانُواْ مُهۡتَدِينَ,እነዚህ እነዚያ ስህተትን በቅንነት የገዙ ናቸው፡፡ ንግዳቸውም አላተረፈችም፤ ቀጥተኞችም አልኾኑም፡፡
2,,مَثَلُهُمۡ كَمَثَلِ ٱلَّذِي ٱسۡتَوۡقَدَ نَارٗا فَلَمَّآ أَضَآءَتۡ مَا حَوۡلَهُۥ ذَهَبَ ٱللَّهُ بِنُورِهِمۡ وَتَرَكَهُمۡ فِي ظُلُمَٰتٖ لَّا يُبۡصِرُونَ,(በንፍቅና) ምሳሌያቸው እንደዚያ እሳትን እንዳነደደ ሰው በዙሪያው ያለውን ሁሉ ባበራች ጊዜም አላህ ብርሃናቸውን እንደወሰደባቸው በጨለማዎችም ውስጥ የማያዩ ኾነው እንደተዋቸው (ሰዎች) ብጤ ነው፡፡
2,,صُمُّۢ بُكۡمٌ عُمۡيٞ فَهُمۡ لَا يَرۡجِعُونَ,(እነሱ) ደንቆሮዎች፣ ዲዳዎች፣ ዕውሮች ናቸው፤ ስለዚህ እነርሱ አይመለሱም፡፡
2,,أَوۡ كَصَيِّبٖ مِّنَ ٱلسَّمَآءِ فِيهِ ظُلُمَٰتٞ وَرَعۡدٞ وَبَرۡقٞ يَجۡعَلُونَ أَصَٰبِعَهُمۡ فِيٓ ءَاذَانِهِم مِّنَ ٱلصَّوَٰعِقِ حَذَرَ ٱلۡمَوۡتِۚ وَٱللَّهُ مُحِيطُۢ بِٱلۡكَٰفِرِينَ,ወይም (ምሳሌያቸው) ከሰማይ እንደ ወረደ ዝናም (ባለቤቶች) ነው፤ በርሱ (በደመናው) ውስጥ ጨለማዎች፣ ነጎድጓድም፣ ብልጭታም ያሉበት ሲኾን ከመብረቆቹ ሞትን ለመፍራት ጣቶቻቸውን በጆሮቻቸው ውስጥ እንደሚያደርጉ ብጤ ነው፡፡ አላህ ከሓዲዎችን ከባቢ ነው፡፡
2,,يَكَادُ ٱلۡبَرۡقُ يَخۡطَفُ أَبۡصَٰرَهُمۡۖ كُلَّمَآ أَضَآءَ لَهُم مَّشَوۡاْ فِيهِ وَإِذَآ أَظۡلَمَ عَلَيۡهِمۡ قَامُواْۚ وَلَوۡ شَآءَ ٱللَّهُ لَذَهَبَ بِسَمۡعِهِمۡ وَأَبۡصَٰرِهِمۡۚ إِنَّ ٱللَّهَ عَلَىٰ كُلِّ شَيۡءٖ قَدِيرٞ,ብልጭታው ዓይኖቻቸውን ሊነጥቅ ይቀርባል፡፡ ለነርሱ ባበራላቸው ቁጥር በርሱ ውስጥ ይኼዳሉ፡፡ በነሱም ላይ ባጨለመ ጊዜ ይቆማሉ፡፡ አላህም በሻ ኖሮ መስሚያቸውንና ማያዎቻቸውን በወሰደ ነበር፤ አላህ በነገሩ ሁሉ ላይ ቻይ ነውና፡፡
2,,يَٰٓأَيُّهَا ٱلنَّاسُ ٱعۡبُدُواْ رَبَّكُمُ ٱلَّذِي خَلَقَكُمۡ وَٱلَّذِينَ مِن قَبۡلِكُمۡ لَعَلَّكُمۡ تَتَّقُونَ,እናንተ ሰዎች ሆይ! የፈጠራችሁን እነዚያንም ከናንተ በፊት የነበሩትን (የፈጠረውን) ጌታችሁን ተገዙ፤ (ቅጣትን) ልትጠነቀቁ ይከጀላልና፡፡
2,,ٱلَّذِي جَعَلَ لَكُمُ ٱلۡأَرۡضَ فِرَٰشٗا وَٱلسَّمَآءَ بِنَآءٗ وَأَنزَلَ مِنَ ٱلسَّمَآءِ مَآءٗ فَأَخۡرَجَ بِهِۦ مِنَ ٱلثَّمَرَٰتِ رِزۡقٗا لَّكُمۡۖ فَلَا تَجۡعَلُواْ لِلَّهِ أَندَادٗا وَأَنتُمۡ تَعۡلَمُونَ,(እርሱ) ያ ለናንተ ምድርን ምንጣፍ ሰማይንም ጣራ ያደረገ ነው፤ ከሰማይም (ከደመና) ውሃን ያወረደ በርሱም ከፍሬዎች ለናንተ ሲሳይን ያወጣ ነው፡፡ እናንተም (ፈጣሪነቱን) የምታውቁ ስትኾኑ ለአላህ ባላንጣዎችን አታድርጉ፡፡
2,,وَإِن كُنتُمۡ فِي رَيۡبٖ مِّمَّا نَزَّلۡنَا عَلَىٰ عَبۡدِنَا فَأۡتُواْ بِسُورَةٖ مِّن مِّثۡلِهِۦ وَٱدۡعُواْ شُهَدَآءَكُم مِّن دُونِ ٱللَّهِ إِن كُنتُمۡ صَٰدِقِينَ,በባሪያችንም ላይ ካወረድነው በመጠራጠር ውስጥ ብትኾኑ ከብጤው አንዲትን ምዕራፍ አምጡ፡፡ እውነተኞችም እንደኾናችሁ ከአላህ ሌላ መስካሪዎቻችሁን ጥሩ፡፡
2,,فَإِن لَّمۡ تَفۡعَلُواْ وَلَن تَفۡعَلُواْ فَٱتَّقُواْ ٱلنَّارَ ٱلَّتِي وَقُودُهَا ٱلنَّاسُ وَٱلۡحِجَارَةُۖ أُعِدَّتۡ لِلۡكَٰفِرِينَ,(ይህንን) ባትሠሩ ፈጽሞም አትሠሩትምና ያችን መቀጣጠያዋ ሰዎችና ድንጋዮች የኾነችውን እሳት ተጠበቁ፤ ለከሓዲዎች ተደግሳለች፡፡
2,,وَبَشِّرِ ٱلَّذِينَ ءَامَنُواْ وَعَمِلُواْ ٱلصَّٰلِحَٰتِ أَنَّ لَهُمۡ جَنَّٰتٖ تَجۡرِي مِن تَحۡتِهَا ٱلۡأَنۡهَٰرُۖ كُلَّمَا رُزِقُواْ مِنۡهَا مِن ثَمَرَةٖ رِّزۡقٗا قَالُواْ هَٰذَا ٱلَّذِي رُزِقۡنَا مِن قَبۡلُۖ وَأُتُواْ بِهِۦ مُتَشَٰبِهٗاۖ وَلَهُمۡ فِيهَآ أَزۡوَٰجٞ مُّطَهَّرَةٞۖ وَهُمۡ فِيهَا خَٰلِدُونَ,እነዚያን ያመኑትንና መልካሞችንም የሠሩትን ለነርሱ ከሥሮቻቸው ወንዞች የሚፈሱባቸው ገነቶች ያሏቸው መኾኑን አብስራቸው፡፡ ከርሷ ከፍሬ (ዓይነት) ሲሳይን በተመገቡ ቁጥር (ፍሬዎችዋ ስለሚመሳሰሉ) «ይህ ያ ከአሁን በፊት የተገመብነው ነው» ይላሉ፡፡ እርሱንም ተመሳሳይ ኾኖ ተሰጡት፡፡ ለነሱም በውስጧ ንጹህ የተደረጉ ሚስቶች አሏቸው፡፡ እነሱም በውስጧ ዘውታሪዎች ናቸው፡፡
2,,۞ إِنَّ ٱللَّهَ لَا يَسۡتَحۡيِۦٓ أَن يَضۡرِبَ مَثَلٗا مَّا بَعُوضَةٗ فَمَا فَوۡقَهَاۚ فَأَمَّا ٱلَّذِينَ ءَامَنُواْ فَيَعۡلَمُونَ أَنَّهُ ٱلۡحَقُّ مِن رَّبِّهِمۡۖ وَأَمَّا ٱلَّذِينَ كَفَرُواْ فَيَقُولُونَ مَاذَآ أَرَادَ ٱللَّهُ بِهَٰذَا مَثَلٗاۘ يُضِلُّ بِهِۦ كَثِيرٗا وَيَهۡدِي بِهِۦ كَثِيرٗاۚ وَمَا يُضِلُّ بِهِۦٓ إِلَّا ٱلۡفَٰسِقِينَ,አላህ ማንኛውንም ነገር ትንኝንም ኾነ (በትንሽነት ወይም በትልቅነት) ከበላይዋ የኾነንም ምሳሌ ለማድረግ አያፍርም፡፡ እነዚያ ያመኑትማ፤ እርሱ (ምሳሌው) ከጌታቸው (የተገኘ) እውነት መኾኑን ያውቃሉ፡፡ እነዚያም የካዱትማ «አላህ በዚህ ምንን ምሳሌ ሻ» ይላሉ፡፡ በርሱ (በምሳሌው) ብዙዎችን ያሳስታል በርሱም ብዙዎችን ያቀናል፡፡ በርሱም አመፀኞችን እንጅ ሌላን አያሳስትም፡፡
2,,ٱلَّذِينَ يَنقُضُونَ عَهۡدَ ٱللَّهِ مِنۢ بَعۡدِ مِيثَٰقِهِۦ وَيَقۡطَعُونَ مَآ أَمَرَ ٱللَّهُ بِهِۦٓ أَن يُوصَلَ وَيُفۡسِدُونَ فِي ٱلۡأَرۡضِۚ أُوْلَٰٓئِكَ هُمُ ٱلۡخَٰسِرُونَ,እነዚያ የአላህን ቃል ኪዳን ከአጠበቀባቸው በኋላ የሚያፈርሱ እንዲቀጠልም በርሱ ያዘዘውን ነገር የሚቆርጡ በምድርም ላይ የሚያበላሹ እነዚያ እነርሱ ከሳሪዎቹ ናቸው፡፡
2,,كَيۡفَ تَكۡفُرُونَ بِٱللَّهِ وَكُنتُمۡ أَمۡوَٰتٗا فَأَحۡيَٰكُمۡۖ ثُمَّ يُمِيتُكُمۡ ثُمَّ يُحۡيِيكُمۡ ثُمَّ إِلَيۡهِ تُرۡجَعُونَ,ሙታን የነበራችሁ ስትኾኑ ሕያው ያደረጋችሁ ከዚያም የሚገድላችሁ ከዚያም ሕያው የሚያደርጋችሁ ሲኾን ከዚያም ወደርሱ የምትመለሱ ስትኾኑ በአላህ እንዴት ትክዳለችሁ!
2,,هُوَ ٱلَّذِي خَلَقَ لَكُم مَّا فِي ٱلۡأَرۡضِ جَمِيعٗا ثُمَّ ٱسۡتَوَىٰٓ إِلَى ٱلسَّمَآءِ فَسَوَّىٰهُنَّ سَبۡعَ سَمَٰوَٰتٖۚ وَهُوَ بِكُلِّ شَيۡءٍ عَلِيمٞ,እርሱ ያ በምድር ያለውን ሁሉ ለእናንተ የፈጠረ ነው፡፡ ከዚያም ወደ ሰማይ አሰበ፤ ሰባት ሰማያትም አደረጋቸው፡፡ እርሱም በነገሩ ሁሉ ዐዋቂ ነው፡፡
2,,وَإِذۡ قَالَ رَبُّكَ لِلۡمَلَٰٓئِكَةِ إِنِّي جَاعِلٞ فِي ٱلۡأَرۡضِ خَلِيفَةٗۖ قَالُوٓاْ أَتَجۡعَلُ فِيهَا مَن يُفۡسِدُ فِيهَا وَيَسۡفِكُ ٱلدِّمَآءَ وَنَحۡنُ نُسَبِّحُ بِحَمۡدِكَ وَنُقَدِّسُ لَكَۖ قَالَ إِنِّيٓ أَعۡلَمُ مَا لَا تَعۡلَمُونَ,(ሙሐመድ ሆይ) ጌታህ ለመላእክት፡- «እኔ በምድር ላይ ምትክን አድራጊ ነኝ፤» ባለ ጊዜ (የኾነውን አስታውስ፤ እነርሱም) «በርሷ ውስጥ የሚያጠፋንና ደሞችንም የሚያፈስን ታደርጋለህን እኛ ከማመስገን ጋር የምናጠራህ ላንተም የምንቀድስ ስንኾን?» አሉ፡፡ (አላህ) «እኔ የማታውቁትን ነገር አውቃለሁ» አላቸው፡፡
2,,وَعَلَّمَ ءَادَمَ ٱلۡأَسۡمَآءَ كُلَّهَا ثُمَّ عَرَضَهُمۡ عَلَى ٱلۡمَلَٰٓئِكَةِ فَقَالَ أَنۢبِـُٔونِي بِأَسۡمَآءِ هَٰٓؤُلَآءِ إِن كُنتُمۡ صَٰدِقِينَ,አደምንም ስሞችን ሁሏንም አስተማረው፡፡ ከዚያም በመላእክት ላይ (ተጠሪዎቹን) አቀረባቸው፡፡ «እውነተኞችም እንደኾናችሁ የነዚህን (ተጠሪዎች) ስሞች ንገሩኝ» አላቸው፡፡
2,,قَالُواْ سُبۡحَٰنَكَ لَا عِلۡمَ لَنَآ إِلَّا مَا عَلَّمۡتَنَآۖ إِنَّكَ أَنتَ ٱلۡعَلِيمُ ٱلۡحَكِيمُ,«ጥራት ይገባህ፤ ከአስተማርከን ነገር በስተቀር ለኛ ዕውቀት የለንም፡፡ አንተ ዐዋቂው ጥበበኛው አንተ ብቻ ነህና» (አሉ)፡፡
2,,قَالَ يَٰٓـَٔادَمُ أَنۢبِئۡهُم بِأَسۡمَآئِهِمۡۖ فَلَمَّآ أَنۢبَأَهُم بِأَسۡمَآئِهِمۡ قَالَ أَلَمۡ أَقُل لَّكُمۡ إِنِّيٓ أَعۡلَمُ غَيۡبَ ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِ وَأَعۡلَمُ مَا تُبۡدُونَ وَمَا كُنتُمۡ تَكۡتُمُونَ,፡-«አደም ሆይ ስሞቻቸውን ንገራቸው» አለው፡፡ ስሞቻቸውን በነገራቸውም ጊዜ «እኔ የሰማያትንና የምድርን ሩቅ ምስጢር ዐውቃለሁ፤ የምትገልጹትንና ያንንም ትደብቁት የነበራችሁትን ዐውቃለሁ አላልኳችሁምን?» አላቸው፡፡
2,,وَإِذۡ قُلۡنَا لِلۡمَلَٰٓئِكَةِ ٱسۡجُدُواْ لِأٓدَمَ فَسَجَدُوٓاْ إِلَّآ إِبۡلِيسَ أَبَىٰ وَٱسۡتَكۡبَرَ وَكَانَ مِنَ ٱلۡكَٰفِرِينَ,ለመላእክትም «ለአደም ስገዱ» ባልን ጊዜ (አስታውስ) ፡፡ (ሁሉም) ወዲያውኑ ሰገዱ፤ ኢብሊስ (ዲያብሎስ) ብቻ ሲቀር እምቢ አለ፤ ኮራም ከከሓዲዎቹም ኾነ፡፡
2,,وَقُلۡنَا يَٰٓـَٔادَمُ ٱسۡكُنۡ أَنتَ وَزَوۡجُكَ ٱلۡجَنَّةَ وَكُلَا مِنۡهَا رَغَدًا حَيۡثُ شِئۡتُمَا وَلَا تَقۡرَبَا هَٰذِهِ ٱلشَّجَرَةَ فَتَكُونَا مِنَ ٱلظَّٰلِمِينَ,«አደም ሆይ! አንተ ከነሚስትህ በገነት ተቀመጥ፤ ከርሷም በፈለጋችሁት ስፍራ በሰፊው ተመገቡ፤ ግን ይህችን ዛፍ አትቅረቡ፤ ከበደለኞች ትኾናላችሁና» አልንም፡፡
2,,فَأَزَلَّهُمَا ٱلشَّيۡطَٰنُ عَنۡهَا فَأَخۡرَجَهُمَا مِمَّا كَانَا فِيهِۖ وَقُلۡنَا ٱهۡبِطُواْ بَعۡضُكُمۡ لِبَعۡضٍ عَدُوّٞۖ وَلَكُمۡ فِي ٱلۡأَرۡضِ مُسۡتَقَرّٞ وَمَتَٰعٌ إِلَىٰ حِينٖ,ከርሷም ሰይጣን አዳለጣቸው በውስጡም ከነበሩበት (ድሎት) አወጣቸው፡፡ «ከፊላችሁም ለከፊሉ ጠላት ሲኾን ውረዱ፤ ለናንተም በምድር ላይ እስከ ጊዜ (ሞታችሁ) ድረስ መርጊያና መጣቀሚያ አላችሁ» አልናቸው፡፡
2,,فَتَلَقَّىٰٓ ءَادَمُ مِن رَّبِّهِۦ كَلِمَٰتٖ فَتَابَ عَلَيۡهِۚ إِنَّهُۥ هُوَ ٱلتَّوَّابُ ٱلرَّحِيمُ,አደምም ከጌታው ቃላቶችን ተቀበለ፡፡ በርሱ ላይም (ጌታው ጸጸትን በመቀበል) ተመለሰለት፤ እነሆ እርሱ ጸጸትን ተቀባይ አዛኝ ነውና፡፡
2,,قُلۡنَا ٱهۡبِطُواْ مِنۡهَا جَمِيعٗاۖ فَإِمَّا يَأۡتِيَنَّكُم مِّنِّي هُدٗى فَمَن تَبِعَ هُدَايَ فَلَا خَوۡفٌ عَلَيۡهِمۡ وَلَا هُمۡ يَحۡزَنُونَ,«ሁላችሁም ኾናችሁ ከርሷ ውረዱ፡፡ ከኔም የኾነ መመሪያ ቢመጣላችሁ ወዲያውኑ መመሪያዬን የተከተለ ሰው በነሱ ላይ ፍርሃት የለባቸውም፤ እነሱም አያዝኑም» አልናቸው፡፡
2,,وَٱلَّذِينَ كَفَرُواْ وَكَذَّبُواْ بِـَٔايَٰتِنَآ أُوْلَٰٓئِكَ أَصۡحَٰبُ ٱلنَّارِۖ هُمۡ فِيهَا خَٰلِدُونَ,እነዚያም (በመልክተኞቻችን) የካዱ በአንቀጾቻችንም ያስተባበሉ እነዚያ የእሳት ጓዶች ናቸው፡፡ እነርሱ በውስጧ ዘውታሪዎች ናቸው፡፡
2,,يَٰبَنِيٓ إِسۡرَٰٓءِيلَ ٱذۡكُرُواْ نِعۡمَتِيَ ٱلَّتِيٓ أَنۡعَمۡتُ عَلَيۡكُمۡ وَأَوۡفُواْ بِعَهۡدِيٓ أُوفِ بِعَهۡدِكُمۡ وَإِيَّٰيَ فَٱرۡهَبُونِ,የእስራኤል ልጆች ሆይ! ያችን በናንተ ላይ የለገስኳትን ጸጋዬን አስታውሱ፡፡ በቃል ኪዳኔም ሙሉ፤ በቃል ኪዳናችሁ እሞላለሁና፤ እኔንም ብቻ ፍሩ፡፡
2,,وَءَامِنُواْ بِمَآ أَنزَلۡتُ مُصَدِّقٗا لِّمَا مَعَكُمۡ وَلَا تَكُونُوٓاْ أَوَّلَ كَافِرِۭ بِهِۦۖ وَلَا تَشۡتَرُواْ بِـَٔايَٰتِي ثَمَنٗا قَلِيلٗا وَإِيَّٰيَ فَٱتَّقُونِ,ከናንተ ጋር ያለውን (መጽሐፍ) የሚያረጋግጥ ሆኖ ባወረድኩትም (ቁርኣን) እመኑ፡፡ በርሱም የመጀመሪያ ከሓዲ አትሁኑ፡፡ በአንቀጾቼም ጥቂትን ዋጋ አትለውጡ፡፡ እኔንም ብቻ ተጠንቀቁ፡፡
2,,وَلَا تَلۡبِسُواْ ٱلۡحَقَّ بِٱلۡبَٰطِلِ وَتَكۡتُمُواْ ٱلۡحَقَّ وَأَنتُمۡ تَعۡلَمُونَ,እውነቱንም በውሸት አትቀላቅሉ፡፡ እናንተም የምታውቁ ስትሆኑ እውነትን አትደብቁ፡፡
2,,وَأَقِيمُواْ ٱلصَّلَوٰةَ وَءَاتُواْ ٱلزَّكَوٰةَ وَٱرۡكَعُواْ مَعَ ٱلرَّٰكِعِينَ,ሶላትንም ደንቡን ጠብቃችሁ ስገዱ፡፡ ዘካንም (ግዴታ ምጽዋትን) ስጡ፡፡ (ለጌታችሁ) ከአጎንባሾች ጋርም አጎንብሱ፡፡
2,,۞ أَتَأۡمُرُونَ ٱلنَّاسَ بِٱلۡبِرِّ وَتَنسَوۡنَ أَنفُسَكُمۡ وَأَنتُمۡ تَتۡلُونَ ٱلۡكِتَٰبَۚ أَفَلَا تَعۡقِلُونَ,እናንተ መጽሐፉን የምታነቡ ሆናችሁ ሰዎችን በበጎ ሥራ ታዛላችሁን? ነፍሶቻችሁንም ትረሳላችሁን? (የሥራችሁን መጥፎነት) አታውቁምን?
2,,وَٱسۡتَعِينُواْ بِٱلصَّبۡرِ وَٱلصَّلَوٰةِۚ وَإِنَّهَا لَكَبِيرَةٌ إِلَّا عَلَى ٱلۡخَٰشِعِينَ,በመታገስና በሶላትም ተረዱ፡፡ እርሷም (ሶላት) በፈሪዎች ላይ እንጅ በሌላው ላይ በእርግጥ ከባድ ናት፡፡
2,,ٱلَّذِينَ يَظُنُّونَ أَنَّهُم مُّلَٰقُواْ رَبِّهِمۡ وَأَنَّهُمۡ إِلَيۡهِ رَٰجِعُونَ,እነዚያ እነርሱ ጌታቸውን የሚገናኙ እነሱም ወደ እርሱ ተመላሾች መኾናቸውን የሚያረጋግጡ በኾኑት (ላይ እንጅ ከባድ ናት)፡፡
2,,يَٰبَنِيٓ إِسۡرَٰٓءِيلَ ٱذۡكُرُواْ نِعۡمَتِيَ ٱلَّتِيٓ أَنۡعَمۡتُ عَلَيۡكُمۡ وَأَنِّي فَضَّلۡتُكُمۡ عَلَى ٱلۡعَٰلَمِينَ,የእስራኤል ልጆች ሆይ! ያችን በናንተ ላይ የለገስኳትን ጸጋዬንና እኔም በዓለማት ላይ ያበለጥኳችሁ (አባቶቻችሁን በጊዜያቸው ከነበሩት ዓለማት ያበለጥኩዋቸው) መኾኔን አስታውሱ፡፡
2,,وَٱتَّقُواْ يَوۡمٗا لَّا تَجۡزِي نَفۡسٌ عَن نَّفۡسٖ شَيۡـٔٗا وَلَا يُقۡبَلُ مِنۡهَا شَفَٰعَةٞ وَلَا يُؤۡخَذُ مِنۡهَا عَدۡلٞ وَلَا هُمۡ يُنصَرُونَ,(ማንኛዋ) ነፍስም ከ(ሌላዋ) ነፍስ ምንንም የማትመነዳበትን፣ ከርሷም ምልጃን የማይቀበሉባትን፣ ከርሷም ቤዛ የማይያዝበትን፣ እነርሱም የማይረዱበትን ቀን ተጠንቀቁ፡፡
