translation_key,language_code,translation_title,translation_version,surah,ayah,arabic_text,translation,footnotes
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,وَإِذَا قِيلَ لَهُمۡ لَا تُفۡسِدُواْ فِي ٱلۡأَرۡضِ قَالُوٓاْ إِنَّمَا نَحۡنُ مُصۡلِحُونَ,"E, quando se lhes diz: ""Não semeeis a corrupção na terra"", dizem: ""Somos, apenas, reformadores""",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,أَلَآ إِنَّهُمۡ هُمُ ٱلۡمُفۡسِدُونَ وَلَٰكِن لَّا يَشۡعُرُونَ,"Ora, por certo, são eles mesmos os corruptores, mas não percebem",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,وَإِذَا قِيلَ لَهُمۡ ءَامِنُواْ كَمَآ ءَامَنَ ٱلنَّاسُ قَالُوٓاْ أَنُؤۡمِنُ كَمَآ ءَامَنَ ٱلسُّفَهَآءُۗ أَلَآ إِنَّهُمۡ هُمُ ٱلسُّفَهَآءُ وَلَٰكِن لَّا يَعۡلَمُونَ,"E, quando se lhes diz: ""Crede como crêem as dignas pessoas"", dizem: ""Creremos como crêem os insensatos?"" Ora, por certo, são eles mesmos os insensatos, mas não sabem",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,وَإِذَا لَقُواْ ٱلَّذِينَ ءَامَنُواْ قَالُوٓاْ ءَامَنَّا وَإِذَا خَلَوۡاْ إِلَىٰ شَيَٰطِينِهِمۡ قَالُوٓاْ إِنَّا مَعَكُمۡ إِنَّمَا نَحۡنُ مُسۡتَهۡزِءُونَ,"E, quando deparam com os que crêem, dizem: ""Cremos"" e, quando estão a sós com seus demônios dizem: ""Por certo, estamos convosco; somos, apenas, zombadores",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,ٱللَّهُ يَسۡتَهۡزِئُ بِهِمۡ وَيَمُدُّهُمۡ فِي طُغۡيَٰنِهِمۡ يَعۡمَهُونَ,"Allah zombará deles e lhes estenderá sua transgressão, continuando eles às cegas",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,أُوْلَٰٓئِكَ ٱلَّذِينَ ٱشۡتَرَوُاْ ٱلضَّلَٰلَةَ بِٱلۡهُدَىٰ فَمَا رَبِحَت تِّجَٰرَتُهُمۡ وَمَا كَانُواْ مُهۡتَدِينَ,"Esses são os que compraram o descaminho pelo preço da orientação. Então, seu comércio não lucrou, e eles não foram guiados",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,مَثَلُهُمۡ كَمَثَلِ ٱلَّذِي ٱسۡتَوۡقَدَ نَارٗا فَلَمَّآ أَضَآءَتۡ مَا حَوۡلَهُۥ ذَهَبَ ٱللَّهُ بِنُورِهِمۡ وَتَرَكَهُمۡ فِي ظُلُمَٰتٖ لَّا يُبۡصِرُونَ,"Seu exemplo é como o daqueles que acenderam um fogo e, quando este iluminou o que havia ao seu redor, Allah foi-Se-lhes com a luz e deixou-os nas trevas, onde não enxergam",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,صُمُّۢ بُكۡمٌ عُمۡيٞ فَهُمۡ لَا يَرۡجِعُونَ,"São surdos, mudos, cegos: então, não retornam à Fé",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,أَوۡ كَصَيِّبٖ مِّنَ ٱلسَّمَآءِ فِيهِ ظُلُمَٰتٞ وَرَعۡدٞ وَبَرۡقٞ يَجۡعَلُونَ أَصَٰبِعَهُمۡ فِيٓ ءَاذَانِهِم مِّنَ ٱلصَّوَٰعِقِ حَذَرَ ٱلۡمَوۡتِۚ وَٱللَّهُ مُحِيطُۢ بِٱلۡكَٰفِرِينَ,"Ou como o daqueles que, sob intensa chuva do céu, em que há trevas e trovões e relâmpagos, tapam com os dedos os ouvidos, contra os raios ruidosos, para se precatarem da morte. - E Allah está sempre, abarcando os renegadores da Fé",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,يَكَادُ ٱلۡبَرۡقُ يَخۡطَفُ أَبۡصَٰرَهُمۡۖ كُلَّمَآ أَضَآءَ لَهُم مَّشَوۡاْ فِيهِ وَإِذَآ أَظۡلَمَ عَلَيۡهِمۡ قَامُواْۚ وَلَوۡ شَآءَ ٱللَّهُ لَذَهَبَ بِسَمۡعِهِمۡ وَأَبۡصَٰرِهِمۡۚ إِنَّ ٱللَّهَ عَلَىٰ كُلِّ شَيۡءٖ قَدِيرٞ,"O relâmpago quase lhes arrebata as vistas. Cada vez que lhes ilumina o caminho, nele andam e, quando lhos entenebrece, detêm-se. E se Allah quisesse, ir-Se-lhes-ia com o ouvido e as vistas. Por certo, Allah, sobre todas as cousas, é Onipotente",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,يَٰٓأَيُّهَا ٱلنَّاسُ ٱعۡبُدُواْ رَبَّكُمُ ٱلَّذِي خَلَقَكُمۡ وَٱلَّذِينَ مِن قَبۡلِكُمۡ لَعَلَّكُمۡ تَتَّقُونَ,"Ó humanos! Adorai vosso Senhor, Que vos criou e aos que foram antes de vós, na esperança de serdes piedosos",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,ٱلَّذِي جَعَلَ لَكُمُ ٱلۡأَرۡضَ فِرَٰشٗا وَٱلسَّمَآءَ بِنَآءٗ وَأَنزَلَ مِنَ ٱلسَّمَآءِ مَآءٗ فَأَخۡرَجَ بِهِۦ مِنَ ٱلثَّمَرَٰتِ رِزۡقٗا لَّكُمۡۖ فَلَا تَجۡعَلُواْ لِلَّهِ أَندَادٗا وَأَنتُمۡ تَعۡلَمُونَ,"É Ele Quem vos fez da terra leito e do céu, teto edificado; e fez descer do céu água com que fez sair, dos frutos, sustento para vós. Então, não façais semelhantes a Allah, enquanto sabeis",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,وَإِن كُنتُمۡ فِي رَيۡبٖ مِّمَّا نَزَّلۡنَا عَلَىٰ عَبۡدِنَا فَأۡتُواْ بِسُورَةٖ مِّن مِّثۡلِهِۦ وَٱدۡعُواْ شُهَدَآءَكُم مِّن دُونِ ٱللَّهِ إِن كُنتُمۡ صَٰدِقِينَ,"E se estais em dúvida acerca do que fizemos descer sobre Nosso servo, fazei vir uma sura igual à dele, e convocai vossas testemunhas, em vez de Allah, se sois verídicos",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,فَإِن لَّمۡ تَفۡعَلُواْ وَلَن تَفۡعَلُواْ فَٱتَّقُواْ ٱلنَّارَ ٱلَّتِي وَقُودُهَا ٱلنَّاسُ وَٱلۡحِجَارَةُۖ أُعِدَّتۡ لِلۡكَٰفِرِينَ,"E se não o fizerdes - e não o fareis - guardai-vos do Fogo, cujo combustível são os homens e as pedras. O qual é preparado para os renegadores da Fé",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,وَبَشِّرِ ٱلَّذِينَ ءَامَنُواْ وَعَمِلُواْ ٱلصَّٰلِحَٰتِ أَنَّ لَهُمۡ جَنَّٰتٖ تَجۡرِي مِن تَحۡتِهَا ٱلۡأَنۡهَٰرُۖ كُلَّمَا رُزِقُواْ مِنۡهَا مِن ثَمَرَةٖ رِّزۡقٗا قَالُواْ هَٰذَا ٱلَّذِي رُزِقۡنَا مِن قَبۡلُۖ وَأُتُواْ بِهِۦ مُتَشَٰبِهٗاۖ وَلَهُمۡ فِيهَآ أَزۡوَٰجٞ مُّطَهَّرَةٞۖ وَهُمۡ فِيهَا خَٰلِدُونَ,"E alvissara, Muhammad, aos que crêem e fazem as boas obras que terão Jardins, abaixo dos quais correm os rios. Cada vez que forem sustentados por algo de seus frutos, dirão: ""Eis o fruto pelo qual fomos sustentados antes"". Enquanto o que lhes for concedido será, apenas, semelhante. E neles, terão esposas puras e neles serão eternos",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,۞ إِنَّ ٱللَّهَ لَا يَسۡتَحۡيِۦٓ أَن يَضۡرِبَ مَثَلٗا مَّا بَعُوضَةٗ فَمَا فَوۡقَهَاۚ فَأَمَّا ٱلَّذِينَ ءَامَنُواْ فَيَعۡلَمُونَ أَنَّهُ ٱلۡحَقُّ مِن رَّبِّهِمۡۖ وَأَمَّا ٱلَّذِينَ كَفَرُواْ فَيَقُولُونَ مَاذَآ أَرَادَ ٱللَّهُ بِهَٰذَا مَثَلٗاۘ يُضِلُّ بِهِۦ كَثِيرٗا وَيَهۡدِي بِهِۦ كَثِيرٗاۚ وَمَا يُضِلُّ بِهِۦٓ إِلَّا ٱلۡفَٰسِقِينَ,"Por certo, Allah não se peja de propor um exemplo qualquer, seja de um mosquito ou de algo superior a este. Então, quanto aos que crêem, eles sabem que ele é a verdade de seu Senhor. E quanto aos que renegam a Fé dizem: ""Que deseja Allah com este exemplo?"" Com ele, Allah descaminha a muitos e com ele guia a muitos. E não descaminha com ele, senão os perversos.",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,ٱلَّذِينَ يَنقُضُونَ عَهۡدَ ٱللَّهِ مِنۢ بَعۡدِ مِيثَٰقِهِۦ وَيَقۡطَعُونَ مَآ أَمَرَ ٱللَّهُ بِهِۦٓ أَن يُوصَلَ وَيُفۡسِدُونَ فِي ٱلۡأَرۡضِۚ أُوْلَٰٓئِكَ هُمُ ٱلۡخَٰسِرُونَ,"Que desfazem o pacto de Allah, após havê-lo firmado, e separam o que Allah ordena estar unido e semeiam a corrupção na terra. Esses são os perdedores",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,كَيۡفَ تَكۡفُرُونَ بِٱللَّهِ وَكُنتُمۡ أَمۡوَٰتٗا فَأَحۡيَٰكُمۡۖ ثُمَّ يُمِيتُكُمۡ ثُمَّ يُحۡيِيكُمۡ ثُمَّ إِلَيۡهِ تُرۡجَعُونَ,"Como podeis renegar a Allah, enquanto Ele vos deu a vida quando estáveis mortos? Em seguida, far-vos-á morrer; em seguida, dar-vos-á a vida; e finalmente, a Ele sereis retornados.",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,هُوَ ٱلَّذِي خَلَقَ لَكُم مَّا فِي ٱلۡأَرۡضِ جَمِيعٗا ثُمَّ ٱسۡتَوَىٰٓ إِلَى ٱلسَّمَآءِ فَسَوَّىٰهُنَّ سَبۡعَ سَمَٰوَٰتٖۚ وَهُوَ بِكُلِّ شَيۡءٍ عَلِيمٞ,"Ele é Quem criou para vós tudo o que há na terra; em seguida, voltou-Se para o céu e dele formou sete céus. - E Ele, de todas as cousas, é Onisciente",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,وَإِذۡ قَالَ رَبُّكَ لِلۡمَلَٰٓئِكَةِ إِنِّي جَاعِلٞ فِي ٱلۡأَرۡضِ خَلِيفَةٗۖ قَالُوٓاْ أَتَجۡعَلُ فِيهَا مَن يُفۡسِدُ فِيهَا وَيَسۡفِكُ ٱلدِّمَآءَ وَنَحۡنُ نُسَبِّحُ بِحَمۡدِكَ وَنُقَدِّسُ لَكَۖ قَالَ إِنِّيٓ أَعۡلَمُ مَا لَا تَعۡلَمُونَ,"E quando teu Senhor disse aos anjos: ""Por certo, farei na terra um califa"", disseram: ""Farás, nela, quem nela semeará a corrupção e derramará o sangue, enquanto nós Te glorificamos, com louvor, e Te sagramos?"" Ele disse: ""Por certo, sei o que não sabeis.""",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,وَعَلَّمَ ءَادَمَ ٱلۡأَسۡمَآءَ كُلَّهَا ثُمَّ عَرَضَهُمۡ عَلَى ٱلۡمَلَٰٓئِكَةِ فَقَالَ أَنۢبِـُٔونِي بِأَسۡمَآءِ هَٰٓؤُلَآءِ إِن كُنتُمۡ صَٰدِقِينَ,"E Ele ensinou a Adão todos os nomes dos seres; em seguida, expô-los aos anjos e disse: ""Informai-Me dos nomes desses se sois verídicos""",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,قَالُواْ سُبۡحَٰنَكَ لَا عِلۡمَ لَنَآ إِلَّا مَا عَلَّمۡتَنَآۖ إِنَّكَ أَنتَ ٱلۡعَلِيمُ ٱلۡحَكِيمُ,"Disseram: ""Glorificado sejas! Não temos ciência outra senão a que nos ensinaste. Por certo, Tu, Tu és O Onisciente, O Sábio""",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,قَالَ يَٰٓـَٔادَمُ أَنۢبِئۡهُم بِأَسۡمَآئِهِمۡۖ فَلَمَّآ أَنۢبَأَهُم بِأَسۡمَآئِهِمۡ قَالَ أَلَمۡ أَقُل لَّكُمۡ إِنِّيٓ أَعۡلَمُ غَيۡبَ ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِ وَأَعۡلَمُ مَا تُبۡدُونَ وَمَا كُنتُمۡ تَكۡتُمُونَ,"Ele disse: ""Ó Adão! Informa-os de seus nomes."" E, quando este os informou de seus nomes, Ele disse: ""Não vos disse que, por certo, sei do Invisível dos céus e da terra e sei o que mostrais e o que ocultáveis?""",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,وَإِذۡ قُلۡنَا لِلۡمَلَٰٓئِكَةِ ٱسۡجُدُواْ لِأٓدَمَ فَسَجَدُوٓاْ إِلَّآ إِبۡلِيسَ أَبَىٰ وَٱسۡتَكۡبَرَ وَكَانَ مِنَ ٱلۡكَٰفِرِينَ,"E quando dissemos aos anjos: ""Prosternai-vos diante de Adão"" então, eles prosternaram-se, exceto Iblis. Ele recusou fazê-lo, e se ensoberbeceu e foi dos infiéis.",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,وَقُلۡنَا يَٰٓـَٔادَمُ ٱسۡكُنۡ أَنتَ وَزَوۡجُكَ ٱلۡجَنَّةَ وَكُلَا مِنۡهَا رَغَدًا حَيۡثُ شِئۡتُمَا وَلَا تَقۡرَبَا هَٰذِهِ ٱلشَّجَرَةَ فَتَكُونَا مِنَ ٱلظَّٰلِمِينَ,"E dissemos: ""Ó Adão! Habita tu e tua mulher o Paraíso e dele comei fartamente, onde quiserdes, e não vos aproximeis desta árvore pois seríeis dos injustos.""",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,فَأَزَلَّهُمَا ٱلشَّيۡطَٰنُ عَنۡهَا فَأَخۡرَجَهُمَا مِمَّا كَانَا فِيهِۖ وَقُلۡنَا ٱهۡبِطُواْ بَعۡضُكُمۡ لِبَعۡضٍ عَدُوّٞۖ وَلَكُمۡ فِي ٱلۡأَرۡضِ مُسۡتَقَرّٞ وَمَتَٰعٌ إِلَىٰ حِينٖ,"E Satã fê-los incorrer em erro por causa dela e fê-los sair de onde estavam. E dissemos: ""Descei, sendo inimigos uns dos outros. E tereis na terra residência e gozo, até certo tempo.""",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,فَتَلَقَّىٰٓ ءَادَمُ مِن رَّبِّهِۦ كَلِمَٰتٖ فَتَابَ عَلَيۡهِۚ إِنَّهُۥ هُوَ ٱلتَّوَّابُ ٱلرَّحِيمُ,"Então, Adão recebeu palavras de seu Senhor, e Ele Se voltou para ele, remindo-o. Por certo, Ele é O Remissório, O Misericordiador.",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,قُلۡنَا ٱهۡبِطُواْ مِنۡهَا جَمِيعٗاۖ فَإِمَّا يَأۡتِيَنَّكُم مِّنِّي هُدٗى فَمَن تَبِعَ هُدَايَ فَلَا خَوۡفٌ عَلَيۡهِمۡ وَلَا هُمۡ يَحۡزَنُونَ,"Dissemos: ""Descei todos dele! Então, se vos chega de Mim orientação, por eles nada haverá que temer, e eles não se entristecerão.",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,وَٱلَّذِينَ كَفَرُواْ وَكَذَّبُواْ بِـَٔايَٰتِنَآ أُوْلَٰٓئِكَ أَصۡحَٰبُ ٱلنَّارِۖ هُمۡ فِيهَا خَٰلِدُونَ,"""E os que renegarem a Fé e desmentirem Nossos sinais, esses serão os companheiros do Fogo. Nele, serão eternos"".",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,يَٰبَنِيٓ إِسۡرَٰٓءِيلَ ٱذۡكُرُواْ نِعۡمَتِيَ ٱلَّتِيٓ أَنۡعَمۡتُ عَلَيۡكُمۡ وَأَوۡفُواْ بِعَهۡدِيٓ أُوفِ بِعَهۡدِكُمۡ وَإِيَّٰيَ فَٱرۡهَبُونِ,"Ó filhos de Israel! Lembrai-vos de Minha graça, com que vos agraciei, e sede fiéis a Meu pacto, Eu serei Fiel a vosso pacto. E a Mim, então, venerai-Me.",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,وَءَامِنُواْ بِمَآ أَنزَلۡتُ مُصَدِّقٗا لِّمَا مَعَكُمۡ وَلَا تَكُونُوٓاْ أَوَّلَ كَافِرِۭ بِهِۦۖ وَلَا تَشۡتَرُواْ بِـَٔايَٰتِي ثَمَنٗا قَلِيلٗا وَإِيَّٰيَ فَٱتَّقُونِ,"E crede no que fiz descer, confirmando o que está convosco; e não sejais os primeiros renegadores dele. E não vendais Meus sinais por ínfimo preço. E a Mim, então, temei-Me.",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,وَلَا تَلۡبِسُواْ ٱلۡحَقَّ بِٱلۡبَٰطِلِ وَتَكۡتُمُواْ ٱلۡحَقَّ وَأَنتُمۡ تَعۡلَمُونَ,"E não confundais o verdadeiro com o falso e não oculteis a verdade, enquanto sabeis.",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,وَأَقِيمُواْ ٱلصَّلَوٰةَ وَءَاتُواْ ٱلزَّكَوٰةَ وَٱرۡكَعُواْ مَعَ ٱلرَّٰكِعِينَ,"E cumpri a oração e concedei a-zakāh, e curvai-vos com os que se curvam.",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,۞ أَتَأۡمُرُونَ ٱلنَّاسَ بِٱلۡبِرِّ وَتَنسَوۡنَ أَنفُسَكُمۡ وَأَنتُمۡ تَتۡلُونَ ٱلۡكِتَٰبَۚ أَفَلَا تَعۡقِلُونَ,"Ordenais a bondade às outras pessoas e vos esqueceis de vós mesmos, enquanto recitais o Livro? Então, não razoais?",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,وَٱسۡتَعِينُواْ بِٱلصَّبۡرِ وَٱلصَّلَوٰةِۚ وَإِنَّهَا لَكَبِيرَةٌ إِلَّا عَلَى ٱلۡخَٰشِعِينَ,"E implorai ajuda, com a paciência e a oração. E por certo, esta oração é bem penosa, exceto para os humildes,",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,ٱلَّذِينَ يَظُنُّونَ أَنَّهُم مُّلَٰقُواْ رَبِّهِمۡ وَأَنَّهُمۡ إِلَيۡهِ رَٰجِعُونَ,Que pensam que depararão com seu Senhor e que a Ele retornarão.,
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,يَٰبَنِيٓ إِسۡرَٰٓءِيلَ ٱذۡكُرُواْ نِعۡمَتِيَ ٱلَّتِيٓ أَنۡعَمۡتُ عَلَيۡكُمۡ وَأَنِّي فَضَّلۡتُكُمۡ عَلَى ٱلۡعَٰلَمِينَ,"Ó filhos de Israel! Lembrai-vos de Minha graça, com que vos agraciei, e de que vos preferi aos mundos.",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,وَٱتَّقُواْ يَوۡمٗا لَّا تَجۡزِي نَفۡسٌ عَن نَّفۡسٖ شَيۡـٔٗا وَلَا يُقۡبَلُ مِنۡهَا شَفَٰعَةٞ وَلَا يُؤۡخَذُ مِنۡهَا عَدۡلٞ وَلَا هُمۡ يُنصَرُونَ,"E guardai-vos de um dia em que uma alma nada poderá quitar por outra alma, e não se lhe aceitará intercessão nem se lhe tomará resgate; e eles não serão socorridos.",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,وَإِذۡ نَجَّيۡنَٰكُم مِّنۡ ءَالِ فِرۡعَوۡنَ يَسُومُونَكُمۡ سُوٓءَ ٱلۡعَذَابِ يُذَبِّحُونَ أَبۡنَآءَكُمۡ وَيَسۡتَحۡيُونَ نِسَآءَكُمۡۚ وَفِي ذَٰلِكُم بَلَآءٞ مِّن رَّبِّكُمۡ عَظِيمٞ,"E lembrai-vos de quando vos salvamos do povo de Faraó, enquanto eles vos infligiam o pior castigo: degolavam vossos filhos e deixavam vivas vossas mulheres. E nisso, houve de vosso Senhor formidável prova.",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,وَإِذۡ فَرَقۡنَا بِكُمُ ٱلۡبَحۡرَ فَأَنجَيۡنَٰكُمۡ وَأَغۡرَقۡنَآ ءَالَ فِرۡعَوۡنَ وَأَنتُمۡ تَنظُرُونَ,"E lembrai-vos de quando, por vós, separamos o mar; então salvamo-vos, e afogamos o povo de Faraó, enquanto olháveis.",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,وَإِذۡ وَٰعَدۡنَا مُوسَىٰٓ أَرۡبَعِينَ لَيۡلَةٗ ثُمَّ ٱتَّخَذۡتُمُ ٱلۡعِجۡلَ مِنۢ بَعۡدِهِۦ وَأَنتُمۡ ظَٰلِمُونَ,"E lembrai-vos de quando fizemos promessa a Moisés durante quarenta noites; em seguida, depois dele tomastes o bezerro por divindade, e fostes injustos.",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,ثُمَّ عَفَوۡنَا عَنكُم مِّنۢ بَعۡدِ ذَٰلِكَ لَعَلَّكُمۡ تَشۡكُرُونَ,"Em seguida, indultamo-vos, depois disso, para serdes agradecidos.",
portuguese_nasr,pt,Portuguese Translation - Helmy Nasr,1.3.2,2,,وَإِذۡ ءَاتَيۡنَا مُوسَى ٱلۡكِتَٰبَ وَٱلۡفُرۡقَانَ لَعَلَّكُمۡ تَهۡتَدُونَ,E lembrai-vos de quando concedemos a Moisés o Livro e Al Furqān para vos guiardes.,
