surah,ayah,arabic,translation
2,,أُوْلَٰٓئِكَ عَلَىٰ هُدٗى مِّن رَّبِّهِمۡۖ وَأُوْلَٰٓئِكَ هُمُ ٱلۡمُفۡلِحُونَ,"Bãmb rãmbã n be kãndgr zugu, la bãmb me lɑ põsdbã."
2,,إِنَّ ٱلَّذِينَ كَفَرُواْ سَوَآءٌ عَلَيۡهِمۡ ءَأَنذَرۡتَهُمۡ أَمۡ لَمۡ تُنذِرۡهُمۡ لَا يُؤۡمِنُونَ,"Ad b rãmb nins sẽn kɩfl-bã, zema bãmb zugu, fo bugs-b lɑme, fo pɑ bugs-bɑ, b pɑ kõt sɩd ye."
2,,خَتَمَ ٱللَّهُ عَلَىٰ قُلُوبِهِمۡ وَعَلَىٰ سَمۡعِهِمۡۖ وَعَلَىٰٓ أَبۡصَٰرِهِمۡ غِشَٰوَةٞۖ وَلَهُمۡ عَذَابٌ عَظِيمٞ,"Wẽnd pɑgɑ b sũyã lɑ b tʋbã, lɑ ludr n be b ninẽ wã, b le tɑrɑ nɑng sẽn yɑɑ bedre."
2,,وَمِنَ ٱلنَّاسِ مَن يَقُولُ ءَامَنَّا بِٱللَّهِ وَبِٱلۡيَوۡمِ ٱلۡأٓخِرِ وَمَا هُم بِمُؤۡمِنِينَ,"Lɑ bee nebã pʋgẽ sẽn yete: ""tõnd kõo sɩd ne Wẽnd lɑ Lɑɑhr dɑɑrã"". La b yɑool n pɑ sɩd-kõtb ye."
2,,يُخَٰدِعُونَ ٱللَّهَ وَٱلَّذِينَ ءَامَنُواْ وَمَا يَخۡدَعُونَ إِلَّآ أَنفُسَهُمۡ وَمَا يَشۡعُرُونَ,"B zãmbdɑ Wẽnde, ne b rãmb nins sẽn kõ sɩdã, lɑ ad b pɑ zãmbd rallame tɩ yɑɑ b mens bɑlɑ, lɑ b pɑ ningd b yɑmẽ ye."
2,,فِي قُلُوبِهِم مَّرَضٞ فَزَادَهُمُ ٱللَّهُ مَرَضٗاۖ وَلَهُمۡ عَذَابٌ أَلِيمُۢ بِمَا كَانُواْ يَكۡذِبُونَ,"Bãɑg n be b sũyẽ wã tɩ Wẽnd pɑɑs-b bãɑgɑ, lɑ bãmb tɑrɑ nɑng sẽn zɑbde, b sẽn dɑ yɩ n yɑgdã yĩngɑ."
2,,وَإِذَا قِيلَ لَهُمۡ لَا تُفۡسِدُواْ فِي ٱلۡأَرۡضِ قَالُوٓاْ إِنَّمَا نَحۡنُ مُصۡلِحُونَ,"Lɑ b sã n yeel bãmba: ""rɑ sãam-y tẽngã zug ye"". Lɑ b sẽn yete: "" ad tõnd yɑɑ mɑnegdbɑ""."
2,,أَلَآ إِنَّهُمۡ هُمُ ٱلۡمُفۡسِدُونَ وَلَٰكِن لَّا يَشۡعُرُونَ,"Tɩ yɑool n yɑɑ bãmb la sãamdbã bɑlɑ, lɑ ɑd b pɑ ningd b yɑmẽ ne rẽ ye."
2,,وَإِذَا قِيلَ لَهُمۡ ءَامِنُواْ كَمَآ ءَامَنَ ٱلنَّاسُ قَالُوٓاْ أَنُؤۡمِنُ كَمَآ ءَامَنَ ٱلسُّفَهَآءُۗ أَلَآ إِنَّهُمۡ هُمُ ٱلسُّفَهَآءُ وَلَٰكِن لَّا يَعۡلَمُونَ,"Lɑ b sã n yeel-ba: ""kõ-y sɩd wɑlɑ nebã sẽn kõ sɩdã"". Lɑ b sẽn yete: ""tõnd nɑ kõ sɩd wɑlɑ yɑlemsã sẽn kõ sɩdã?"" Sɩd-sɩdã, yɑɑ bãmb bɑl lɑ yɑlemsã, lɑ ɑd b pɑ mi ye."
2,,وَإِذَا لَقُواْ ٱلَّذِينَ ءَامَنُواْ قَالُوٓاْ ءَامَنَّا وَإِذَا خَلَوۡاْ إِلَىٰ شَيَٰطِينِهِمۡ قَالُوٓاْ إِنَّا مَعَكُمۡ إِنَّمَا نَحۡنُ مُسۡتَهۡزِءُونَ,"Lɑ b sã n sεg sẽn kõ-b sɩdã lɑ b sẽn yete: ""d kõo sɩdɑ"". Lɑ b sã n leb b sʋtãan-taasã nengẽ, b yetɑme: "" ad tõnd bee ne yãmbɑ, ad tõnd yɑɑnd-b lɑme""."
2,,ٱللَّهُ يَسۡتَهۡزِئُ بِهِمۡ وَيَمُدُّهُمۡ فِي طُغۡيَٰنِهِمۡ يَعۡمَهُونَ,"Wẽnd nɑ yɑɑl-bɑ, lɑ A wogl-b b kedgrã zug tɩ b tuumdẽ."
2,,أُوْلَٰٓئِكَ ٱلَّذِينَ ٱشۡتَرَوُاْ ٱلضَّلَٰلَةَ بِٱلۡهُدَىٰ فَمَا رَبِحَت تِّجَٰرَتُهُمۡ وَمَا كَانُواْ مُهۡتَدِينَ,"Bãmb rãmbã la sẽn tek menengã ne kãndgrã, la b tolbã pɑ yã yõod ye, b pɑ yɩ me n yɑɑ kãndagdb ye."
2,,مَثَلُهُمۡ كَمَثَلِ ٱلَّذِي ٱسۡتَوۡقَدَ نَارٗا فَلَمَّآ أَضَآءَتۡ مَا حَوۡلَهُۥ ذَهَبَ ٱللَّهُ بِنُورِهِمۡ وَتَرَكَهُمۡ فِي ظُلُمَٰتٖ لَّا يُبۡصِرُونَ,Bãmb bilgr yɑɑ wɑlɑ sẽn widg-ɑ bugum. Bugmã sẽn wa n vẽneg yẽ zĩigã kɩrengã lɑ Wẽnd sẽn loog ne bãmb vẽenmã n bɑs-b ligs pʋgẽ tɩ b pɑ neẽ ye.
2,,صُمُّۢ بُكۡمٌ عُمۡيٞ فَهُمۡ لَا يَرۡجِعُونَ,"Bãmb la wʋmse, mugsi, zoense, b pɑ mi b sẽn lebdẽ."
2,,أَوۡ كَصَيِّبٖ مِّنَ ٱلسَّمَآءِ فِيهِ ظُلُمَٰتٞ وَرَعۡدٞ وَبَرۡقٞ يَجۡعَلُونَ أَصَٰبِعَهُمۡ فِيٓ ءَاذَانِهِم مِّنَ ٱلصَّوَٰعِقِ حَذَرَ ٱلۡمَوۡتِۚ وَٱللَّهُ مُحِيطُۢ بِٱلۡكَٰفِرِينَ,"Mɑɑ tɩ yɑɑ wɑ sɑlʋr sẽn sig saasẽ; lik be beene, sɑ-tãs be, sɑ-yãgr be, tɩ b ningd b nus-bi wã b tʋbẽ wã sɑ-tãsã yaeesg keelem, kũum zoees yĩnga. lɑ Wẽnd gũbga kɩfr-dãmbã."
2,,يَكَادُ ٱلۡبَرۡقُ يَخۡطَفُ أَبۡصَٰرَهُمۡۖ كُلَّمَآ أَضَآءَ لَهُم مَّشَوۡاْ فِيهِ وَإِذَآ أَظۡلَمَ عَلَيۡهِمۡ قَامُواْۚ وَلَوۡ شَآءَ ٱللَّهُ لَذَهَبَ بِسَمۡعِهِمۡ وَأَبۡصَٰرِهِمۡۚ إِنَّ ٱللَّهَ عَلَىٰ كُلِّ شَيۡءٖ قَدِيرٞ,"Sɑ-yãgrã rɑ tʋll n na deega b ninã nenmã, ɑ sã n yãge, la bãmb sẽn kẽnd a vẽenmã pʋgẽ; zĩigã sã n ligi, lɑ b sẽn yãnesde. lɑ Wẽnd sã n tʋllẽ, A nɑ loogẽ ne b wʋmbã lɑ b ninã nenmã; ɑd Wẽnd yɑɑ tõodɑ ne bũmbã fãa."
2,,يَٰٓأَيُّهَا ٱلنَّاسُ ٱعۡبُدُواْ رَبَّكُمُ ٱلَّذِي خَلَقَكُمۡ وَٱلَّذِينَ مِن قَبۡلِكُمۡ لَعَلَّكُمۡ تَتَّقُونَ,"Yãmb ɑ nebɑ! tũ-y y Soɑbã, Soab ning sẽn nɑɑn-a yãmb lɑ sẽn deng-b yãmb tɑoorã, sãnd-sãnde, y nɑ pɑɑm wẽn-zoεεgɑ."
2,,ٱلَّذِي جَعَلَ لَكُمُ ٱلۡأَرۡضَ فِرَٰشٗا وَٱلسَّمَآءَ بِنَآءٗ وَأَنزَلَ مِنَ ٱلسَّمَآءِ مَآءٗ فَأَخۡرَجَ بِهِۦ مِنَ ٱلثَّمَرَٰتِ رِزۡقٗا لَّكُمۡۖ فَلَا تَجۡعَلُواْ لِلَّهِ أَندَادٗا وَأَنتُمۡ تَعۡلَمُونَ,"Saob ning sẽn mɑɑn-a tẽn-gãngã t'a yɑɑ sẽn yɑdgã, lɑ sɑɑsã tɩ me n dʋ, lɑ A sik koom sẽn yit sɑɑsẽ wã, n yiisd ne ko-kãng sɑbɑbo, tɩ-biis sẽn ya rɩtl yãmb yĩnga. Bɩ y ra mɑɑn gees-n-tɑɑr ne Wẽnde, tɩ y yɑool n miẽ tɩ sẽn wõnd Yẽ kɑe ye."
2,,وَإِن كُنتُمۡ فِي رَيۡبٖ مِّمَّا نَزَّلۡنَا عَلَىٰ عَبۡدِنَا فَأۡتُواْ بِسُورَةٖ مِّن مِّثۡلِهِۦ وَٱدۡعُواْ شُهَدَآءَكُم مِّن دُونِ ٱللَّهِ إِن كُنتُمۡ صَٰدِقِينَ,"Lɑ yãmb sã n be sik pʋgẽ ne bũmb ning Tõnd sẽn sik D Yambã zʋgã, bɩ y wɑ ne Sʋʋrɑ wɑlɑ ɑ buudu, lɑ y bool y sõngdbã zẽng sẽn pɑ Wẽnde, tɩ sã n mik tɩ yãmb yɑɑ sid rãmbɑ."
2,,فَإِن لَّمۡ تَفۡعَلُواْ وَلَن تَفۡعَلُواْ فَٱتَّقُواْ ٱلنَّارَ ٱلَّتِي وَقُودُهَا ٱلنَّاسُ وَٱلۡحِجَارَةُۖ أُعِدَّتۡ لِلۡكَٰفِرِينَ,"Lɑ yãmb sã n pɑ mɑɑne, y kõn mɑɑn me lae! Bɩ y zoe bugumã, t'ɑ bõn-yõgends yɑɑ neb lɑ kuga, tɩ b sεglg-a-la kɩfr-dãmb yĩngɑ."
2,,وَبَشِّرِ ٱلَّذِينَ ءَامَنُواْ وَعَمِلُواْ ٱلصَّٰلِحَٰتِ أَنَّ لَهُمۡ جَنَّٰتٖ تَجۡرِي مِن تَحۡتِهَا ٱلۡأَنۡهَٰرُۖ كُلَّمَا رُزِقُواْ مِنۡهَا مِن ثَمَرَةٖ رِّزۡقٗا قَالُواْ هَٰذَا ٱلَّذِي رُزِقۡنَا مِن قَبۡلُۖ وَأُتُواْ بِهِۦ مُتَشَٰبِهٗاۖ وَلَهُمۡ فِيهَآ أَزۡوَٰجٞ مُّطَهَّرَةٞۖ وَهُمۡ فِيهَا خَٰلِدُونَ,"Lɑ f noog sẽn kõ-b sɩd lɑ b tʋm sẽn be neerã, tɩ b tɑrɑ arzãn-rãmbɑ, tɩ ko-sood zoet b tẽngre. B sã n rɩlg bãmb ɑ pʋgẽ ne tɩ-bil fãa lɑ b sẽn yete: "" yãoã bɑl lɑ b sẽn da dɩlg tõnd tɩ loogã"". B sẽn kõt bãmbã yaool n ya sẽn wõnd tɑla. B le tɑra pɑgb sẽn yɩlge, b le na n zĩnda be n duumdẽ."
2,,۞ إِنَّ ٱللَّهَ لَا يَسۡتَحۡيِۦٓ أَن يَضۡرِبَ مَثَلٗا مَّا بَعُوضَةٗ فَمَا فَوۡقَهَاۚ فَأَمَّا ٱلَّذِينَ ءَامَنُواْ فَيَعۡلَمُونَ أَنَّهُ ٱلۡحَقُّ مِن رَّبِّهِمۡۖ وَأَمَّا ٱلَّذِينَ كَفَرُواْ فَيَقُولُونَ مَاذَآ أَرَادَ ٱللَّهُ بِهَٰذَا مَثَلٗاۘ يُضِلُّ بِهِۦ كَثِيرٗا وَيَهۡدِي بِهِۦ كَثِيرٗاۚ وَمَا يُضِلُّ بِهِۦٓ إِلَّا ٱلۡفَٰسِقِينَ,"Ad Wẽnd pɑ zoet yãnd ne A rɩk bilgr ne sẽn zems rũn-wãbdg mɑɑ sẽn yɩɩd rẽ ye. B rãmb nins sẽn kõ-b sɩdã miime tɩ woto yɑɑ sɩd sẽn yi b Soɑbẽ nengẽ. Sã n yɑ sẽn kɩfl-bã yẽ, bãmb yetɑme: ""yɑɑ bõe lɑ Wẽnd rat n bilg woto me! "" Wʋsg menemdɑ ne ɑ sɑbɑb tɩ wʋsg me nɑ n kãndg ne ɑ sɑbɑbo, lɑ pɑ menemd ne-ɑ ralla dĩin-yitbã."
2,,ٱلَّذِينَ يَنقُضُونَ عَهۡدَ ٱللَّهِ مِنۢ بَعۡدِ مِيثَٰقِهِۦ وَيَقۡطَعُونَ مَآ أَمَرَ ٱللَّهُ بِهِۦٓ أَن يُوصَلَ وَيُفۡسِدُونَ فِي ٱلۡأَرۡضِۚ أُوْلَٰٓئِكَ هُمُ ٱلۡخَٰسِرُونَ,"B rãmb nins sẽn yidgd Wẽnd alkɑoolã ɑ sẽn wʋg poorẽ, lɑ b wãagd Wẽnd sẽn sɑgl tɩ b tõkã, lɑ b sãamd tẽngã zugã, bãmb rãmbã lɑ bõndbã."
2,,كَيۡفَ تَكۡفُرُونَ بِٱللَّهِ وَكُنتُمۡ أَمۡوَٰتٗا فَأَحۡيَٰكُمۡۖ ثُمَّ يُمِيتُكُمۡ ثُمَّ يُحۡيِيكُمۡ ثُمَّ إِلَيۡهِ تُرۡجَعُونَ,"Yɩta wãn tɩ yãmb kɩfend ne Wẽnd tɩ yãmb yaool n da yɑɑ kiidbɑ t'A vʋʋg yãmbɑ, rẽ poorẽ t'A kʋ yãmba, rẽ poorẽ t'A vʋʋg-yãmba, rẽ poorẽ A nengẽ lɑ y nɑ n lebe."
2,,هُوَ ٱلَّذِي خَلَقَ لَكُم مَّا فِي ٱلۡأَرۡضِ جَمِيعٗا ثُمَّ ٱسۡتَوَىٰٓ إِلَى ٱلسَّمَآءِ فَسَوَّىٰهُنَّ سَبۡعَ سَمَٰوَٰتٖۚ وَهُوَ بِكُلِّ شَيۡءٍ عَلِيمٞ,"Yẽ lɑ Soɑb ning sẽn nɑɑn yãmb yĩngɑ, bũmb sẽn be tẽngã zug gilli, rẽ poorẽ t'A zẽk n toglg sɑɑsẽ wã, n nɑɑn-b tɩ b yaa sɑɑs ɑ yopoe. A yɑɑ mit ne bũmbã fãɑ."
2,,وَإِذۡ قَالَ رَبُّكَ لِلۡمَلَٰٓئِكَةِ إِنِّي جَاعِلٞ فِي ٱلۡأَرۡضِ خَلِيفَةٗۖ قَالُوٓاْ أَتَجۡعَلُ فِيهَا مَن يُفۡسِدُ فِيهَا وَيَسۡفِكُ ٱلدِّمَآءَ وَنَحۡنُ نُسَبِّحُ بِحَمۡدِكَ وَنُقَدِّسُ لَكَۖ قَالَ إِنِّيٓ أَعۡلَمُ مَا لَا تَعۡلَمُونَ,"Lɑ fo Soɑbã sẽn wɑ n yeel Mɑlεk-rãmbã: ""ad Mɑm nɑ n ningɑ tẽngã zugu, lεdsdɑ"". B yeelame : ""F nɑ n ningɑ ɑ zugu, neb sẽn nɑ n sãɑmd ɑ zugu, lɑ b wɩdemd zɩɩm? Tɩ tõnd yaool n yɩlgda Fo yʋʋrã ne pẽgr lɑ d zɩsgd Fo?"" A yeel-b lame : ""ɑd Mɑm mii yãmb sẽn pɑ mi""."
2,,وَعَلَّمَ ءَادَمَ ٱلۡأَسۡمَآءَ كُلَّهَا ثُمَّ عَرَضَهُمۡ عَلَى ٱلۡمَلَٰٓئِكَةِ فَقَالَ أَنۢبِـُٔونِي بِأَسۡمَآءِ هَٰٓؤُلَآءِ إِن كُنتُمۡ صَٰدِقِينَ,"Lɑ A karma ɑ Adɑm bũmbã fãa yʋyã, rẽ poorẽ t'A wilg-b mɑlεk-rãmbã n yeele: "" kõ-y Mɑɑm kɩbɑr ne bãmbã yʋyã tɩ yãmb sã n yɑɑ sɩd-rãmbɑ."
2,,قَالُواْ سُبۡحَٰنَكَ لَا عِلۡمَ لَنَآ إِلَّا مَا عَلَّمۡتَنَآۖ إِنَّكَ أَنتَ ٱلۡعَلِيمُ ٱلۡحَكِيمُ,"Tɩ b yeele:"" yɩlgr be ne Foom Wẽnde, bãngr pɑ be ne tõnd sã n pɑ Fo sẽn wĩnig tõnd ye, ɑd Foom lɑ a Mita, foo la a Bʋʋdmita""."
2,,قَالَ يَٰٓـَٔادَمُ أَنۢبِئۡهُم بِأَسۡمَآئِهِمۡۖ فَلَمَّآ أَنۢبَأَهُم بِأَسۡمَآئِهِمۡ قَالَ أَلَمۡ أَقُل لَّكُمۡ إِنِّيٓ أَعۡلَمُ غَيۡبَ ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِ وَأَعۡلَمُ مَا تُبۡدُونَ وَمَا كُنتُمۡ تَكۡتُمُونَ,"T'A yeele: ""Adma! wĩnig bãmbã b yʋyã,"". Lɑ ɑ sẽn wĩnig-b b yʋyã n sa, A yeelɑme: "" M rɑ pɑ yeel yãmb tɩ Mɑm mii sɑɑsã lɑ tẽngã yel-soondɩ, lɑ M le mi yãmb sẽn vẽnegdã lɑ yãmb sẽn dɑ solgdã?"
2,,وَإِذۡ قُلۡنَا لِلۡمَلَٰٓئِكَةِ ٱسۡجُدُواْ لِأٓدَمَ فَسَجَدُوٓاْ إِلَّآ إِبۡلِيسَ أَبَىٰ وَٱسۡتَكۡبَرَ وَكَانَ مِنَ ٱلۡكَٰفِرِينَ,"La wakat ning Tõnd sẽn wɑ n yeel Mɑlεk-rãmbã : ""mɑɑn-y ɑ Adɑm Suguudu"". B fãa tiuulame, sã n pɑ ɑ Ibliis n tõdge, n mɑɑn wɑoog-n-mengɑ n yɩ kɩfre."
2,,وَقُلۡنَا يَٰٓـَٔادَمُ ٱسۡكُنۡ أَنتَ وَزَوۡجُكَ ٱلۡجَنَّةَ وَكُلَا مِنۡهَا رَغَدًا حَيۡثُ شِئۡتُمَا وَلَا تَقۡرَبَا هَٰذِهِ ٱلشَّجَرَةَ فَتَكُونَا مِنَ ٱلظَّٰلِمِينَ,"Tõnd le yeelame : "" Ya fo a Adma, zĩndi, foom ne f pɑgã Arzãnã pʋgẽ, lɑ y rɩ ɑ pʋgẽ ne mɑɑn-m-yɑm yãmb sẽn dɑt fãɑ, lɑ y rɑ pẽneg tɩ-kãngã tɩ y yɩtɑ wẽg-m-mens rãmbɑ."
2,,فَأَزَلَّهُمَا ٱلشَّيۡطَٰنُ عَنۡهَا فَأَخۡرَجَهُمَا مِمَّا كَانَا فِيهِۖ وَقُلۡنَا ٱهۡبِطُواْ بَعۡضُكُمۡ لِبَعۡضٍ عَدُوّٞۖ وَلَكُمۡ فِي ٱلۡأَرۡضِ مُسۡتَقَرّٞ وَمَتَٰعٌ إِلَىٰ حِينٖ,"T'ɑ sʋtãan kɩt tɩ b yiibã sɑlg tɩɩgẽ wã, tɩ b yiis b yiibã fãa b sẽn dɑ beẽ wã, tɩ Tõnd yeel-bɑ: sig-y tẽngã tɩ yãmb ne tɑɑb yɑɑ beem. Lɑ yãmb tɑrɑ tẽngã zugu, vʋɩɩm zĩigɑ, lɑ yãmb sẽn na n tall n vɩɩm n gũ wɑkɑte."
2,,فَتَلَقَّىٰٓ ءَادَمُ مِن رَّبِّهِۦ كَلِمَٰتٖ فَتَابَ عَلَيۡهِۚ إِنَّهُۥ هُوَ ٱلتَّوَّابُ ٱلرَّحِيمُ,"T'ɑ Adɑm paam goam sẽn yi ɑ Soɑbã nengẽ, t'A reeg ɑ tuubgã. Ad Soabã yɑɑ a Tuubgrεεgdɑ, n yɑ a Yolsdɑ."
2,,قُلۡنَا ٱهۡبِطُواْ مِنۡهَا جَمِيعٗاۖ فَإِمَّا يَأۡتِيَنَّكُم مِّنِّي هُدٗى فَمَن تَبِعَ هُدَايَ فَلَا خَوۡفٌ عَلَيۡهِمۡ وَلَا هُمۡ يَحۡزَنُونَ,"Tɩ Tõnd yeele: ""sig-y y fãa gilli. La kãndgr sã a n wɑ yãmb nengẽ sẽn yit Mɑm nengẽ, bãng-y tɩ sẽn tũ-b Mɑm Kãndgrã, yaεεs kɑ ne-ba, b kõn sãɑm b sũur me""."
2,,وَٱلَّذِينَ كَفَرُواْ وَكَذَّبُواْ بِـَٔايَٰتِنَآ أُوْلَٰٓئِكَ أَصۡحَٰبُ ٱلنَّارِۖ هُمۡ فِيهَا خَٰلِدُونَ,"Lɑ sẽn kɩfl-b lɑ b yɑgs Tõnd aɑyɑ-rãmba, bãmb rãmbã lɑ bugum koɑmbɑ, n duumd be."
2,,يَٰبَنِيٓ إِسۡرَٰٓءِيلَ ٱذۡكُرُواْ نِعۡمَتِيَ ٱلَّتِيٓ أَنۡعَمۡتُ عَلَيۡكُمۡ وَأَوۡفُواْ بِعَهۡدِيٓ أُوفِ بِعَهۡدِكُمۡ وَإِيَّٰيَ فَٱرۡهَبُونِ,Yaa yãmb ɭsrɑyɩɩl koɑmba! Tẽeg-y Mɑm Neemɑ ning M sẽn mɑɑn yãmb zugã lɑ y pids Mɑm alkɑoolã tɩ M nɑ pids y alkɑoole. lɑ Maam n sɛgd ne yãmb na yɑeese.
2,,وَءَامِنُواْ بِمَآ أَنزَلۡتُ مُصَدِّقٗا لِّمَا مَعَكُمۡ وَلَا تَكُونُوٓاْ أَوَّلَ كَافِرِۭ بِهِۦۖ وَلَا تَشۡتَرُواْ بِـَٔايَٰتِي ثَمَنٗا قَلِيلٗا وَإِيَّٰيَ فَٱتَّقُونِ,Lɑ kõ-y sɩd ne Mɑm sẽn sik tɩ sɩdgd sẽn be ne yãmbã. La rɑ yɩ-y neb nins sẽn na n deng n kɩfl ne-ɑ ye. La rɑ koos-y Mɑm Aɑyɑ-rãmbã ne ligd bilf ye. Lɑ Maam bal la y sɛgd n zoe.
2,,وَلَا تَلۡبِسُواْ ٱلۡحَقَّ بِٱلۡبَٰطِلِ وَتَكۡتُمُواْ ٱلۡحَقَّ وَأَنتُمۡ تَعۡلَمُونَ,Lɑ ra gẽdg-y sɩd ne zɑɑlem ye. Ra solg-y sɩd me tɩ y sã n mi-a ye.
2,,وَأَقِيمُواْ ٱلصَّلَوٰةَ وَءَاتُواْ ٱلزَّكَوٰةَ وَٱرۡكَعُواْ مَعَ ٱلرَّٰكِعِينَ,"Yãnes-y pʋʋsg me lɑ y kõ zɑka, lɑ y zõond n lɑgem zõondba."
2,,۞ أَتَأۡمُرُونَ ٱلنَّاسَ بِٱلۡبِرِّ وَتَنسَوۡنَ أَنفُسَكُمۡ وَأَنتُمۡ تَتۡلُونَ ٱلۡكِتَٰبَۚ أَفَلَا تَعۡقِلُونَ,"Yãmb na n sɑgendɑ nebã ne mɑnegr lɑ y yĩmd y mense, tɩ yãmb yɑool n kɑremdɑ Gɑfã, yãmb pɑ tɑgsd la?"
2,,وَٱسۡتَعِينُواْ بِٱلصَّبۡرِ وَٱلصَّلَوٰةِۚ وَإِنَّهَا لَكَبِيرَةٌ إِلَّا عَلَى ٱلۡخَٰشِعِينَ,"Lɑ kos-y sõngre, sugr maaneg lɑ pʋʋsg pʋgẽ, lɑ ɑd rẽ yɑɑ toogo, sã n pɑ ne wẽn-zoɛtbã."
2,,ٱلَّذِينَ يَظُنُّونَ أَنَّهُم مُّلَٰقُواْ رَبِّهِمۡ وَأَنَّهُمۡ إِلَيۡهِ رَٰجِعُونَ,B rãmb nins sẽn tẽed tɩ bãmb nɑ n yekɑ b Soɑbã lɑ bãmb yɑɑ lεbdbɑ A nengẽ.
2,,يَٰبَنِيٓ إِسۡرَٰٓءِيلَ ٱذۡكُرُواْ نِعۡمَتِيَ ٱلَّتِيٓ أَنۡعَمۡتُ عَلَيۡكُمۡ وَأَنِّي فَضَّلۡتُكُمۡ عَلَى ٱلۡعَٰلَمِينَ,"Yaa ɭsrɑyɩɩl koɑmbɑ ! Tẽeg-y Mɑm neema wã M sẽn mɑɑn yãmb zugã, lɑ Mɑm yɩɩs yãmb bõn-nɑɑndsã zugu."
2,,وَٱتَّقُواْ يَوۡمٗا لَّا تَجۡزِي نَفۡسٌ عَن نَّفۡسٖ شَيۡـٔٗا وَلَا يُقۡبَلُ مِنۡهَا شَفَٰعَةٞ وَلَا يُؤۡخَذُ مِنۡهَا عَدۡلٞ وَلَا هُمۡ يُنصَرُونَ,"Lɑ y zoe rɑɑr ningɑ yõor sẽn pɑ sekd ɑ yõ-tɑɑg bɑɑ fʋɩ, lɑ b pɑ sɑkd ɑ nengẽ sugsgu, la b pɑ reegd ɑ nengẽ yɑoobo. La bãmb pɑ yɩ b sẽn nɑ n sõng-b rãmbɑ."
2,,وَإِذۡ نَجَّيۡنَٰكُم مِّنۡ ءَالِ فِرۡعَوۡنَ يَسُومُونَكُمۡ سُوٓءَ ٱلۡعَذَابِ يُذَبِّحُونَ أَبۡنَآءَكُمۡ وَيَسۡتَحۡيُونَ نِسَآءَكُمۡۚ وَفِي ذَٰلِكُم بَلَآءٞ مِّن رَّبِّكُمۡ عَظِيمٞ,"Lɑ y tẽeg wɑkɑt ning Tõnd sẽn tɩlg yãmb n yi ɑ Fɩrɑon zɑkã rãmbɑ, b rɑ sɩbgdɑ yãmbɑ sɩbg-wẽngɑ, n koot yãmb kom-ribli wã lɑ b bɑsd yãmb kom-pugli wã, lɑ woto yɑɑ zɑrb-n-gesg sẽn ya bedr n yi yãmb Soɑbã nengẽ."
