surah,ayah,arabic,translation
2,,وَإِذَا قِيلَ لَهُمۡ ءَامِنُواْ كَمَآ ءَامَنَ ٱلنَّاسُ قَالُوٓاْ أَنُؤۡمِنُ كَمَآ ءَامَنَ ٱلسُّفَهَآءُۗ أَلَآ إِنَّهُمۡ هُمُ ٱلسُّفَهَآءُ وَلَٰكِن لَّا يَعۡلَمُونَ,"13. Y si se les dice: «Creed como creen los demás», dicen: «¿Es que vamos a creer como creen los necios?». En realidad, son ellos los necios; mas no lo saben."
2,,وَإِذَا لَقُواْ ٱلَّذِينَ ءَامَنُواْ قَالُوٓاْ ءَامَنَّا وَإِذَا خَلَوۡاْ إِلَىٰ شَيَٰطِينِهِمۡ قَالُوٓاْ إِنَّا مَعَكُمۡ إِنَّمَا نَحۡنُ مُسۡتَهۡزِءُونَ,"14. Y si se encuentran con los creyentes, dicen: «Creemos». Pero cuando se quedan a solas con sus cabecillas, dicen: «Estamos con vosotros, solo nos burlábamos (de los creyentes)»."
2,,ٱللَّهُ يَسۡتَهۡزِئُ بِهِمۡ وَيَمُدُّهُمۡ فِي طُغۡيَٰنِهِمۡ يَعۡمَهُونَ,"15. Al-lah hará que sus burlas recaigan sobre ellos mismos[11] y dejará que persistan en sus transgresiones, extraviados y desorientados."
2,,أُوْلَٰٓئِكَ ٱلَّذِينَ ٱشۡتَرَوُاْ ٱلضَّلَٰلَةَ بِٱلۡهُدَىٰ فَمَا رَبِحَت تِّجَٰرَتُهُمۡ وَمَا كَانُواْ مُهۡتَدِينَ,16. Esos son los que han vendido el buen camino por el extravío; mas su negocio no ha prosperado ni estaban bien guiados (en lo que hacían).
2,,مَثَلُهُمۡ كَمَثَلِ ٱلَّذِي ٱسۡتَوۡقَدَ نَارٗا فَلَمَّآ أَضَآءَتۡ مَا حَوۡلَهُۥ ذَهَبَ ٱللَّهُ بِنُورِهِمۡ وَتَرَكَهُمۡ فِي ظُلُمَٰتٖ لَّا يُبۡصِرُونَ,"17. Su situación se asemeja a la de quienes prenden un fuego y, una vez este ilumina cuanto hay a su alrededor, Al-lah les arrebata la luz (a causa de su desvío) y los deja en la oscuridad, sin ver."
2,,صُمُّۢ بُكۡمٌ عُمۡيٞ فَهُمۡ لَا يَرۡجِعُونَ,"18. Están sordos, mudos y ciegos (ante la verdad) y no podrán regresar (al buen camino)."
2,,أَوۡ كَصَيِّبٖ مِّنَ ٱلسَّمَآءِ فِيهِ ظُلُمَٰتٞ وَرَعۡدٞ وَبَرۡقٞ يَجۡعَلُونَ أَصَٰبِعَهُمۡ فِيٓ ءَاذَانِهِم مِّنَ ٱلصَّوَٰعِقِ حَذَرَ ٱلۡمَوۡتِۚ وَٱللَّهُ مُحِيطُۢ بِٱلۡكَٰفِرِينَ,"19. O se asemeja a (la de quienes se hallan bajo) una tormenta cargada de tinieblas, truenos y relámpagos; se tapan los oídos con los dedos ante el estampido de los rayos al caer, temiendo la muerte[12]. Así deja Al-lah sin escapatoria a quienes rechazan la verdad."
2,,يَكَادُ ٱلۡبَرۡقُ يَخۡطَفُ أَبۡصَٰرَهُمۡۖ كُلَّمَآ أَضَآءَ لَهُم مَّشَوۡاْ فِيهِ وَإِذَآ أَظۡلَمَ عَلَيۡهِمۡ قَامُواْۚ وَلَوۡ شَآءَ ٱللَّهُ لَذَهَبَ بِسَمۡعِهِمۡ وَأَبۡصَٰرِهِمۡۚ إِنَّ ٱللَّهَ عَلَىٰ كُلِّ شَيۡءٖ قَدِيرٞ,"20. El relámpago casi les arrebata la vista[13]. Cuando los alumbra, caminan a su luz; pero cuando se quedan a oscuras, se detienen. Si Al-lah quisiera, los dejaría sin oído y sin vista. En verdad, Al-lah es Todopoderoso."
2,,يَٰٓأَيُّهَا ٱلنَّاسُ ٱعۡبُدُواْ رَبَّكُمُ ٱلَّذِي خَلَقَكُمۡ وَٱلَّذِينَ مِن قَبۡلِكُمۡ لَعَلَّكُمۡ تَتَّقُونَ,"21. ¡Oh, gentes!, adorad a vuestro Señor, Quien os ha creado a vosotros y a quienes os precedieron para que pudierais ser piadosos."
2,,ٱلَّذِي جَعَلَ لَكُمُ ٱلۡأَرۡضَ فِرَٰشٗا وَٱلسَّمَآءَ بِنَآءٗ وَأَنزَلَ مِنَ ٱلسَّمَآءِ مَآءٗ فَأَخۡرَجَ بِهِۦ مِنَ ٱلثَّمَرَٰتِ رِزۡقٗا لَّكُمۡۖ فَلَا تَجۡعَلُواْ لِلَّهِ أَندَادٗا وَأَنتُمۡ تَعۡلَمُونَ,"22. Él es Quien ha hecho para vosotros de la tierra un lugar para que residáis en él, y del cielo, un techo[14] (protector). Y Él es Quien hace descender agua del cielo para que con ella broten frutos para vuestra provisión. Así pues, no adoréis a otros además de a Al-lah equiparándolos con Él, siendo que tenéis conocimiento (de que Él es el único Creador)."
2,,وَإِن كُنتُمۡ فِي رَيۡبٖ مِّمَّا نَزَّلۡنَا عَلَىٰ عَبۡدِنَا فَأۡتُواْ بِسُورَةٖ مِّن مِّثۡلِهِۦ وَٱدۡعُواْ شُهَدَآءَكُم مِّن دُونِ ٱللَّهِ إِن كُنتُمۡ صَٰدِقِينَ,"23. Y, si tenéis dudas sobre lo que hemos revelado a Nuestro siervo (Muhammad), producid una sura similar[15] en algo a esta y llamad a quienes adoráis en lugar de Al-lah (para que os ayuden), si es verdad lo que decís."
2,,فَإِن لَّمۡ تَفۡعَلُواْ وَلَن تَفۡعَلُواْ فَٱتَّقُواْ ٱلنَّارَ ٱلَّتِي وَقُودُهَا ٱلنَّاسُ وَٱلۡحِجَارَةُۖ أُعِدَّتۡ لِلۡكَٰفِرِينَ,"24. Mas, si no lo hacéis —y no podréis hacerlo—, guardaos de un fuego que tiene por combustible a los hombres y a las piedras, y ha sido preparado para quienes rechazan la verdad."
2,,وَبَشِّرِ ٱلَّذِينَ ءَامَنُواْ وَعَمِلُواْ ٱلصَّٰلِحَٰتِ أَنَّ لَهُمۡ جَنَّٰتٖ تَجۡرِي مِن تَحۡتِهَا ٱلۡأَنۡهَٰرُۖ كُلَّمَا رُزِقُواْ مِنۡهَا مِن ثَمَرَةٖ رِّزۡقٗا قَالُواْ هَٰذَا ٱلَّذِي رُزِقۡنَا مِن قَبۡلُۖ وَأُتُواْ بِهِۦ مُتَشَٰبِهٗاۖ وَلَهُمۡ فِيهَآ أَزۡوَٰجٞ مُّطَهَّرَةٞۖ وَهُمۡ فِيهَا خَٰلِدُونَ,"25. Y dales la buena noticia a quienes creen y actúan con rectitud que tienen reservados (en el paraíso) jardines por los cuales corren ríos. Cada vez que se les provea de frutos de dichos jardines, dirán: «Esto se nos había dado como sustento con anterioridad», mas los frutos que se les habían concedido (en la vida terrenal) eran solo parecidos (en la forma). Y allí tendrán esposas purificadas y serán inmortales."
2,,۞ إِنَّ ٱللَّهَ لَا يَسۡتَحۡيِۦٓ أَن يَضۡرِبَ مَثَلٗا مَّا بَعُوضَةٗ فَمَا فَوۡقَهَاۚ فَأَمَّا ٱلَّذِينَ ءَامَنُواْ فَيَعۡلَمُونَ أَنَّهُ ٱلۡحَقُّ مِن رَّبِّهِمۡۖ وَأَمَّا ٱلَّذِينَ كَفَرُواْ فَيَقُولُونَ مَاذَآ أَرَادَ ٱللَّهُ بِهَٰذَا مَثَلٗاۘ يُضِلُّ بِهِۦ كَثِيرٗا وَيَهۡدِي بِهِۦ كَثِيرٗاۚ وَمَا يُضِلُّ بِهِۦٓ إِلَّا ٱلۡفَٰسِقِينَ,"26. Al-lah no se avergüenza de poner como ejemplo ya sea un mosquito, ya sea algo incluso de menor tamaño. Quienes creen saben que es la verdad de su Señor (y lo aceptan), pero quienes niegan la verdad dicen: «¿Qué pretende Al-lah con este ejemplo?». Mediante tales ejemplos, Al-lah extravía a muchos y guía también a muchos; pero solo se extravían quienes se empeñan en rebelarse (contra Al-lah y en desobedecerlo)."
2,,ٱلَّذِينَ يَنقُضُونَ عَهۡدَ ٱللَّهِ مِنۢ بَعۡدِ مِيثَٰقِهِۦ وَيَقۡطَعُونَ مَآ أَمَرَ ٱللَّهُ بِهِۦٓ أَن يُوصَلَ وَيُفۡسِدُونَ فِي ٱلۡأَرۡضِۚ أُوْلَٰٓئِكَ هُمُ ٱلۡخَٰسِرُونَ,"27. Quienes rompen el pacto con Al-lah después de haberse comprometido, cortan los lazos familiares que Al-lah ha ordenado mantener y corrompen la tierra, esos serán los perdedores (en la otra vida)."
2,,كَيۡفَ تَكۡفُرُونَ بِٱللَّهِ وَكُنتُمۡ أَمۡوَٰتٗا فَأَحۡيَٰكُمۡۖ ثُمَّ يُمِيتُكُمۡ ثُمَّ يُحۡيِيكُمۡ ثُمَّ إِلَيۡهِ تُرۡجَعُونَ,"28. ¿Cómo podéis no creer en Al-lah cuando carecíais de vida (antes de nacer) y Él os la dio y os hará morir para resucitaros después, y a Él habréis de regresar?"
2,,هُوَ ٱلَّذِي خَلَقَ لَكُم مَّا فِي ٱلۡأَرۡضِ جَمِيعٗا ثُمَّ ٱسۡتَوَىٰٓ إِلَى ٱلسَّمَآءِ فَسَوَّىٰهُنَّ سَبۡعَ سَمَٰوَٰتٖۚ وَهُوَ بِكُلِّ شَيۡءٍ عَلِيمٞ,29. Él es Quien creó para vosotros todo cuanto existe en la tierra. Después se dirigió al cielo y lo conformó en siete cielos[16]. Y Él tiene conocimiento de todas las cosas.
2,,وَإِذۡ قَالَ رَبُّكَ لِلۡمَلَٰٓئِكَةِ إِنِّي جَاعِلٞ فِي ٱلۡأَرۡضِ خَلِيفَةٗۖ قَالُوٓاْ أَتَجۡعَلُ فِيهَا مَن يُفۡسِدُ فِيهَا وَيَسۡفِكُ ٱلدِّمَآءَ وَنَحۡنُ نُسَبِّحُ بِحَمۡدِكَ وَنُقَدِّسُ لَكَۖ قَالَ إِنِّيٓ أَعۡلَمُ مَا لَا تَعۡلَمُونَ,"30. Y (menciona a tu gente, oh, Muhammad) cuando tu Señor dijo a los ángeles: «Voy a establecer en la tierra a generaciones de hombres que se sucederán». Estos dijeron: «¿Vas a poner en ella a quienes la corrompan y derramen sangre mientras que nosotros Te glorificamos con alabanzas y Te santificamos?». (Al-lah)respondió: «Yo sé lo que vosotros ignoráis»."
2,,وَعَلَّمَ ءَادَمَ ٱلۡأَسۡمَآءَ كُلَّهَا ثُمَّ عَرَضَهُمۡ عَلَى ٱلۡمَلَٰٓئِكَةِ فَقَالَ أَنۢبِـُٔونِي بِأَسۡمَآءِ هَٰٓؤُلَآءِ إِن كُنتُمۡ صَٰدِقِينَ,"31. Y enseñó a Adán los nombres de todas las cosas (creadas). Después mostró estas a los ángeles y les dijo: «Informadme de sus nombres, si sois veraces»."
2,,قَالُواْ سُبۡحَٰنَكَ لَا عِلۡمَ لَنَآ إِلَّا مَا عَلَّمۡتَنَآۖ إِنَّكَ أَنتَ ٱلۡعَلِيمُ ٱلۡحَكِيمُ,"32. Estos respondieron: «¡Gloria a ti! Solo sabemos lo que Tú nos has enseñado. En verdad, Tú eres el Omnisciente, el Sabio»."
2,,قَالَ يَٰٓـَٔادَمُ أَنۢبِئۡهُم بِأَسۡمَآئِهِمۡۖ فَلَمَّآ أَنۢبَأَهُم بِأَسۡمَآئِهِمۡ قَالَ أَلَمۡ أَقُل لَّكُمۡ إِنِّيٓ أَعۡلَمُ غَيۡبَ ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِ وَأَعۡلَمُ مَا تُبۡدُونَ وَمَا كُنتُمۡ تَكۡتُمُونَ,"33. Dijo: «¡Adán, revélales sus nombres!». Y cuando Adán les hubo informado de ellos, Al-lah les dijo: «¿Acaso no os dije que tengo el conocimiento absoluto del gaib en los cielos y en la tierra que nadie más posee y que sé lo que manifestáis y lo que ocultáis?»."
2,,وَإِذۡ قُلۡنَا لِلۡمَلَٰٓئِكَةِ ٱسۡجُدُواْ لِأٓدَمَ فَسَجَدُوٓاْ إِلَّآ إِبۡلِيسَ أَبَىٰ وَٱسۡتَكۡبَرَ وَكَانَ مِنَ ٱلۡكَٰفِرِينَ,"34. Y (recuérdales, oh, Muhammad) cuando dijimos a los ángeles: «¡Postraos ante Adán![17]»; y se postraron todos salvo Iblis[18], quien se negó, se envaneció y fue de los que se rebelan."
2,,وَقُلۡنَا يَٰٓـَٔادَمُ ٱسۡكُنۡ أَنتَ وَزَوۡجُكَ ٱلۡجَنَّةَ وَكُلَا مِنۡهَا رَغَدًا حَيۡثُ شِئۡتُمَا وَلَا تَقۡرَبَا هَٰذِهِ ٱلشَّجَرَةَ فَتَكُونَا مِنَ ٱلظَّٰلِمِينَ,"35. Y dijimos (a Adán): «¡Adán!, habita con tu esposa en el paraíso y comed de él cuanto y donde queráis; pero no os acerquéis a este árbol, pues seríais de los pecadores (si comierais de él)»."
2,,فَأَزَلَّهُمَا ٱلشَّيۡطَٰنُ عَنۡهَا فَأَخۡرَجَهُمَا مِمَّا كَانَا فِيهِۖ وَقُلۡنَا ٱهۡبِطُواْ بَعۡضُكُمۡ لِبَعۡضٍ عَدُوّٞۖ وَلَكُمۡ فِي ٱلۡأَرۡضِ مُسۡتَقَرّٞ وَمَتَٰعٌ إِلَىٰ حِينٖ,36. Pero el Demonio (Iblis) hizo que desobedecieran y que tuvieran que abandonar las gracias de las que allí disfrutaban. Les dijimos: «¡Descended (del paraíso)! Vuestros descendientes serán enemigos unos de otros. En la tierra dispondréis de morada y de bienes temporales».
2,,فَتَلَقَّىٰٓ ءَادَمُ مِن رَّبِّهِۦ كَلِمَٰتٖ فَتَابَ عَلَيۡهِۚ إِنَّهُۥ هُوَ ٱلتَّوَّابُ ٱلرَّحِيمُ,"37. Después, Adán recibió de su Señor unas palabras (para pedir perdón), y Al-lah lo perdonó. En verdad, Al-lah acepta el arrepentimiento y es Misericordioso."
2,,قُلۡنَا ٱهۡبِطُواْ مِنۡهَا جَمِيعٗاۖ فَإِمَّا يَأۡتِيَنَّكُم مِّنِّي هُدٗى فَمَن تَبِعَ هُدَايَ فَلَا خَوۡفٌ عَلَيۡهِمۡ وَلَا هُمۡ يَحۡزَنُونَ,38. Dijimos: «¡Descended todos[19] del paraíso! Recibiréis de Mí una guía; quienes la sigan no tendrán nada que temer (en la otra vida) ni se sentirán afligidos.
2,,وَٱلَّذِينَ كَفَرُواْ وَكَذَّبُواْ بِـَٔايَٰتِنَآ أُوْلَٰٓئِكَ أَصۡحَٰبُ ٱلنَّارِۖ هُمۡ فِيهَا خَٰلِدُونَ,"39. »Pero quienes se nieguen a creer y desmientan Nuestros mandatos[20], esos serán los habitantes del fuego y permanecerán allí eternamente»."
2,,يَٰبَنِيٓ إِسۡرَٰٓءِيلَ ٱذۡكُرُواْ نِعۡمَتِيَ ٱلَّتِيٓ أَنۡعَمۡتُ عَلَيۡكُمۡ وَأَوۡفُواْ بِعَهۡدِيٓ أُوفِ بِعَهۡدِكُمۡ وَإِيَّٰيَ فَٱرۡهَبُونِ,"40. ¡Oh, hijos de Israel!, recordad las gracias que os he concedido y cumplid vuestras obligaciones para Conmigo a fin de que Yo cumpla Mi compromiso con vosotros; y temedme solo a Mí."
2,,وَءَامِنُواْ بِمَآ أَنزَلۡتُ مُصَدِّقٗا لِّمَا مَعَكُمۡ وَلَا تَكُونُوٓاْ أَوَّلَ كَافِرِۭ بِهِۦۖ وَلَا تَشۡتَرُواْ بِـَٔايَٰتِي ثَمَنٗا قَلِيلٗا وَإِيَّٰيَ فَٱتَّقُونِ,"41. Y creed en lo que he revelado (el Corán) que confirma lo que ya teníais (la Torá[21]), y no seáis los primeros en negarlo. No malvendáis Mis mandatos[22] y temedme solo a Mí."
2,,وَلَا تَلۡبِسُواْ ٱلۡحَقَّ بِٱلۡبَٰطِلِ وَتَكۡتُمُواْ ٱلۡحَقَّ وَأَنتُمۡ تَعۡلَمُونَ,42. No revistáis la verdad con la falsedad (confundiéndolas) ni ocultéis la verdad a sabiendas.
2,,وَأَقِيمُواْ ٱلصَّلَوٰةَ وَءَاتُواْ ٱلزَّكَوٰةَ وَٱرۡكَعُواْ مَعَ ٱلرَّٰكِعِينَ,"43. Cumplid con el salat, dad el azaque[23] y postraos con quienes se postran (realizando el salat en congregación)."
2,,۞ أَتَأۡمُرُونَ ٱلنَّاسَ بِٱلۡبِرِّ وَتَنسَوۡنَ أَنفُسَكُمۡ وَأَنتُمۡ تَتۡلُونَ ٱلۡكِتَٰبَۚ أَفَلَا تَعۡقِلُونَ,"44. ¿Cómo ordenáis a los hombres la virtud mientras que os olvidáis de (cumplirla) vosotros mismos cuando vosotros leéis el Libro (la Torá, la cual censura tal actitud hipócrita)? ¿Acaso no razonáis?"
2,,وَٱسۡتَعِينُواْ بِٱلصَّبۡرِ وَٱلصَّلَوٰةِۚ وَإِنَّهَا لَكَبِيرَةٌ إِلَّا عَلَى ٱلۡخَٰشِعِينَ,"45. Y buscad ayuda en la paciencia y en el salat. Esta es, en verdad, difícil, salvo para los piadosos,"
2,,ٱلَّذِينَ يَظُنُّونَ أَنَّهُم مُّلَٰقُواْ رَبِّهِمۡ وَأَنَّهُمۡ إِلَيۡهِ رَٰجِعُونَ,46. esos que tienen certeza de que se encontrarán con su Señor y de que regresarán a Él (para ser juzgados).
2,,يَٰبَنِيٓ إِسۡرَٰٓءِيلَ ٱذۡكُرُواْ نِعۡمَتِيَ ٱلَّتِيٓ أَنۡعَمۡتُ عَلَيۡكُمۡ وَأَنِّي فَضَّلۡتُكُمۡ عَلَى ٱلۡعَٰلَمِينَ,"47. ¡Oh, hijos de Israel!, recordad las gracias que os he concedido y de que os favorecí entre todos los pueblos (de vuestra época)."
2,,وَٱتَّقُواْ يَوۡمٗا لَّا تَجۡزِي نَفۡسٌ عَن نَّفۡسٖ شَيۡـٔٗا وَلَا يُقۡبَلُ مِنۡهَا شَفَٰعَةٞ وَلَا يُؤۡخَذُ مِنۡهَا عَدۡلٞ وَلَا هُمۡ يُنصَرُونَ,48. Y temed el día en que nadie podrá responder por los actos de otro ni se aceptará intercesión o compensación alguna ni nadie será auxiliado.
2,,وَإِذۡ نَجَّيۡنَٰكُم مِّنۡ ءَالِ فِرۡعَوۡنَ يَسُومُونَكُمۡ سُوٓءَ ٱلۡعَذَابِ يُذَبِّحُونَ أَبۡنَآءَكُمۡ وَيَسۡتَحۡيُونَ نِسَآءَكُمۡۚ وَفِي ذَٰلِكُم بَلَآءٞ مِّن رَّبِّكُمۡ عَظِيمٞ,"49. Y (recordad) cuando os salvamos de las gentes del Faraón, que os infligía un terrible suplicio: degollaba a vuestros hijos varones y dejaba vivas a vuestras mujeres. En ello teníais una dura prueba de vuestro Señor."
2,,وَإِذۡ فَرَقۡنَا بِكُمُ ٱلۡبَحۡرَ فَأَنجَيۡنَٰكُمۡ وَأَغۡرَقۡنَآ ءَالَ فِرۡعَوۡنَ وَأَنتُمۡ تَنظُرُونَ,"50. Y (recordad) cuando abrimos el mar para vosotros y os salvamos, mientras que ahogamos al ejército del Faraón ante vuestros ojos."
2,,وَإِذۡ وَٰعَدۡنَا مُوسَىٰٓ أَرۡبَعِينَ لَيۡلَةٗ ثُمَّ ٱتَّخَذۡتُمُ ٱلۡعِجۡلَ مِنۢ بَعۡدِهِۦ وَأَنتُمۡ ظَٰلِمُونَ,"51. Y (recordad) cuando citamos a Moisés durante cuarenta noches y, durante su ausencia, tomasteis el becerro (como objeto de adoración) y fuisteis injustos (al adorar fuera de Al-lah lo que no merecía ser adorado)."
2,,ثُمَّ عَفَوۡنَا عَنكُم مِّنۢ بَعۡدِ ذَٰلِكَ لَعَلَّكُمۡ تَشۡكُرُونَ,"52. Después os perdonamos para que, tal vez así, fuerais agradecidos."
2,,وَإِذۡ ءَاتَيۡنَا مُوسَى ٱلۡكِتَٰبَ وَٱلۡفُرۡقَانَ لَعَلَّكُمۡ تَهۡتَدُونَ,53. Y (recordad) cuando entregamos a Moisés el Libro (la Torá) que distinguía entre la verdad y la falsedad para que pudierais guiaros.
2,,وَإِذۡ قَالَ مُوسَىٰ لِقَوۡمِهِۦ يَٰقَوۡمِ إِنَّكُمۡ ظَلَمۡتُمۡ أَنفُسَكُم بِٱتِّخَاذِكُمُ ٱلۡعِجۡلَ فَتُوبُوٓاْ إِلَىٰ بَارِئِكُمۡ فَٱقۡتُلُوٓاْ أَنفُسَكُمۡ ذَٰلِكُمۡ خَيۡرٞ لَّكُمۡ عِندَ بَارِئِكُمۡ فَتَابَ عَلَيۡكُمۡۚ إِنَّهُۥ هُوَ ٱلتَّوَّابُ ٱلرَّحِيمُ,"54. Y (recordad) cuando Moisés dijo a su pueblo: «¡Pueblo mío!, en verdad habéis sido injustos con vosotros mismos al adorar el becerro. Arrepentíos ante vuestro Creador y mataos entre vosotros (de manera que los inocentes maten a quienes cayeron en la idolatría). Esto es mejor para vosotros». Y Él los perdonó[24]. En verdad, Él acepta siempre el arrepentimiento y es Misericordioso."
2,,وَإِذۡ قُلۡتُمۡ يَٰمُوسَىٰ لَن نُّؤۡمِنَ لَكَ حَتَّىٰ نَرَى ٱللَّهَ جَهۡرَةٗ فَأَخَذَتۡكُمُ ٱلصَّٰعِقَةُ وَأَنتُمۡ تَنظُرُونَ,"55. Y (recordad) cuando dijisteis: «¡Moisés!, no creeremos en ti hasta que veamos a Al-lah con claridad». Entonces fuisteis alcanzados por un rayo (que os fulminó) mientras mirabais[25]."
2,,ثُمَّ بَعَثۡنَٰكُم مِّنۢ بَعۡدِ مَوۡتِكُمۡ لَعَلَّكُمۡ تَشۡكُرُونَ,56. Luego os resucitamos para que pudierais ser agradecidos.
2,,وَظَلَّلۡنَا عَلَيۡكُمُ ٱلۡغَمَامَ وَأَنزَلۡنَا عَلَيۡكُمُ ٱلۡمَنَّ وَٱلسَّلۡوَىٰۖ كُلُواْ مِن طَيِّبَٰتِ مَا رَزَقۡنَٰكُمۡۚ وَمَا ظَلَمُونَا وَلَٰكِن كَانُوٓاْ أَنفُسَهُمۡ يَظۡلِمُونَ,"57. Y os cubrimos con unas nubes (que os protegían del calor del sol), e hicimos descender sobre vosotros el maná y las codornices, (y os dijimos:) «¡Comed de las cosas buenas de las que os proveemos!», (mas ellos se rebelaron y fueron desagradecidos). Y no Nos[26] perjudicaron (con su desagradecimiento), sino que se perjudicaron a sí mismos."
2,,وَإِذۡ قُلۡنَا ٱدۡخُلُواْ هَٰذِهِ ٱلۡقَرۡيَةَ فَكُلُواْ مِنۡهَا حَيۡثُ شِئۡتُمۡ رَغَدٗا وَٱدۡخُلُواْ ٱلۡبَابَ سُجَّدٗا وَقُولُواْ حِطَّةٞ نَّغۡفِرۡ لَكُمۡ خَطَٰيَٰكُمۡۚ وَسَنَزِيدُ ٱلۡمُحۡسِنِينَ,"58. Y (recordad) cuando os dijimos: «Entrad en esta ciudad (Jerusalén) y comed en ella cuanto deseéis, sin límite alguno, pero entrad por su puerta postrándoos humildemente (en agradecimiento por vuestra victoria) y pidiendo Nuestro perdón; y perdonaremos vuestras faltas. Y a quienes obren bien y obedezcan, les concederemos todavía más (favores y una mayor recompensa)»."
