surah,ayah,arabic,translation
2,,أَلَآ إِنَّهُمۡ هُمُ ٱلۡمُفۡسِدُونَ وَلَٰكِن لَّا يَشۡعُرُونَ,"Hakika wao ndio waharibifu, lakini hawatambui."
2,,وَإِذَا قِيلَ لَهُمۡ ءَامِنُواْ كَمَآ ءَامَنَ ٱلنَّاسُ قَالُوٓاْ أَنُؤۡمِنُ كَمَآ ءَامَنَ ٱلسُّفَهَآءُۗ أَلَآ إِنَّهُمۡ هُمُ ٱلسُّفَهَآءُ وَلَٰكِن لَّا يَعۡلَمُونَ,"Na wanapo ambiwa: Aminini kama walivyo amini watu. Husema: Tuamini kama walivyo amini wapumbavu? Hakika wao ndio wapumbavu, lakini hawajui tu."
2,,وَإِذَا لَقُواْ ٱلَّذِينَ ءَامَنُواْ قَالُوٓاْ ءَامَنَّا وَإِذَا خَلَوۡاْ إِلَىٰ شَيَٰطِينِهِمۡ قَالُوٓاْ إِنَّا مَعَكُمۡ إِنَّمَا نَحۡنُ مُسۡتَهۡزِءُونَ,Na wanapo kutana na walio amini husema: Tumeamini. Na wanapo kuwa peke yao na mashet'ani wao husema: Hakika sisi tu pamoja nanyi. Hakika sisi tunawadhihaki tu.
2,,ٱللَّهُ يَسۡتَهۡزِئُ بِهِمۡ وَيَمُدُّهُمۡ فِي طُغۡيَٰنِهِمۡ يَعۡمَهُونَ,Mwenyezi Mungu atawadhihaki wao na atawawacha katika upotofu wao wakitangatanga ovyo.
2,,أُوْلَٰٓئِكَ ٱلَّذِينَ ٱشۡتَرَوُاْ ٱلضَّلَٰلَةَ بِٱلۡهُدَىٰ فَمَا رَبِحَت تِّجَٰرَتُهُمۡ وَمَا كَانُواْ مُهۡتَدِينَ,"Hao ndio walio nunua upotofu kwa uwongofu; lakini biashara yao haikupata tija, wala hawakuwa wenye kuongoka."
2,,مَثَلُهُمۡ كَمَثَلِ ٱلَّذِي ٱسۡتَوۡقَدَ نَارٗا فَلَمَّآ أَضَآءَتۡ مَا حَوۡلَهُۥ ذَهَبَ ٱللَّهُ بِنُورِهِمۡ وَتَرَكَهُمۡ فِي ظُلُمَٰتٖ لَّا يُبۡصِرُونَ,"Mfano wao ni kama mfano wa aliye koka moto, na ulipo tanda mwangaza wake kote kote Mwenyezi Mungu aliiondoa nuru yao na akawawacha katika giza, hawaoni."
2,,صُمُّۢ بُكۡمٌ عُمۡيٞ فَهُمۡ لَا يَرۡجِعُونَ,"Viziwi, mabubu, vipofu; kwa hivyo hawatarejea."
2,,أَوۡ كَصَيِّبٖ مِّنَ ٱلسَّمَآءِ فِيهِ ظُلُمَٰتٞ وَرَعۡدٞ وَبَرۡقٞ يَجۡعَلُونَ أَصَٰبِعَهُمۡ فِيٓ ءَاذَانِهِم مِّنَ ٱلصَّوَٰعِقِ حَذَرَ ٱلۡمَوۡتِۚ وَٱللَّهُ مُحِيطُۢ بِٱلۡكَٰفِرِينَ,"Au ni kama mvua kubwa itokayo mbinguni, ina giza na radi na umeme; wakawa wakitia vidole vyao masikioni mwao kwa ajili ya mingurumo, kwa kuogopa kufa. Na Mwenyezi Mungu amewazunguka makafiri."
2,,يَكَادُ ٱلۡبَرۡقُ يَخۡطَفُ أَبۡصَٰرَهُمۡۖ كُلَّمَآ أَضَآءَ لَهُم مَّشَوۡاْ فِيهِ وَإِذَآ أَظۡلَمَ عَلَيۡهِمۡ قَامُواْۚ وَلَوۡ شَآءَ ٱللَّهُ لَذَهَبَ بِسَمۡعِهِمۡ وَأَبۡصَٰرِهِمۡۚ إِنَّ ٱللَّهَ عَلَىٰ كُلِّ شَيۡءٖ قَدِيرٞ,"Unakaribia umeme kunyakua macho yao. Kila ukiwatolea mwangaza huenda, na unapo wafanyia giza husimama. Na angelitaka Mwenyezi Mungu angeliondoa kusikia kwao na kuona kwao. Hakika Mwenyezi Mungu ni Muweza wa kila kitu."
2,,يَٰٓأَيُّهَا ٱلنَّاسُ ٱعۡبُدُواْ رَبَّكُمُ ٱلَّذِي خَلَقَكُمۡ وَٱلَّذِينَ مِن قَبۡلِكُمۡ لَعَلَّكُمۡ تَتَّقُونَ,"Enyi watu! Muabuduni Mola wenu Mlezi aliye kuumbeni nyinyi na wale wa kabla yenu, ili mpate kuokoka."
2,,ٱلَّذِي جَعَلَ لَكُمُ ٱلۡأَرۡضَ فِرَٰشٗا وَٱلسَّمَآءَ بِنَآءٗ وَأَنزَلَ مِنَ ٱلسَّمَآءِ مَآءٗ فَأَخۡرَجَ بِهِۦ مِنَ ٱلثَّمَرَٰتِ رِزۡقٗا لَّكُمۡۖ فَلَا تَجۡعَلُواْ لِلَّهِ أَندَادٗا وَأَنتُمۡ تَعۡلَمُونَ,"(Mwenyezi Mungu) ambaye amekufanyieni hii ardhi kuwa kama tandiko, na mbingu kama paa, na akateremsha maji kutoka mbinguni, na kwayo akatoa matunda yawe riziki zenu. Basi msimfanyizie Mwenyezi Mungu washirika, na hali nyinyi mnajua."
2,,وَإِن كُنتُمۡ فِي رَيۡبٖ مِّمَّا نَزَّلۡنَا عَلَىٰ عَبۡدِنَا فَأۡتُواْ بِسُورَةٖ مِّن مِّثۡلِهِۦ وَٱدۡعُواْ شُهَدَآءَكُم مِّن دُونِ ٱللَّهِ إِن كُنتُمۡ صَٰدِقِينَ,"Na ikiwa mna shaka kwa hayo tuliyo mteremshia mja wetu basi leteni sura moja ya mfano wake, na muwaite mashahidi wenu badala ya Mwenyezi Mungu, ikiwa mnasema kweli."
2,,فَإِن لَّمۡ تَفۡعَلُواْ وَلَن تَفۡعَلُواْ فَٱتَّقُواْ ٱلنَّارَ ٱلَّتِي وَقُودُهَا ٱلنَّاسُ وَٱلۡحِجَارَةُۖ أُعِدَّتۡ لِلۡكَٰفِرِينَ,Na mkitofanya - na wala hamtofanya kamwe - basi uogopeni moto ambao kuni zake ni watu na mawe walio andaliwa hao wanao kanusha.
2,,وَبَشِّرِ ٱلَّذِينَ ءَامَنُواْ وَعَمِلُواْ ٱلصَّٰلِحَٰتِ أَنَّ لَهُمۡ جَنَّٰتٖ تَجۡرِي مِن تَحۡتِهَا ٱلۡأَنۡهَٰرُۖ كُلَّمَا رُزِقُواْ مِنۡهَا مِن ثَمَرَةٖ رِّزۡقٗا قَالُواْ هَٰذَا ٱلَّذِي رُزِقۡنَا مِن قَبۡلُۖ وَأُتُواْ بِهِۦ مُتَشَٰبِهٗاۖ وَلَهُمۡ فِيهَآ أَزۡوَٰجٞ مُّطَهَّرَةٞۖ وَهُمۡ فِيهَا خَٰلِدُونَ,"Na wabashirie walio amini na wakatenda mema kwamba watapata mabustani yapitayo mito kati yake; kila watapo pewa matunda humo, watasema: Haya ndiyo kama tuliyo pewa mbele. Na wataletewa matunda yaliyo fanana; na humo watakuwa na wake walio takasika; na wao humo watadumu."
2,,۞ إِنَّ ٱللَّهَ لَا يَسۡتَحۡيِۦٓ أَن يَضۡرِبَ مَثَلٗا مَّا بَعُوضَةٗ فَمَا فَوۡقَهَاۚ فَأَمَّا ٱلَّذِينَ ءَامَنُواْ فَيَعۡلَمُونَ أَنَّهُ ٱلۡحَقُّ مِن رَّبِّهِمۡۖ وَأَمَّا ٱلَّذِينَ كَفَرُواْ فَيَقُولُونَ مَاذَآ أَرَادَ ٱللَّهُ بِهَٰذَا مَثَلٗاۘ يُضِلُّ بِهِۦ كَثِيرٗا وَيَهۡدِي بِهِۦ كَثِيرٗاۚ وَمَا يُضِلُّ بِهِۦٓ إِلَّا ٱلۡفَٰسِقِينَ,"Hakika Mwenyezi Mungu haoni haya kutoa mfano hata wa mbu na ulio wa zaidi yake. Ama wale walio amini hujua ya kwamba hiyo ni haki iliyo toka kwa Mola wao Mlezi, lakini wale walio kufuru husema: Ni nini analo kusudia Mwenyezi Mungu kwa mfano huu? Kwa mfano huu huwapoteza wengi na huwaongoa wengi; lakini hawapotezi ila wale wapotovu,"
2,,ٱلَّذِينَ يَنقُضُونَ عَهۡدَ ٱللَّهِ مِنۢ بَعۡدِ مِيثَٰقِهِۦ وَيَقۡطَعُونَ مَآ أَمَرَ ٱللَّهُ بِهِۦٓ أَن يُوصَلَ وَيُفۡسِدُونَ فِي ٱلۡأَرۡضِۚ أُوْلَٰٓئِكَ هُمُ ٱلۡخَٰسِرُونَ,"Wanao vunja ahadi ya Mwenyezi Mungu baada ya kwisha ifunga, na wakayakata aliyo amrisha Mwenyezi Mungu kuungwa, na wakafanya uharibifu katika nchi; hao ndio wenye khasara."
2,,كَيۡفَ تَكۡفُرُونَ بِٱللَّهِ وَكُنتُمۡ أَمۡوَٰتٗا فَأَحۡيَٰكُمۡۖ ثُمَّ يُمِيتُكُمۡ ثُمَّ يُحۡيِيكُمۡ ثُمَّ إِلَيۡهِ تُرۡجَعُونَ,"Vipi mnamkanusha Mwenyezi Mungu na hali mlikuwa wafu akakufufueni! Kisha atakufisheni, tena atakufufueni, kisha kwake mtarejeshwa?."
2,,هُوَ ٱلَّذِي خَلَقَ لَكُم مَّا فِي ٱلۡأَرۡضِ جَمِيعٗا ثُمَّ ٱسۡتَوَىٰٓ إِلَى ٱلسَّمَآءِ فَسَوَّىٰهُنَّ سَبۡعَ سَمَٰوَٰتٖۚ وَهُوَ بِكُلِّ شَيۡءٍ عَلِيمٞ,"Yeye ndiye aliye kuumbieni vyote vilivyomo katika ardhi. Tena akazielekea mbingu, na akazifanya mbingu saba. Naye ndiye Mjuzi wa kila kitu."
2,,وَإِذۡ قَالَ رَبُّكَ لِلۡمَلَٰٓئِكَةِ إِنِّي جَاعِلٞ فِي ٱلۡأَرۡضِ خَلِيفَةٗۖ قَالُوٓاْ أَتَجۡعَلُ فِيهَا مَن يُفۡسِدُ فِيهَا وَيَسۡفِكُ ٱلدِّمَآءَ وَنَحۡنُ نُسَبِّحُ بِحَمۡدِكَ وَنُقَدِّسُ لَكَۖ قَالَ إِنِّيٓ أَعۡلَمُ مَا لَا تَعۡلَمُونَ,"Na pale Mola wako Mlezi alipo waambia Malaika: Mimi nitamweka katika ardhi Khalifa (mfwatizi), wakasema: Utaweka humo atakaye fanya uharibifu humo na kumwaga damu, hali sisi tunakutakasa kwa sifa zako na tunakutaja kwa utakatifu wako? Akasema: Hakika Mimi nayajua msiyo yajua."
2,,وَعَلَّمَ ءَادَمَ ٱلۡأَسۡمَآءَ كُلَّهَا ثُمَّ عَرَضَهُمۡ عَلَى ٱلۡمَلَٰٓئِكَةِ فَقَالَ أَنۢبِـُٔونِي بِأَسۡمَآءِ هَٰٓؤُلَآءِ إِن كُنتُمۡ صَٰدِقِينَ,"Na akamfundisha Adam majina ya vitu vyote, kisha akaviweka mbele ya Malaika, na akasema: Niambieni majina ya hivi ikiwa mnasema kweli."
2,,قَالُواْ سُبۡحَٰنَكَ لَا عِلۡمَ لَنَآ إِلَّا مَا عَلَّمۡتَنَآۖ إِنَّكَ أَنتَ ٱلۡعَلِيمُ ٱلۡحَكِيمُ,"Wakasema: Subhanaka, Wewe umetakasika! Hatuna ujuzi isipokuwa kwa uliyo tufunza Wewe. Hakika Wewe ndiye Mjuzi Mwenye hikima."
2,,قَالَ يَٰٓـَٔادَمُ أَنۢبِئۡهُم بِأَسۡمَآئِهِمۡۖ فَلَمَّآ أَنۢبَأَهُم بِأَسۡمَآئِهِمۡ قَالَ أَلَمۡ أَقُل لَّكُمۡ إِنِّيٓ أَعۡلَمُ غَيۡبَ ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِ وَأَعۡلَمُ مَا تُبۡدُونَ وَمَا كُنتُمۡ تَكۡتُمُونَ,"Akasema: Ewe Adam! Waambie majina yake. Basi alipo waambia majina yake alisema: Sikukwambieni kwamba Mimi ninajua siri za mbinguni na za duniani, na ninayajua mnayo yadhihirisha na mliyo kuwa mnayaficha?"
2,,وَإِذۡ قُلۡنَا لِلۡمَلَٰٓئِكَةِ ٱسۡجُدُواْ لِأٓدَمَ فَسَجَدُوٓاْ إِلَّآ إِبۡلِيسَ أَبَىٰ وَٱسۡتَكۡبَرَ وَكَانَ مِنَ ٱلۡكَٰفِرِينَ,"Na tulipo waambia Malaika: Msujudieni Adam, wakamsujudia wote isipo kuwa Iblis, alikataa na akajivuna na akawa katika makafiri."
2,,وَقُلۡنَا يَٰٓـَٔادَمُ ٱسۡكُنۡ أَنتَ وَزَوۡجُكَ ٱلۡجَنَّةَ وَكُلَا مِنۡهَا رَغَدًا حَيۡثُ شِئۡتُمَا وَلَا تَقۡرَبَا هَٰذِهِ ٱلشَّجَرَةَ فَتَكُونَا مِنَ ٱلظَّٰلِمِينَ,"Na tulisema: Ewe Adam! Kaa wewe na mkeo katika Bustani, na kuleni humo maridhawa popote mpendapo, lakini msiukaribie mti huu tu; mkawa katika wale walio dhulumu."
2,,فَأَزَلَّهُمَا ٱلشَّيۡطَٰنُ عَنۡهَا فَأَخۡرَجَهُمَا مِمَّا كَانَا فِيهِۖ وَقُلۡنَا ٱهۡبِطُواْ بَعۡضُكُمۡ لِبَعۡضٍ عَدُوّٞۖ وَلَكُمۡ فِي ٱلۡأَرۡضِ مُسۡتَقَرّٞ وَمَتَٰعٌ إِلَىٰ حِينٖ,"Lakini Shet'ani aliwatelezesha hao wawili na akawatoa katika waliyo kuwamo, na tukasema: Shukeni, nanyi ni maadui nyinyi kwa nyinyi. Katika ardhi yatakuwa makaazi yenu na starehe kwa muda."
2,,فَتَلَقَّىٰٓ ءَادَمُ مِن رَّبِّهِۦ كَلِمَٰتٖ فَتَابَ عَلَيۡهِۚ إِنَّهُۥ هُوَ ٱلتَّوَّابُ ٱلرَّحِيمُ,"Kisha Adam akapokea maneno kwa Mola wake Mlezi, na Mola wake Mlezi alimkubalia toba yake; hakika Yeye ndiye Mwingi wa kukubali toba na Mwenye kurehemu."
2,,قُلۡنَا ٱهۡبِطُواْ مِنۡهَا جَمِيعٗاۖ فَإِمَّا يَأۡتِيَنَّكُم مِّنِّي هُدٗى فَمَن تَبِعَ هُدَايَ فَلَا خَوۡفٌ عَلَيۡهِمۡ وَلَا هُمۡ يَحۡزَنُونَ,"Tukasema: Shukeni nyote; na kama ukikufikieni uwongofu utokao kwangu, basi watakao fuata uwongofu wangu huo haitakuwa khofu juu yao wala hawatahuzunika."
2,,وَٱلَّذِينَ كَفَرُواْ وَكَذَّبُواْ بِـَٔايَٰتِنَآ أُوْلَٰٓئِكَ أَصۡحَٰبُ ٱلنَّارِۖ هُمۡ فِيهَا خَٰلِدُونَ,"Na wenye kukufuru na kuzikanusha ishara zetu, hao ndio watakao kuwa watu wa Motoni, humo watadumu."
2,,يَٰبَنِيٓ إِسۡرَٰٓءِيلَ ٱذۡكُرُواْ نِعۡمَتِيَ ٱلَّتِيٓ أَنۡعَمۡتُ عَلَيۡكُمۡ وَأَوۡفُواْ بِعَهۡدِيٓ أُوفِ بِعَهۡدِكُمۡ وَإِيَّٰيَ فَٱرۡهَبُونِ,"Enyi Wana wa Israili! Kumbukeni neema yangu niliyo kuneemesheni, na timizeni ahadi yangu, na Mimi nitatimiza ahadi yenu, na niogopeni Mimi tu."
2,,وَءَامِنُواْ بِمَآ أَنزَلۡتُ مُصَدِّقٗا لِّمَا مَعَكُمۡ وَلَا تَكُونُوٓاْ أَوَّلَ كَافِرِۭ بِهِۦۖ وَلَا تَشۡتَرُواْ بِـَٔايَٰتِي ثَمَنٗا قَلِيلٗا وَإِيَّٰيَ فَٱتَّقُونِ,"Na aminini niliyo yateremsha ambayo yanasadikisha mliyo nayo, wala msiwe wa kwanza kuyakataa. Wala msiuze Ishara zangu kwa thamani ndogo. Na niogopeni Mimi tu."
2,,وَلَا تَلۡبِسُواْ ٱلۡحَقَّ بِٱلۡبَٰطِلِ وَتَكۡتُمُواْ ٱلۡحَقَّ وَأَنتُمۡ تَعۡلَمُونَ,Wala msichanganye kweli na uwongo na mkaificha kweli nanyi mnajua.
2,,وَأَقِيمُواْ ٱلصَّلَوٰةَ وَءَاتُواْ ٱلزَّكَوٰةَ وَٱرۡكَعُواْ مَعَ ٱلرَّٰكِعِينَ,"Na shikeni Swala, na toeni Zaka, na inameni pamoja na wanao inama."
2,,۞ أَتَأۡمُرُونَ ٱلنَّاسَ بِٱلۡبِرِّ وَتَنسَوۡنَ أَنفُسَكُمۡ وَأَنتُمۡ تَتۡلُونَ ٱلۡكِتَٰبَۚ أَفَلَا تَعۡقِلُونَ,"Je! Mnawaamrisha watu mema na mnajisahau nafsi zenu, na hali nyinyi mnasoma Kitabu? Basi je, hamzingatii?"
2,,وَٱسۡتَعِينُواْ بِٱلصَّبۡرِ وَٱلصَّلَوٰةِۚ وَإِنَّهَا لَكَبِيرَةٌ إِلَّا عَلَى ٱلۡخَٰشِعِينَ,"Na tafuteni msaada kwa kusubiri na kwa kusali; na kwa hakika jambo hilo ni gumu isipokuwa kwa wanyenyekevu,"
2,,ٱلَّذِينَ يَظُنُّونَ أَنَّهُم مُّلَٰقُواْ رَبِّهِمۡ وَأَنَّهُمۡ إِلَيۡهِ رَٰجِعُونَ,Ambao wana yakini kuwa hakika watakutana na Mola wao Mlezi na ya kuwa hakika watarejea kwake.
2,,يَٰبَنِيٓ إِسۡرَٰٓءِيلَ ٱذۡكُرُواْ نِعۡمَتِيَ ٱلَّتِيٓ أَنۡعَمۡتُ عَلَيۡكُمۡ وَأَنِّي فَضَّلۡتُكُمۡ عَلَى ٱلۡعَٰلَمِينَ,"Enyi Wana wa Israili! Kumbukeni zile neema zangu nilizo kuneemesheni, na nikakuteuweni kuliko wote wengineo."
2,,وَٱتَّقُواْ يَوۡمٗا لَّا تَجۡزِي نَفۡسٌ عَن نَّفۡسٖ شَيۡـٔٗا وَلَا يُقۡبَلُ مِنۡهَا شَفَٰعَةٞ وَلَا يُؤۡخَذُ مِنۡهَا عَدۡلٞ وَلَا هُمۡ يُنصَرُونَ,"Na iogopeni Siku ambayo mtu hatomfaa mtu kwa lolote, wala hayatakubaliwa kwake maombezi, wala hakitapokewa kikomboleo kwake; wala hawatanusuriwa."
2,,وَإِذۡ نَجَّيۡنَٰكُم مِّنۡ ءَالِ فِرۡعَوۡنَ يَسُومُونَكُمۡ سُوٓءَ ٱلۡعَذَابِ يُذَبِّحُونَ أَبۡنَآءَكُمۡ وَيَسۡتَحۡيُونَ نِسَآءَكُمۡۚ وَفِي ذَٰلِكُم بَلَآءٞ مِّن رَّبِّكُمۡ عَظِيمٞ,"Na vile tulipo kuokoeni kwa watu wa Firauni walio kupeni adhabu mbaya, wakiwachinja wana wenu wa kiume na wakawawacha hai wanawake; na katika hayo ulikuwa ni mtihani mkubwa ulio toka kwa Mola wenu Mlezi."
2,,وَإِذۡ فَرَقۡنَا بِكُمُ ٱلۡبَحۡرَ فَأَنجَيۡنَٰكُمۡ وَأَغۡرَقۡنَآ ءَالَ فِرۡعَوۡنَ وَأَنتُمۡ تَنظُرُونَ,"Na tulipo ipasua bahari kwa ajili yenu na tukakuokoeni, tukawazamisha watu wa Firauni, na huku mnatazama."
2,,وَإِذۡ وَٰعَدۡنَا مُوسَىٰٓ أَرۡبَعِينَ لَيۡلَةٗ ثُمَّ ٱتَّخَذۡتُمُ ٱلۡعِجۡلَ مِنۢ بَعۡدِهِۦ وَأَنتُمۡ ظَٰلِمُونَ,"Na tulipo muahidi Musa masiku arubaini, kisha mkachukua ndama (mkamuabudu) baada yake, na mkawa wenye kudhulumu."
2,,ثُمَّ عَفَوۡنَا عَنكُم مِّنۢ بَعۡدِ ذَٰلِكَ لَعَلَّكُمۡ تَشۡكُرُونَ,"Kisha tukakusameheni baada ya hayo, ili mpate kushukuru."
2,,وَإِذۡ ءَاتَيۡنَا مُوسَى ٱلۡكِتَٰبَ وَٱلۡفُرۡقَانَ لَعَلَّكُمۡ تَهۡتَدُونَ,Na tulipo mpa Musa Kitabu na pambanuo ili mpate kuongoka.
2,,وَإِذۡ قَالَ مُوسَىٰ لِقَوۡمِهِۦ يَٰقَوۡمِ إِنَّكُمۡ ظَلَمۡتُمۡ أَنفُسَكُم بِٱتِّخَاذِكُمُ ٱلۡعِجۡلَ فَتُوبُوٓاْ إِلَىٰ بَارِئِكُمۡ فَٱقۡتُلُوٓاْ أَنفُسَكُمۡ ذَٰلِكُمۡ خَيۡرٞ لَّكُمۡ عِندَ بَارِئِكُمۡ فَتَابَ عَلَيۡكُمۡۚ إِنَّهُۥ هُوَ ٱلتَّوَّابُ ٱلرَّحِيمُ,Na Musa alipo waambia watu wake: Enyi watu wangu! Hakika nyinyi mmezidhulumu nafsi zenu kwa kuchukua kwenu ndama (kumuabudu). Basi tubuni kwa Muumba wenu na ziueni nafsi zenu. Haya ni bora kwenu mbele ya Muumba wenu. Naye akapokea toba yenu. Hakika Yeye ndiye apokeaye toba na Mwenye kurehemu.
2,,وَإِذۡ قُلۡتُمۡ يَٰمُوسَىٰ لَن نُّؤۡمِنَ لَكَ حَتَّىٰ نَرَى ٱللَّهَ جَهۡرَةٗ فَأَخَذَتۡكُمُ ٱلصَّٰعِقَةُ وَأَنتُمۡ تَنظُرُونَ,Na mlipo sema: Ewe Musa! Hatutakuamini mpaka tumwone Mwenyezi Mungu waziwazi. Ikakunyakueni radi nanyi mnaangalia.
2,,ثُمَّ بَعَثۡنَٰكُم مِّنۢ بَعۡدِ مَوۡتِكُمۡ لَعَلَّكُمۡ تَشۡكُرُونَ,"Kisha tukakufufueni baada ya kufa kwenu, ili mpate kushukuru."
2,,وَظَلَّلۡنَا عَلَيۡكُمُ ٱلۡغَمَامَ وَأَنزَلۡنَا عَلَيۡكُمُ ٱلۡمَنَّ وَٱلسَّلۡوَىٰۖ كُلُواْ مِن طَيِّبَٰتِ مَا رَزَقۡنَٰكُمۡۚ وَمَا ظَلَمُونَا وَلَٰكِن كَانُوٓاْ أَنفُسَهُمۡ يَظۡلِمُونَ,Na tukakutilieni kivuli kwa mawingu na tukakuteremshieni Manna na Salwa; tukakwambieni: Kuleni vitu vizuri hivi tulivyo kuruzukuni. Nao hawakutudhulumu Sisi lakini walikuwa wanajidhulumu nafsi zao.
2,,وَإِذۡ قُلۡنَا ٱدۡخُلُواْ هَٰذِهِ ٱلۡقَرۡيَةَ فَكُلُواْ مِنۡهَا حَيۡثُ شِئۡتُمۡ رَغَدٗا وَٱدۡخُلُواْ ٱلۡبَابَ سُجَّدٗا وَقُولُواْ حِطَّةٞ نَّغۡفِرۡ لَكُمۡ خَطَٰيَٰكُمۡۚ وَسَنَزِيدُ ٱلۡمُحۡسِنِينَ,"Na tulipo sema: Ingieni mji huu, na humo mle mpendapo maridhawa, na ingieni katika mlango wake kwa unyenyekevu, na semeni: Tusamehe! Tutakusameheni makosa yenu, na tutawazidishia wema wafanyao wema."
2,,فَبَدَّلَ ٱلَّذِينَ ظَلَمُواْ قَوۡلًا غَيۡرَ ٱلَّذِي قِيلَ لَهُمۡ فَأَنزَلۡنَا عَلَى ٱلَّذِينَ ظَلَمُواْ رِجۡزٗا مِّنَ ٱلسَّمَآءِ بِمَا كَانُواْ يَفۡسُقُونَ,Lakini walio dhulumu waliibadili kauli isiyo kuwa waliyo ambiwa. Kwa hivyo tukaiteremsha juu ya wale walio dhulumu adhabu kutoka mbinguni kwa sababu ya walivyo kuwa wamepotoka.
